exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,nr,year
36,48,0,1,0,1,0,0,0,16,0,7.00307,249,1982
18,48,1,1,1,0,1,0,1,10,0,6.05678,250,1976
19,47,1,1,1,0,1,0,1,10,0,6.10925,250,1977
20,48,1,1,1,0,1,0,1,10,0,6.18415,250,1978
21,48,1,1,1,0,1,0,1,10,0,6.28413,250,1979
22,48,1,1,1,0,1,0,1,10,0,6.39693,250,1980
23,48,1,1,1,0,1,0,1,10,0,6.51471,250,1981
24,48,1,1,1,0,1,0,1,10,0,6.57508,250,1982
6,50,0,0,1,0,1,0,0,16,0,5.8861,251,1976
7,49,0,0,1,1,1,0,0,16,0,6.21461,251,1977
8,49,0,0,1,0,1,0,0,16,0,6.44572,251,1978
9,50,0,0,1,0,1,0,0,16,0,6.39693,251,1979
10,49,0,0,1,0,0,0,0,16,0,6.65673,251,1980
11,50,0,0,1,0,0,0,0,16,0,6.62007,251,1981
12,49,0,0,1,0,0,0,0,16,0,6.62007,251,1982
25,49,0,0,0,1,1,0,0,17,1,6.90575,252,1976
26,47,0,0,0,1,1,0,0,17,1,6.90575,252,1977
27,49,0,0,0,1,1,0,0,17,1,7.54961,252,1978
28,48,0,0,0,1,1,0,0,17,1,7.6009,252,1979
29,49,0,0,0,1,1,0,0,17,1,7.67322,252,1980
30,48,0,0,0,1,1,0,0,17,1,7.6009,252,1981
31,47,0,0,0,1,1,0,0,17,1,7.69621,252,1982
7,49,0,1,1,0,1,0,1,12,1,6.23832,253,1976
8,32,0,1,1,0,1,0,1,12,1,6.49224,253,1977
9,49,1,1,1,0,1,0,1,12,1,6.52209,253,1978
10,49,1,1,1,0,1,0,1,12,1,6.58617,253,1979
11,34,1,1,1,0,1,0,1,12,1,6.80239,253,1980
12,49,1,0,1,0,1,0,1,12,1,6.85646,253,1981
13,49,0,1,1,0,1,0,1,12,1,6.95655,253,1982
33,48,1,1,0,0,1,0,0,12,0,6.22654,254,1976
34,48,1,1,0,0,1,0,0,12,0,6.30992,254,1977
35,47,1,1,0,0,1,0,0,12,0,6.39693,254,1978
36,48,1,1,0,0,1,0,0,12,0,6.52942,254,1979
37,48,1,1,0,0,1,0,0,12,0,6.61204,254,1980
38,48,1,1,0,0,1,0,0,12,0,6.70441,254,1981
39,24,1,1,0,0,1,0,0,12,0,6.72623,254,1982
3,48,1,1,0,0,0,1,0,12,0,6.05209,255,1976
4,11,1,1,0,0,0,1,1,12,0,6.01616,255,1977
5,37,1,1,0,0,0,1,1,12,0,6.27852,255,1978
6,50,1,1,0,0,0,1,1,12,0,6.36819,255,1979
7,40,1,1,0,0,0,1,1,12,0,6.45834,255,1980
8,47,1,1,0,0,0,1,1,12,0,6.56244,255,1981
9,50,1,1,0,0,0,1,1,12,0,6.63068,255,1982
5,16,0,0,1,1,1,0,0,16,0,6.23048,256,1976
6,39,0,0,1,1,1,0,1,16,0,6.35437,256,1977
7,50,0,0,1,1,1,0,1,16,0,6.49979,256,1978
8,50,0,0,1,1,1,0,1,16,0,6.68461,256,1979
9,50,0,0,1,1,1,0,1,16,0,6.98008,256,1980
10,49,0,0,1,1,1,0,1,16,0,7.00307,256,1981
11,48,0,0,1,1,1,0,1,16,0,7.09008,256,1982
32,47,1,1,0,0,1,0,1,12,0,6.64379,257,1976
33,47,1,1,0,0,1,0,1,12,0,6.74406,257,1977
34,47,1,1,0,0,1,0,1,12,0,6.79906,257,1978
35,47,1,1,0,0,1,0,1,12,0,6.89366,257,1979
36,47,1,1,0,0,1,0,1,12,0,7.02731,257,1980
37,47,1,1,0,0,1,0,1,12,0,7.06476,257,1981
38,47,1,1,0,0,1,0,1,12,0,7.20042,257,1982
25,42,0,0,1,0,0,0,0,17,0,6.51175,258,1976
26,45,0,0,1,0,0,0,0,17,0,6.49527,258,1977
27,47,0,0,1,0,0,0,0,17,0,6.63726,258,1978
28,46,0,0,1,0,0,0,0,17,0,6.63857,258,1979
29,44,0,0,1,0,0,0,0,17,0,6.69456,258,1980
30,51,0,0,1,0,0,0,0,17,0,6.69827,258,1981
31,45,0,0,1,0,0,0,0,17,0,6.99393,258,1982
10,49,1,1,1,0,1,0,0,10,0,5.85793,259,1976
11,51,1,1,1,0,1,0,0,10,0,5.85793,259,1977
12,28,1,0,1,0,1,0,0,10,0,6.21461,259,1978
13,50,1,1,1,0,1,0,0,10,0,6.18415,259,1979
14,51,1,1,1,0,1,0,0,10,0,6.23441,259,1980
15,50,1,1,1,0,1,0,0,10,0,6.18415,259,1981
16,52,1,1,1,0,1,0,0,10,0,6.16752,259,1982
10,49,1,0,0,1,1,0,0,12,0,6.55108,260,1976
11,50,1,0,0,1,1,0,0,12,0,6.63332,260,1977
12,49,0,0,0,1,1,0,0,12,0,6.74524,260,1978
13,49,0,0,0,1,1,0,0,12,0,6.95655,260,1979
14,48,0,0,0,1,1,0,0,12,0,7.02554,260,1980
15,48,0,0,0,1,1,0,0,12,0,7.1507,260,1981
16,49,0,0,0,1,1,0,0,12,0,7.31322,260,1982
16,37,1,0,1,1,1,0,1,10,0,6.31716,261,1976
17,50,1,0,1,1,1,0,1,10,0,6.3613,261,1977
18,49,1,0,1,1,1,0,1,10,0,6.42972,261,1978
19,37,1,0,1,1,1,0,1,10,0,6.73102,261,1979
20,47,1,0,1,1,1,0,1,10,0,6.81014,261,1980
21,45,1,0,1,1,1,0,1,10,0,6.95177,261,1981
22,49,1,0,1,1,1,0,1,10,0,6.9256,261,1982
12,49,0,0,0,1,1,0,0,16,0,6.83841,262,1976
13,49,0,0,0,1,1,0,0,16,0,6.85224,262,1977
14,48,0,0,0,1,1,0,0,16,0,6.91175,262,1978
15,49,0,0,0,1,1,0,0,16,0,6.91175,262,1979
16,49,0,0,0,1,1,0,0,16,0,7.31122,262,1980
17,50,0,0,0,1,1,0,0,16,0,7.18917,262,1981
18,49,0,0,0,1,1,0,0,16,0,7.37776,262,1982
10,37,0,1,0,1,0,1,0,12,1,6.10925,263,1976
11,33,0,1,0,1,0,1,0,12,1,6.20456,263,1977
12,43,0,1,0,1,0,1,0,12,1,6.37161,263,1978
13,46,0,1,0,1,0,1,0,12,1,6.39693,263,1979
14,48,0,1,0,1,0,1,0,12,1,6.55108,263,1980
15,49,0,1,0,1,0,1,0,12,1,6.60259,263,1981
16,48,1,1,0,1,0,1,0,12,1,6.62007,263,1982
3,48,0,0,0,1,0,1,0,16,0,6.30992,264,1976
4,35,0,0,0,1,0,1,0,16,0,6.29157,264,1977
5,40,0,0,0,1,0,1,0,16,0,6.30992,264,1978
6,36,0,0,0,1,0,1,0,16,0,6.65286,264,1979
7,28,0,0,0,1,0,1,0,16,0,6.62007,264,1980
8,51,0,0,0,1,0,1,0,16,0,6.57228,264,1981
9,50,0,0,0,1,0,1,0,16,0,7.04752,264,1982
15,49,1,1,1,1,1,0,1,12,0,6.67834,265,1976
16,45,1,1,1,1,1,0,1,12,0,6.75227,265,1977
17,48,1,1,1,1,1,0,1,12,0,6.84162,265,1978
18,49,1,1,1,1,1,0,1,12,0,6.95655,265,1979
19,47,1,1,1,1,1,0,1,12,0,7.00307,265,1980
20,48,1,1,1,1,1,0,1,12,0,7.15462,265,1981
21,47,1,0,1,1,1,0,1,12,0,7.21524,265,1982
21,44,0,0,0,1,1,0,1,17,0,6.90575,266,1976
22,41,0,0,0,1,1,0,1,17,0,6.90575,266,1977
23,43,0,0,0,1,1,0,1,17,0,7.02997,266,1978
24,41,0,0,0,1,1,0,1,17,0,7.09008,266,1979
25,44,0,0,0,1,1,0,1,17,0,7.20786,266,1980
26,43,0,0,0,1,1,0,1,17,0,7.26193,266,1981
27,42,0,0,0,1,1,0,1,17,0,7.27932,266,1982
14,49,1,0,1,1,1,0,1,12,0,6.55962,267,1976
15,49,1,0,1,1,1,0,1,12,0,6.60123,267,1977
16,49,1,0,1,1,1,0,1,12,0,6.73221,267,1978
17,48,1,0,1,1,1,0,1,12,0,6.79122,267,1979
18,48,1,0,1,1,1,0,1,12,0,6.90776,267,1980
19,47,1,0,1,1,1,0,1,12,0,7.00307,267,1981
20,46,1,0,1,1,1,0,1,12,0,7.09008,267,1982
8,51,1,0,0,0,1,0,0,14,0,5.89715,268,1976
9,51,1,0,0,0,1,0,0,14,0,6.07993,268,1977
10,51,1,0,0,0,1,0,0,14,0,5.98141,268,1978
11,50,1,0,0,0,1,0,0,14,0,6.33328,268,1979
12,51,0,0,0,0,1,0,0,14,0,6.27476,268,1980
13,52,0,0,0,0,1,0,0,14,0,6.20456,268,1981
14,51,0,0,0,0,1,0,0,14,0,6.58617,268,1982
21,50,1,1,0,1,1,0,1,9,0,6.44572,269,1976
22,50,1,1,0,1,1,0,1,9,0,6.74524,269,1977
23,52,1,1,0,1,0,0,1,9,0,6.81892,269,1978
24,51,1,1,0,0,0,0,1,9,0,6.85646,269,1979
25,51,1,1,0,0,0,0,1,9,0,7.00307,269,1980
26,49,1,1,0,0,0,0,1,9,0,7.09008,269,1981
27,50,1,1,0,0,0,0,1,9,0,7.20786,269,1982
21,51,0,0,1,1,1,0,0,16,0,6.90575,270,1976
22,49,0,0,1,1,1,0,0,16,0,6.90575,270,1977
23,47,0,0,1,1,1,0,0,16,0,7.91936,270,1978
24,47,0,0,1,1,1,0,0,16,0,8.13153,270,1979
25,47,0,0,1,1,1,0,0,16,0,8.0229,270,1980
26,47,0,0,1,1,1,0,0,16,0,7.92516,270,1981
27,47,0,0,1,1,1,0,0,16,0,7.84502,270,1982
7,50,0,0,1,1,1,0,0,16,0,6.4892,271,1976
8,50,0,0,1,1,1,0,0,16,0,6.5582,271,1977
9,50,0,0,1,1,1,0,0,16,0,6.57786,271,1978
10,50,0,0,1,1,1,0,0,16,0,6.68461,271,1979
11,50,0,0,1,1,1,0,0,16,0,6.39693,271,1980
12,50,0,0,1,1,1,0,0,16,0,7.09008,271,1981
13,50,0,0,1,1,1,0,0,16,0,6.86693,271,1982
6,49,0,0,0,0,1,0,0,16,0,6.35437,272,1976
7,49,0,0,0,0,1,0,0,16,0,6.44572,272,1977
8,51,0,0,0,0,1,0,0,16,0,6.80239,272,1978
9,49,0,0,0,0,1,0,0,16,0,6.80239,272,1979
10,49,0,0,0,0,1,0,0,16,0,6.90776,272,1980
11,50,0,0,0,0,1,0,0,16,0,6.96602,272,1981
12,50,0,0,0,0,1,0,0,16,0,7.09008,272,1982
24,50,1,1,0,1,1,0,1,12,1,6.31173,273,1976
25,40,1,1,0,1,1,0,1,12,1,6.54535,273,1977
26,50,1,1,0,1,1,0,1,12,1,6.56386,273,1978
27,47,1,1,0,1,1,0,1,12,1,6.632,273,1979
28,48,1,1,0,1,1,0,1,12,1,6.80239,273,1980
29,48,0,1,0,1,1,0,1,12,1,6.84162,273,1981
30,46,1,1,0,1,1,0,1,12,1,6.8977,273,1982
14,49,0,0,0,1,1,0,0,17,0,6.64249,274,1976
15,48,0,0,0,1,1,0,0,17,0,6.75344,274,1977
16,49,0,0,0,1,1,0,0,17,0,6.81783,274,1978
17,48,0,0,0,1,1,0,0,17,0,6.91473,274,1979
18,49,0,0,0,1,1,0,0,17,0,6.95655,274,1980
19,48,0,0,0,1,1,0,0,17,0,7.01571,274,1981
20,48,0,0,0,1,1,0,0,17,0,7.09423,274,1982
1,30,0,0,0,1,1,0,0,17,0,6.21461,275,1976
2,50,0,0,0,1,1,0,0,17,0,6.17379,275,1977
3,50,0,0,0,1,1,0,0,17,0,6.35437,275,1978
4,50,0,0,0,1,1,0,0,17,0,6.55108,275,1979
5,50,0,0,0,1,1,0,0,17,0,6.45362,275,1980
6,50,0,0,0,1,1,0,0,17,0,6.21461,275,1981
7,49,0,0,0,1,1,0,0,17,0,7.82405,275,1982
4,51,1,1,0,1,1,0,1,12,0,6.55251,276,1976
5,52,1,1,0,1,1,0,1,12,0,6.62007,276,1977
6,51,1,1,0,1,1,0,1,12,0,6.68461,276,1978
7,43,1,1,0,1,1,0,1,12,0,6.72383,276,1979
8,50,1,1,0,1,1,0,1,12,0,6.82437,276,1980
9,48,1,1,0,1,1,0,1,12,0,6.95655,276,1981
10,49,1,1,0,1,1,0,1,12,0,7.00307,276,1982
33,47,0,0,1,0,1,0,0,8,0,6.42162,277,1976
34,48,1,0,1,0,1,0,0,8,0,6.4892,277,1977
35,46,1,0,1,0,1,0,0,8,0,6.72022,277,1978
36,47,1,0,1,0,1,0,0,8,0,6.76964,277,1979
37,47,1,0,1,0,1,0,0,8,0,6.80239,277,1980
38,47,1,0,1,0,1,0,0,8,0,6.8773,277,1981
39,47,1,0,1,0,1,0,0,8,0,6.99577,277,1982
7,51,0,0,1,1,1,0,0,15,0,6.90575,278,1976
8,49,0,1,1,1,1,0,0,15,0,6.90575,278,1977
9,49,0,0,0,0,1,0,0,15,0,7.17012,278,1978
10,49,0,0,0,0,1,0,0,15,0,7.28276,278,1979
11,48,0,0,0,0,1,0,0,15,0,7.36201,278,1980
12,50,0,0,0,0,1,0,0,15,0,7.33498,278,1981
13,48,0,1,0,0,1,0,0,15,0,7.47534,278,1982
15,50,1,0,0,1,1,0,1,12,0,6.57368,279,1976
16,48,1,0,0,1,1,0,1,12,0,6.6796,279,1977
17,49,1,0,0,1,1,0,1,12,0,6.85857,279,1978
18,49,1,0,0,1,1,0,1,12,0,6.84268,279,1979
19,49,1,0,0,1,1,0,1,12,0,6.96791,279,1980
20,49,1,0,0,1,1,0,1,12,0,7.1309,279,1981
21,49,1,0,0,1,1,0,1,12,0,7.18992,279,1982
29,52,0,0,0,1,1,0,1,13,0,6.05209,280,1976
30,46,0,0,0,1,1,0,1,13,0,6.05209,280,1977
31,51,1,0,0,1,1,0,1,13,0,6.10925,280,1978
32,49,1,0,0,1,1,0,1,13,0,6.21461,280,1979
33,48,1,0,0,1,1,0,1,13,0,6.2634,280,1980
34,47,0,0,0,1,1,0,1,13,0,6.2634,280,1981
35,50,0,0,0,1,1,0,1,13,0,6.30992,280,1982
5,36,1,1,0,1,1,0,1,12,0,6.53088,281,1976
6,50,1,1,0,1,1,0,1,12,0,6.55962,281,1977
7,49,1,1,0,1,1,0,1,12,0,6.58064,281,1978
8,50,1,1,0,1,1,0,1,12,0,6.72383,281,1979
9,50,1,1,0,1,1,0,1,12,0,6.87626,281,1980
10,50,1,1,0,1,1,0,1,12,0,6.97541,281,1981
11,49,1,1,0,1,1,0,1,12,0,7.00307,281,1982
18,48,0,1,0,1,1,0,0,17,0,6.74524,282,1976
19,48,0,1,0,1,1,0,0,17,0,6.74524,282,1977
20,49,0,1,0,1,1,0,0,17,0,6.81344,282,1978
21,49,0,1,0,1,1,0,0,17,0,6.85118,282,1979
22,48,0,1,0,1,1,0,0,17,0,7.02554,282,1980
23,45,0,1,0,1,1,0,0,17,0,7.09008,282,1981
24,48,0,1,0,1,1,0,0,17,0,7.27932,282,1982
44,50,1,0,0,1,1,0,1,9,0,6.90575,283,1976
45,51,0,0,0,1,1,0,1,9,0,6.21461,283,1977
46,50,0,0,0,1,1,0,1,9,0,7.1309,283,1978
47,50,0,0,0,1,1,0,1,9,0,6.90776,283,1979
48,50,0,0,0,1,1,0,1,9,0,7.31322,283,1980
49,49,0,0,0,1,1,0,1,9,0,7.46737,283,1981
50,49,0,0,0,1,1,0,1,9,0,7.31322,283,1982
29,49,0,0,0,1,1,0,1,12,0,6.44413,284,1976
30,46,0,0,0,1,1,0,1,12,0,6.45362,284,1977
31,49,0,0,0,1,1,0,1,12,0,6.52062,284,1978
32,48,0,0,0,1,1,0,1,12,0,6.72743,284,1979
33,49,0,0,0,1,1,0,1,12,0,6.59167,284,1980
34,49,0,0,0,1,1,0,1,12,0,6.73815,284,1981
35,48,0,0,0,1,1,0,1,12,0,6.77422,284,1982
5,49,0,0,0,1,1,0,0,12,0,6.48311,285,1976
6,47,1,0,0,1,1,0,0,12,0,6.53233,285,1977
7,49,0,0,0,1,1,0,0,12,0,6.75227,285,1978
8,49,0,0,0,1,1,0,0,12,0,6.80017,285,1979
9,48,0,0,0,1,1,0,0,12,0,6.75926,285,1980
10,48,1,0,0,1,1,0,0,12,0,6.96885,285,1981
11,48,0,0,0,1,1,0,0,12,0,6.90975,285,1982
11,47,1,1,0,0,1,0,1,10,0,5.99146,286,1976
12,48,1,1,0,0,1,0,1,10,0,6.38012,286,1977
13,48,1,1,0,0,1,0,1,10,0,6.56526,286,1978
14,49,1,1,0,0,1,0,1,10,0,6.7334,286,1979
15,48,1,1,0,0,1,0,0,10,0,6.74524,286,1980
16,48,1,1,0,0,1,0,1,10,0,6.84588,286,1981
17,46,1,1,0,0,1,0,1,10,0,6.74524,286,1982
15,41,1,1,1,0,1,0,1,10,0,6.50429,287,1976
16,42,1,1,1,0,1,0,1,10,0,6.47389,287,1977
17,47,1,1,1,0,1,0,1,10,0,6.56386,287,1978
18,47,1,1,1,0,1,0,1,10,0,6.7511,287,1979
19,48,1,1,1,0,1,0,1,10,0,6.88755,287,1980
20,38,1,1,1,0,1,0,1,10,0,6.99485,287,1981
21,40,1,1,1,0,1,0,1,10,0,7.08423,287,1982
13,49,1,0,1,1,1,0,0,12,0,6.86485,288,1976
14,49,1,0,1,1,1,0,0,12,0,6.90575,288,1977
15,49,1,0,1,1,1,0,0,12,0,7.02554,288,1978
16,49,1,0,1,1,1,0,0,12,0,7.1507,288,1979
17,49,1,0,1,1,1,0,0,12,0,7.24423,288,1980
18,47,0,0,1,0,1,0,0,12,0,6.9594,288,1981
19,46,1,0,1,0,1,0,0,12,0,7.44132,288,1982
28,50,0,0,0,1,1,0,0,16,0,6.90575,289,1976
29,50,0,0,0,1,1,0,0,16,0,6.90575,289,1977
30,49,0,0,0,1,1,0,0,16,0,7.46737,289,1978
31,49,0,0,0,1,1,0,0,16,0,7.69621,289,1979
32,49,0,0,0,1,1,0,0,16,0,7.6009,289,1980
33,49,0,0,0,1,1,0,0,16,0,7.91936,289,1981
34,48,0,0,0,1,1,0,0,16,0,7.91936,289,1982
4,50,0,0,1,1,1,0,0,13,0,6.28786,290,1976
5,49,0,0,1,1,1,0,0,13,0,6.20456,290,1977
6,51,0,0,1,1,1,0,0,13,0,6.24417,290,1978
7,50,0,0,1,1,1,0,0,13,0,6.32794,290,1979
8,50,0,0,1,1,1,0,0,13,0,6.53669,290,1980
9,49,0,0,1,1,1,0,0,13,0,6.55108,290,1981
10,49,0,0,1,1,1,0,0,13,0,6.62007,290,1982
36,49,1,1,0,0,1,0,0,12,0,6.80239,291,1976
37,46,1,1,0,0,1,0,0,12,0,6.82979,291,1977
38,50,1,1,0,0,1,0,0,12,0,6.98472,291,1978
39,49,1,1,0,0,1,0,0,12,0,7.00307,291,1979
40,48,1,1,0,0,1,0,0,12,0,6.70808,291,1980
41,47,1,1,0,0,1,0,0,12,0,6.9613,291,1981
42,47,1,1,0,0,1,0,0,12,0,6.96035,291,1982
27,48,0,1,0,0,1,0,0,12,0,6.61607,292,1976
28,48,0,1,0,0,1,0,0,12,0,6.57647,292,1977
29,47,0,1,0,0,1,0,0,12,0,6.68461,292,1978
30,47,0,1,0,0,1,0,0,12,0,6.74288,292,1979
31,48,0,1,0,0,1,0,0,12,0,7.03615,292,1980
32,47,0,1,0,0,1,0,0,12,0,7.02465,292,1981
33,48,0,1,0,0,1,0,0,12,0,7.22621,292,1982
10,30,1,1,0,0,1,0,1,12,0,6.06611,293,1976
11,50,1,1,0,0,1,0,1,12,0,6.18826,293,1977
12,50,1,1,0,0,1,0,1,12,0,6.31173,293,1978
13,50,1,1,0,0,1,0,1,12,0,6.55678,293,1979
14,50,1,1,0,0,1,0,1,12,0,6.55393,293,1980
15,50,1,1,0,0,1,0,1,12,0,6.75227,293,1981
16,50,1,1,0,0,1,0,1,12,0,6.92166,293,1982
16,49,1,1,0,0,1,0,1,12,0,6.19644,294,1976
17,48,1,1,0,0,1,0,1,12,0,6.2653,294,1977
18,41,1,1,0,0,1,0,1,12,0,6.36475,294,1978
19,49,1,1,0,0,1,0,1,12,0,6.43935,294,1979
20,47,1,1,0,0,1,0,1,12,0,6.54391,294,1980
21,48,1,1,0,0,1,0,1,12,0,6.61473,294,1981
22,47,1,1,0,0,1,0,1,12,0,6.71659,294,1982
22,48,0,0,0,1,0,1,1,12,0,6.33328,295,1976
23,48,0,0,0,1,0,1,1,12,0,6.61473,295,1977
24,48,0,0,0,1,0,1,1,12,0,6.73459,295,1978
25,46,0,0,0,1,0,1,1,12,0,6.77422,295,1979
26,47,0,0,0,1,0,1,1,12,0,6.86485,295,1980
27,47,0,0,0,1,0,1,1,12,0,6.97073,295,1981
28,47,0,0,0,1,0,1,1,12,0,7.04752,295,1982
30,50,1,1,0,0,1,0,1,8,0,6.44572,296,1976
31,47,1,1,0,0,1,0,0,8,0,6.33328,296,1977
32,48,1,1,0,1,1,0,0,8,0,6.39693,296,1978
33,48,1,1,0,1,1,0,1,8,0,6.48158,296,1979
34,39,1,1,0,1,1,0,1,8,0,6.59167,296,1980
35,50,1,1,0,1,1,0,1,8,0,6.59304,296,1981
36,50,1,1,0,1,0,0,1,8,0,6.77878,296,1982
12,49,1,0,1,0,1,0,0,12,0,6.42972,297,1976
13,48,1,0,1,0,1,0,0,12,0,6.43133,297,1977
14,34,1,0,1,0,1,0,1,12,0,6.59441,297,1978
15,47,1,0,1,0,1,0,1,12,0,6.71174,297,1979
16,48,1,0,1,0,1,0,1,12,0,6.74524,297,1980
17,47,1,0,1,0,1,0,1,12,0,6.8773,297,1981
18,48,1,0,1,0,1,0,1,12,0,6.80239,297,1982
11,50,1,1,1,1,1,0,0,12,1,6.49224,298,1976
12,50,1,1,1,1,1,0,0,12,1,6.21461,298,1977
13,50,1,1,1,1,1,0,0,12,1,6.72743,298,1978
14,49,1,1,1,1,1,0,0,12,1,6.66568,298,1979
15,48,0,1,1,1,0,0,0,12,1,6.30992,298,1980
16,50,0,1,1,1,0,0,0,12,1,6.21461,298,1981
17,50,0,1,1,1,0,0,0,12,1,6.21461,298,1982
35,49,0,0,0,1,0,1,0,16,0,6.30992,299,1976
36,50,0,0,0,1,0,1,0,16,0,6.30992,299,1977
37,49,0,0,0,1,0,1,0,16,0,6.30992,299,1978
38,50,0,0,0,1,0,1,0,16,0,6.30992,299,1979
39,50,0,0,0,1,0,1,0,16,0,6.55108,299,1980
40,50,0,0,0,1,0,1,0,16,0,6.62007,299,1981
41,50,0,0,0,1,0,1,0,16,0,6.74524,299,1982
33,51,1,0,0,0,1,0,0,12,0,6.14633,300,1976
34,51,1,0,0,0,1,0,0,12,0,6.25383,300,1977
35,51,1,0,0,0,1,0,0,12,0,6.30992,300,1978
36,47,1,0,0,0,1,0,0,12,0,6.35089,300,1979
37,49,1,0,0,0,1,0,0,12,0,6.46147,300,1980
38,47,0,0,0,0,1,0,0,12,0,6.50279,300,1981
39,47,1,0,0,0,1,0,0,12,0,6.59715,300,1982
9,49,0,1,0,1,1,0,0,14,0,6.53669,301,1976
10,49,0,1,0,1,1,0,0,14,0,6.55108,301,1977
11,49,0,1,0,1,1,0,0,14,0,6.65929,301,1978
12,48,0,1,0,1,1,0,0,14,0,6.82979,301,1979
13,46,0,1,0,1,1,0,0,14,0,6.85646,301,1980
14,46,0,1,0,1,1,0,0,14,0,6.95655,301,1981
15,48,0,1,0,1,1,0,0,14,0,7.1309,301,1982
11,36,0,0,0,1,1,0,1,17,0,6.22456,302,1976
12,36,0,0,0,1,1,0,1,17,0,6.30992,302,1977
13,37,0,0,0,1,1,0,1,17,0,6.47697,302,1978
14,38,0,0,0,1,1,0,1,17,0,6.67834,302,1979
15,35,0,0,0,1,1,0,1,17,0,6.77992,302,1980
16,35,0,0,0,1,1,0,1,17,0,6.80461,302,1981
17,36,0,0,0,1,1,0,1,17,0,6.85646,302,1982
2,50,1,1,1,1,1,0,0,13,0,5.75257,303,1976
3,50,1,1,1,1,1,0,0,13,0,5.85793,303,1977
4,49,1,1,1,1,1,0,0,13,0,6.07535,303,1978
5,49,1,1,1,1,1,0,0,13,0,8.51719,303,1979
6,51,1,1,1,1,1,0,0,13,0,6.51471,303,1980
7,49,1,1,1,1,1,0,0,13,0,6.58617,303,1981
8,48,1,1,1,1,1,0,0,13,0,6.70319,303,1982
11,50,1,0,1,1,1,0,1,9,0,6.16331,304,1976
12,51,1,0,1,1,1,0,1,9,0,6.2634,304,1977
13,51,1,0,1,1,1,0,1,9,0,6.35437,304,1978
14,51,1,0,1,1,1,0,1,9,0,6.43775,304,1979
15,51,1,0,1,1,1,0,1,9,0,6.47697,304,1980
16,51,1,0,1,1,1,0,1,9,0,6.55108,304,1981
17,51,1,0,1,1,1,0,0,9,0,6.40853,304,1982
18,50,0,0,0,1,1,0,0,16,0,6.90575,305,1976
19,49,0,0,0,1,1,0,0,16,0,6.90575,305,1977
20,49,0,0,0,1,1,0,0,16,0,7.25134,305,1978
21,49,0,0,0,1,1,0,0,16,0,7.25134,305,1979
22,50,0,0,0,1,1,0,0,16,0,6.90776,305,1980
23,47,0,0,0,1,1,0,0,16,0,7.23634,305,1981
24,48,0,0,0,1,1,0,0,16,0,7.2724,305,1982
18,50,1,0,0,0,1,0,0,12,0,6.49527,306,1976
19,50,1,0,0,0,1,0,0,12,0,6.60394,306,1977
20,50,0,0,0,0,1,0,0,12,0,6.70073,306,1978
21,49,1,0,0,0,1,0,0,12,0,6.58617,306,1979
22,49,1,0,0,0,1,0,0,12,0,6.41836,306,1980
23,49,1,0,0,0,1,0,0,12,0,6.21461,306,1981
24,49,1,0,0,0,1,0,0,12,0,6.62007,306,1982
3,47,1,1,0,0,1,0,1,8,0,6.45047,307,1976
4,52,1,1,0,0,1,0,1,8,0,6.67203,307,1977
5,50,1,1,0,0,1,0,1,8,0,6.56386,307,1978
6,47,1,1,0,0,1,0,1,8,0,6.60665,307,1979
7,49,1,1,0,0,1,0,1,8,0,6.83518,307,1980
8,47,1,1,0,0,1,0,1,8,0,6.86171,307,1981
9,51,1,1,0,0,1,0,1,8,0,7.06987,307,1982
27,46,1,1,0,1,1,0,1,11,0,6.48158,308,1976
28,48,1,1,0,1,1,0,1,11,0,6.55393,308,1977
29,46,1,1,0,1,1,0,1,11,0,6.61874,308,1978
30,46,1,1,0,1,1,0,1,11,0,6.75693,308,1979
31,46,1,1,0,1,1,0,1,11,0,6.87626,308,1980
32,40,1,1,0,1,1,0,1,11,0,6.99026,308,1981
33,42,1,1,0,1,1,0,1,11,0,7.07496,308,1982
18,48,1,1,0,0,1,0,1,9,0,6.00389,309,1976
19,44,1,1,0,0,1,0,1,9,0,6.10925,309,1977
20,41,1,1,0,0,1,0,0,9,0,6.23441,309,1978
21,33,1,1,0,0,1,0,0,9,0,6.03548,309,1979
22,51,1,1,0,0,1,0,0,9,0,6.11589,309,1980
23,38,1,1,0,0,1,0,0,9,0,6.19441,309,1981
24,51,1,1,0,0,1,0,0,9,0,6.27099,309,1982
13,50,1,1,0,0,1,0,1,12,0,6.3315,310,1976
14,49,1,1,0,0,1,0,1,12,0,6.39359,310,1977
15,36,1,1,0,0,1,0,1,12,0,6.48464,310,1978
16,49,1,1,0,0,1,0,1,12,0,6.56948,310,1979
17,49,1,1,0,0,1,0,1,12,0,6.70319,310,1980
18,49,1,1,0,0,1,0,1,12,0,6.7901,310,1981
19,48,1,1,0,0,1,0,1,12,0,6.87626,310,1982
5,50,1,0,1,0,1,0,0,12,0,6.41182,311,1976
6,50,1,0,1,0,1,0,0,12,0,6.56526,311,1977
7,33,1,0,1,0,1,0,1,12,0,6.59987,311,1978
8,49,1,0,1,0,1,0,1,12,0,6.69084,311,1979
9,49,1,0,1,0,1,0,1,12,0,6.84055,311,1980
10,42,1,0,1,0,1,0,1,12,0,6.93731,311,1981
11,49,1,0,1,0,1,0,1,12,0,7.03615,311,1982
14,36,1,1,0,1,1,0,1,14,0,6.57508,312,1976
