year,grade,math,retained,female,black,hispanic,size,lowinc,mobility,school,child
2.5,4,2.231,N,M,Y,N,800,78.9,31.7,A3,BS
-0.5,1,-1.12,N,F,Y,N,800,78.9,31.7,A3,BT
0.5,2,0.852,N,F,Y,N,800,78.9,31.7,A3,BT
1.5,3,-0.086,N,F,Y,N,800,78.9,31.7,A3,BT
0.5,2,-0.316,N,M,Y,N,800,78.9,31.7,A3,BU
1.5,3,0.751,N,M,Y,N,800,78.9,31.7,A3,BU
2.5,4,1.623,N,M,Y,N,800,78.9,31.7,A3,BU
0.5,2,-1.236,N,M,Y,N,800,78.9,31.7,A3,BV
1.5,3,-0.779,N,M,Y,N,800,78.9,31.7,A3,BV
2.5,4,0.501,N,M,Y,N,800,78.9,31.7,A3,BV
-0.5,1,-0.351,N,F,Y,N,800,78.9,31.7,A3,BW
0.5,2,1.146,N,F,Y,N,800,78.9,31.7,A3,BW
1.5,3,1.578,N,F,Y,N,800,78.9,31.7,A3,BW
2.5,4,2.682,N,F,Y,N,800,78.9,31.7,A3,BW
-0.5,1,0.241,N,F,Y,N,800,78.9,31.7,A3,BX
0.5,2,1.146,N,F,Y,N,800,78.9,31.7,A3,BX
1.5,3,1.346,N,F,Y,N,800,78.9,31.7,A3,BX
2.5,4,2.371,N,F,Y,N,800,78.9,31.7,A3,BX
-1.5,0,-1.541,N,F,Y,N,800,78.9,31.7,A3,BY
-0.5,1,-0.574,N,F,Y,N,800,78.9,31.7,A3,BY
0.5,2,-0.928,N,F,Y,N,800,78.9,31.7,A3,BY
1.5,3,-0.456,N,F,Y,N,800,78.9,31.7,A3,BY
2.5,4,-0.008,N,F,Y,N,800,78.9,31.7,A3,BY
-1.5,0,-1.83,N,F,Y,N,800,78.9,31.7,A3,BZ
-0.5,1,-0.645,N,F,Y,N,800,78.9,31.7,A3,BZ
0.5,2,0.003,N,F,Y,N,800,78.9,31.7,A3,BZ
1.5,3,1.421,N,F,Y,N,800,78.9,31.7,A3,BZ
2.5,4,1.623,N,F,Y,N,800,78.9,31.7,A3,BZ
0.5,2,0.995,N,F,Y,N,800,78.9,31.7,A3,Ba
1.5,3,0.811,N,F,Y,N,800,78.9,31.7,A3,Ba
2.5,4,2.3,N,F,Y,N,800,78.9,31.7,A3,Ba
-1.5,0,-2.899,N,M,Y,N,800,78.9,31.7,A3,Bb
-0.5,1,-1.25,N,M,Y,N,800,78.9,31.7,A3,Bb
0.5,2,1.309,N,M,Y,N,800,78.9,31.7,A3,Bb
1.5,3,1.273,N,M,Y,N,800,78.9,31.7,A3,Bb
-1.5,0,-0.619,N,M,Y,N,800,78.9,31.7,A3,Bc
-0.5,1,0.546,N,M,Y,N,800,78.9,31.7,A3,Bc
0.5,2,1.894,N,M,Y,N,800,78.9,31.7,A3,Bc
1.5,3,2.034,N,M,Y,N,800,78.9,31.7,A3,Bc
2.5,4,3.055,N,M,Y,N,800,78.9,31.7,A3,Bc
-2.5,0,-3.558,N,F,Y,N,800,78.9,31.7,A3,Bd
-1.5,0,-1.76,Y,F,Y,N,800,78.9,31.7,A3,Bd
-0.5,1,-0.574,N,F,Y,N,800,78.9,31.7,A3,Bd
0.5,2,0.716,N,F,Y,N,800,78.9,31.7,A3,Bd
1.5,3,-0.456,N,F,Y,N,800,78.9,31.7,A3,Bd
2.5,4,0.749,N,F,Y,N,800,78.9,31.7,A3,Bd
-1.5,0,-1.616,N,M,Y,N,800,78.9,31.7,A3,Be
-0.5,1,-0.645,N,M,Y,N,800,78.9,31.7,A3,Be
0.5,2,-0.522,N,M,Y,N,800,78.9,31.7,A3,Be
1.5,3,0.292,N,M,Y,N,800,78.9,31.7,A3,Be
2.5,4,1.679,N,M,Y,N,800,78.9,31.7,A3,Be
-1.5,0,-1.76,N,M,Y,N,800,78.9,31.7,A3,Bf
-0.5,1,-0.988,N,M,Y,N,800,78.9,31.7,A3,Bf
0.5,2,-0.826,N,M,Y,N,800,78.9,31.7,A3,Bf
1.5,3,0.128,N,M,Y,N,800,78.9,31.7,A3,Bf
2.5,4,0.65,N,M,Y,N,800,78.9,31.7,A3,Bf
-2.5,0,-2.288,N,F,Y,N,800,78.9,31.7,A3,Bg
-1.5,0,-1.689,Y,F,Y,N,800,78.9,31.7,A3,Bg
-0.5,1,-2.009,N,F,Y,N,800,78.9,31.7,A3,Bg
0.5,2,-0.419,N,F,Y,N,800,78.9,31.7,A3,Bg
1.5,3,-0.456,N,F,Y,N,800,78.9,31.7,A3,Bg
2.5,4,0.2,N,F,Y,N,800,78.9,31.7,A3,Bg
-1.5,0,-2.596,N,M,Y,N,800,78.9,31.7,A3,Bh
-0.5,1,-1.441,N,M,Y,N,800,78.9,31.7,A3,Bh
0.5,2,-0.725,N,M,Y,N,800,78.9,31.7,A3,Bh
-1.5,0,-2.288,N,M,Y,N,800,78.9,31.7,A3,Bi
-0.5,1,-0.988,N,M,Y,N,800,78.9,31.7,A3,Bi
0.5,2,0.587,N,M,Y,N,800,78.9,31.7,A3,Bi
1.5,3,-0.192,N,M,Y,N,800,78.9,31.7,A3,Bi
2.5,4,0.848,N,M,Y,N,800,78.9,31.7,A3,Bi
-1.5,0,-2.097,N,M,Y,N,800,78.9,31.7,A3,Bj
-0.5,1,-1.12,N,M,Y,N,800,78.9,31.7,A3,Bj
0.5,2,-0.419,N,M,Y,N,800,78.9,31.7,A3,Bj
1.5,3,-0.456,N,M,Y,N,800,78.9,31.7,A3,Bj
2.5,4,0.2,N,M,Y,N,800,78.9,31.7,A3,Bj
0.5,2,0.852,N,F,Y,N,800,78.9,31.7,A3,Bk
1.5,3,-0.192,N,F,Y,N,800,78.9,31.7,A3,Bk
2.5,4,0.997,N,F,Y,N,800,78.9,31.7,A3,Bk
-1.5,0,-1.541,N,F,Y,N,800,78.9,31.7,A3,Bl
-0.5,1,0.058,N,F,Y,N,800,78.9,31.7,A3,Bl
0.5,2,1.894,N,F,Y,N,800,78.9,31.7,A3,Bl
1.5,3,1.839,N,F,Y,N,800,78.9,31.7,A3,Bl
2.5,4,1.973,N,F,Y,N,800,78.9,31.7,A3,Bl
-1.5,0,-1.76,N,M,Y,N,800,78.9,31.7,A3,Bm
-0.5,1,-0.501,N,M,Y,N,800,78.9,31.7,A3,Bm
0.5,2,0.343,N,M,Y,N,800,78.9,31.7,A3,Bm
-1.5,0,-0.497,N,F,Y,N,800,78.9,31.7,A3,Bn
-0.5,1,0.905,N,F,Y,N,800,78.9,31.7,A3,Bn
0.5,2,1.894,N,F,Y,N,800,78.9,31.7,A3,Bn
1.5,3,1.421,N,F,Y,N,800,78.9,31.7,A3,Bn
2.5,4,2.3,N,F,Y,N,800,78.9,31.7,A3,Bn
-1.5,0,-1.83,N,M,Y,N,800,78.9,31.7,A3,Bo
-0.5,1,-0.112,N,M,Y,N,800,78.9,31.7,A3,Bo
0.5,2,0.995,N,M,Y,N,800,78.9,31.7,A3,Bo
1.5,3,0.811,N,M,Y,N,800,78.9,31.7,A3,Bo
2.5,4,0.699,N,M,Y,N,800,78.9,31.7,A3,Bo
0.5,2,1.485,N,F,Y,N,800,78.9,31.7,A3,Bp
1.5,3,0.751,N,F,Y,N,800,78.9,31.7,A3,Bp
2.5,4,1.098,N,F,Y,N,800,78.9,31.7,A3,Bp
-1.5,0,-3.558,N,M,Y,N,800,78.9,31.7,A3,Bq
-0.5,1,-1.689,N,M,Y,N,800,78.9,31.7,A3,Bq
0.5,2,-1.132,N,M,Y,N,800,78.9,31.7,A3,Bq
-1.5,0,-1.616,N,M,Y,N,800,78.9,31.7,A3,Br
-0.5,1,-0.645,N,M,Y,N,800,78.9,31.7,A3,Br
0.5,2,0.003,N,M,Y,N,800,78.9,31.7,A3,Br
-1.5,0,-2.162,N,F,Y,N,800,78.9,31.7,A3,Bs
-0.5,1,-2.009,N,F,Y,N,800,78.9,31.7,A3,Bs
0.5,2,1.146,N,F,Y,N,800,78.9,31.7,A3,Bs
1.5,3,-1.002,N,F,Y,N,800,78.9,31.7,A3,Bs
2.5,4,-0.225,N,F,Y,N,800,78.9,31.7,A3,Bs
-1.5,0,-2.225,N,F,Y,N,800,78.9,31.7,A3,Bt
-0.5,1,-2.2,N,F,Y,N,800,78.9,31.7,A3,Bt
0.5,2,-1.34,N,F,Y,N,800,78.9,31.7,A3,Bt
1.5,3,-1.685,N,F,Y,N,800,78.9,31.7,A3,Bt
2.5,4,0.148,N,F,Y,N,800,78.9,31.7,A3,Bt
-0.5,1,-0.112,N,M,Y,N,800,78.9,31.7,A3,Bu
0.5,2,-1.555,N,M,Y,N,800,78.9,31.7,A3,Bu
1.5,3,-0.086,N,M,Y,N,800,78.9,31.7,A3,Bu
2.5,4,0.798,N,M,Y,N,800,78.9,31.7,A3,Bu
-1.5,0,-1.83,N,F,Y,N,1133,93.7,67.0,A4,Bv
-0.5,1,-1.038,N,F,Y,N,1133,93.7,67.0,A4,Bv
0.5,2,0.114,N,F,Y,N,1133,93.7,67.0,A4,Bv
1.5,3,0.237,N,F,Y,N,1133,93.7,67.0,A4,Bv
2.5,4,1.623,N,F,Y,N,1133,93.7,67.0,A4,Bv
-1.5,0,-0.974,N,M,Y,N,1133,93.7,67.0,A4,Bw
-0.5,1,-0.988,N,M,Y,N,1133,93.7,67.0,A4,Bw
0.5,2,-0.522,N,M,Y,N,1133,93.7,67.0,A4,Bw
1.5,3,1.001,N,M,Y,N,1133,93.7,67.0,A4,Bw
2.5,4,1.047,N,M,Y,N,1133,93.7,67.0,A4,Bw
-0.5,1,-0.351,N,M,Y,N,1133,93.7,67.0,A4,Bx
0.5,2,-0.928,N,M,Y,N,1133,93.7,67.0,A4,Bx
1.5,3,-0.192,N,M,Y,N,1133,93.7,67.0,A4,Bx
2.5,4,1.354,N,M,Y,N,1133,93.7,67.0,A4,Bx
-1.5,0,-1.987,N,M,Y,N,1133,93.7,67.0,A4,By
-0.5,1,-1.378,N,M,Y,N,1133,93.7,67.0,A4,By
0.5,2,-0.419,N,M,Y,N,1133,93.7,67.0,A4,By
1.5,3,0.292,N,M,Y,N,1133,93.7,67.0,A4,By
2.5,4,0.097,N,M,Y,N,1133,93.7,67.0,A4,By
-1.5,0,-3.082,N,F,Y,N,1133,93.7,67.0,A4,Bz
-0.5,1,-0.854,N,F,Y,N,1133,93.7,67.0,A4,Bz
0.5,2,-1.03,N,F,Y,N,1133,93.7,67.0,A4,Bz
1.5,3,-0.725,N,F,Y,N,1133,93.7,67.0,A4,Bz
2.5,4,-0.062,N,F,Y,N,1133,93.7,67.0,A4,Bz
-1.5,0,-1.987,N,F,Y,N,1133,93.7,67.0,A4,C0
-0.5,1,-0.221,N,F,Y,N,1133,93.7,67.0,A4,C0
0.5,2,0.716,N,F,Y,N,1133,93.7,67.0,A4,C0
1.5,3,0.347,N,F,Y,N,1133,93.7,67.0,A4,C0
2.5,4,1.199,N,F,Y,N,1133,93.7,67.0,A4,C0
-1.5,0,-3.068,N,M,Y,N,1133,93.7,67.0,A4,C1
-0.5,0,-2.899,Y,M,Y,N,1133,93.7,67.0,A4,C1
0.5,1,-1.004,N,M,Y,N,1133,93.7,67.0,A4,C1
1.5,2,-2.335,N,M,Y,N,1133,93.7,67.0,A4,C1
2.5,3,-0.759,N,M,Y,N,1133,93.7,67.0,A4,C1
-1.5,0,-2.558,N,F,Y,N,1133,93.7,67.0,A4,C2
-0.5,0,-1.898,Y,F,Y,N,1133,93.7,67.0,A4,C2
0.5,1,-1.121,N,F,Y,N,1133,93.7,67.0,A4,C2
1.5,2,-1.424,N,F,Y,N,1133,93.7,67.0,A4,C2
2.5,3,-1.229,N,F,Y,N,1133,93.7,67.0,A4,C2
-1.5,0,-2.657,N,M,Y,N,1133,93.7,67.0,A4,C3
-0.5,1,-1.882,N,M,Y,N,1133,93.7,67.0,A4,C3
0.5,2,-1.132,N,M,Y,N,1133,93.7,67.0,A4,C3
1.5,3,-0.67,N,M,Y,N,1133,93.7,67.0,A4,C3
-1.5,0,-0.942,N,F,Y,N,1133,93.7,67.0,A4,C4
-0.5,1,0.148,N,F,Y,N,1133,93.7,67.0,A4,C4
0.5,2,0.716,N,F,Y,N,1133,93.7,67.0,A4,C4
1.5,3,1.346,N,F,Y,N,1133,93.7,67.0,A4,C4
2.5,4,2.164,N,F,Y,N,1133,93.7,67.0,A4,C4
-1.5,0,-4.055,N,F,Y,N,1133,93.7,67.0,A4,C5
-0.5,1,-2.657,N,F,Y,N,1133,93.7,67.0,A4,C5
0.5,2,-1.132,N,F,Y,N,1133,93.7,67.0,A4,C5
1.5,3,-0.403,N,F,Y,N,1133,93.7,67.0,A4,C5
2.5,4,-0.702,N,F,Y,N,1133,93.7,67.0,A4,C5
-1.5,0,-4.055,N,F,Y,N,1133,93.7,67.0,A4,C6
-0.5,1,-3.082,N,F,Y,N,1133,93.7,67.0,A4,C6
0.5,2,0.227,N,F,Y,N,1133,93.7,67.0,A4,C6
1.5,3,-1.685,N,F,Y,N,1133,93.7,67.0,A4,C6
2.5,4,-0.062,N,F,Y,N,1133,93.7,67.0,A4,C6
-0.5,1,-0.988,N,M,Y,N,1133,93.7,67.0,A4,C7
0.5,2,-0.826,N,M,Y,N,1133,93.7,67.0,A4,C7
1.5,3,-0.403,N,M,Y,N,1133,93.7,67.0,A4,C7
2.5,4,-0.225,N,M,Y,N,1133,93.7,67.0,A4,C7
-2.5,0,-2.902,N,M,Y,N,1133,93.7,67.0,A4,C8
-1.5,0,-1.987,Y,M,Y,N,1133,93.7,67.0,A4,C8
-0.5,1,-1.541,N,M,Y,N,1133,93.7,67.0,A4,C8
0.5,2,-0.725,N,M,Y,N,1133,93.7,67.0,A4,C8
0.5,1,-1.993,N,F,Y,N,1133,93.7,67.0,A4,C9
1.5,2,-1.732,N,F,Y,N,1133,93.7,67.0,A4,C9
2.5,3,-1.107,N,F,Y,N,1133,93.7,67.0,A4,C9
-2.5,0,-2.558,N,M,Y,N,1133,93.7,67.0,A4,CA
-1.5,0,-1.772,Y,M,Y,N,1133,93.7,67.0,A4,CA
-0.5,1,-1.13,N,M,Y,N,1133,93.7,67.0,A4,CA
0.5,2,-2.551,N,M,Y,N,1133,93.7,67.0,A4,CA
1.5,3,-0.35,N,M,Y,N,1133,93.7,67.0,A4,CA
-0.5,1,-1.378,N,F,Y,N,1133,93.7,67.0,A4,CB
0.5,2,-1.34,N,F,Y,N,1133,93.7,67.0,A4,CB
1.5,3,-0.297,N,F,Y,N,1133,93.7,67.0,A4,CB
-1.5,0,-2.413,N,F,Y,N,1133,93.7,67.0,A4,CC
0.5,2,0.343,N,F,Y,N,1133,93.7,67.0,A4,CC
-0.5,1,-2.657,N,F,Y,N,1133,93.7,67.0,A4,CD
0.5,2,-1.236,N,F,Y,N,1133,93.7,67.0,A4,CD
1.5,3,-0.297,N,F,Y,N,1133,93.7,67.0,A4,CD
2.5,4,0.251,N,F,Y,N,1133,93.7,67.0,A4,CD
-2.5,0,-3.232,N,M,Y,N,1133,93.7,67.0,A4,CE
-1.5,0,-2.351,Y,M,Y,N,1133,93.7,67.0,A4,CE
-0.5,1,-1.541,N,M,Y,N,1133,93.7,67.0,A4,CE
0.5,2,-1.34,N,M,Y,N,1133,93.7,67.0,A4,CE
0.5,2,-0.826,N,M,Y,N,1133,93.7,67.0,A4,CF
1.5,3,-0.456,N,M,Y,N,1133,93.7,67.0,A4,CF
2.5,4,-0.062,N,M,Y,N,1133,93.7,67.0,A4,CF
-1.5,0,-3.068,N,M,Y,N,1133,93.7,67.0,A4,CG
-0.5,1,-1.76,N,M,Y,N,1133,93.7,67.0,A4,CG
0.5,2,0.003,N,M,Y,N,1133,93.7,67.0,A4,CG
1.5,3,-1.176,N,M,Y,N,1133,93.7,67.0,A4,CG
2.5,4,0.501,N,M,Y,N,1133,93.7,67.0,A4,CG
0.5,2,-0.522,N,F,Y,N,1133,93.7,67.0,A4,CH
2.5,4,0.897,N,F,Y,N,1133,93.7,67.0,A4,CH
-1.5,0,-3.021,N,F,Y,N,1133,93.7,67.0,A4,CI
-0.5,1,-1.464,N,F,Y,N,1133,93.7,67.0,A4,CI
0.5,2,0.227,N,F,Y,N,1133,93.7,67.0,A4,CI
-1.5,0,-2.899,Y,M,Y,N,1133,93.7,67.0,A4,CJ
-0.5,1,-1.054,N,M,Y,N,1133,93.7,67.0,A4,CJ
0.5,2,-0.826,N,M,Y,N,1133,93.7,67.0,A4,CJ
1.5,3,0.074,N,M,Y,N,1133,93.7,67.0,A4,CJ
2.5,4,0.044,N,M,Y,N,1133,93.7,67.0,A4,CJ
0.5,2,-0.725,N,M,Y,N,1133,93.7,67.0,A4,CK
1.5,3,0.403,N,M,Y,N,1133,93.7,67.0,A4,CK
2.5,4,0.897,N,M,Y,N,1133,93.7,67.0,A4,CK
-1.5,0,-2.351,N,F,Y,N,1133,93.7,67.0,A4,CL
-0.5,1,-0.942,N,F,Y,N,1133,93.7,67.0,A4,CL
0.5,2,-1.555,N,F,Y,N,1133,93.7,67.0,A4,CL
1.5,3,-0.563,N,F,Y,N,1133,93.7,67.0,A4,CL
2.5,4,0.997,N,F,Y,N,1133,93.7,67.0,A4,CL
-1.5,0,-2.097,N,F,Y,N,1133,93.7,67.0,A4,CM
-0.5,1,-1.038,N,F,Y,N,1133,93.7,67.0,A4,CM
0.5,2,-0.105,N,F,Y,N,1133,93.7,67.0,A4,CM
-1.5,0,-1.038,N,M,Y,N,1133,93.7,67.0,A4,CN
-0.5,1,0.058,N,M,Y,N,1133,93.7,67.0,A4,CN
0.5,2,0.716,N,M,Y,N,1133,93.7,67.0,A4,CN
1.5,3,1.346,N,M,Y,N,1133,93.7,67.0,A4,CN
2.5,4,2.682,N,M,Y,N,1133,93.7,67.0,A4,CN
-0.5,1,-0.785,N,F,Y,N,1133,93.7,67.0,A4,CO
0.5,2,0.463,N,F,Y,N,1133,93.7,67.0,A4,CO
1.5,3,1.748,N,F,Y,N,1133,93.7,67.0,A4,CO
-1.5,0,-1.772,N,M,Y,N,1133,93.7,67.0,A4,CP
-0.5,1,-0.427,N,M,Y,N,1133,93.7,67.0,A4,CP
0.5,2,0.587,N,M,Y,N,1133,93.7,67.0,A4,CP
0.5,2,0.114,N,F,Y,N,1133,93.7,67.0,A4,CQ
1.5,3,0.751,N,F,Y,N,1133,93.7,67.0,A4,CQ
2.5,4,1.407,N,F,Y,N,1133,93.7,67.0,A4,CQ
-0.5,1,-1.054,N,F,Y,N,1133,93.7,67.0,A4,CR
0.5,2,-0.419,N,F,Y,N,1133,93.7,67.0,A4,CR
1.5,3,0.632,N,F,Y,N,1133,93.7,67.0,A4,CR
2.5,4,1.098,N,F,Y,N,1133,93.7,67.0,A4,CR
-1.5,0,-1.616,N,M,Y,N,1133,93.7,67.0,A4,CS
-0.5,1,-0.574,N,M,Y,N,1133,93.7,67.0,A4,CS
0.5,2,0.716,N,M,Y,N,1133,93.7,67.0,A4,CS
1.5,3,0.573,N,M,Y,N,1133,93.7,67.0,A4,CS
2.5,4,1.679,N,M,Y,N,1133,93.7,67.0,A4,CS
-0.5,0,-2.596,Y,F,Y,N,1133,93.7,67.0,A4,CT
0.5,1,-1.121,N,F,Y,N,1133,93.7,67.0,A4,CT
1.5,2,-1.424,N,F,Y,N,1133,93.7,67.0,A4,CT
2.5,3,-0.592,N,F,Y,N,1133,93.7,67.0,A4,CT
-1.5,0,-2.377,N,F,Y,N,1133,93.7,67.0,A4,CU
-0.5,1,-1.631,N,F,Y,N,1133,93.7,67.0,A4,CU
0.5,2,-1.34,N,F,Y,N,1133,93.7,67.0,A4,CU
-1.5,0,-2.097,N,M,Y,N,1133,93.7,67.0,A4,CV
-0.5,1,-0.574,N,M,Y,N,1133,93.7,67.0,A4,CV
0.5,2,-0.623,N,M,Y,N,1133,93.7,67.0,A4,CV
-1.5,0,-2.288,N,F,Y,N,1133,93.7,67.0,A4,CW
-0.5,1,-0.574,N,F,Y,N,1133,93.7,67.0,A4,CW
0.5,2,0.003,N,F,Y,N,1133,93.7,67.0,A4,CW
1.5,3,-0.616,N,F,Y,N,1133,93.7,67.0,A4,CW
-1.5,0,-1.538,N,M,Y,N,1133,93.7,67.0,A4,CX
-0.5,1,-1.541,N,M,Y,N,1133,93.7,67.0,A4,CX
0.5,2,-1.03,N,M,Y,N,1133,93.7,67.0,A4,CX
1.5,3,-0.403,N,M,Y,N,1133,93.7,67.0,A4,CX
2.5,4,0.997,N,M,Y,N,1133,93.7,67.0,A4,CX
-1.5,0,-4.055,N,F,Y,N,1133,93.7,67.0,A4,CY
-0.5,1,-1.464,N,F,Y,N,1133,93.7,67.0,A4,CY
0.5,2,0.003,N,F,Y,N,1133,93.7,67.0,A4,CY
1.5,3,-0.945,N,F,Y,N,1133,93.7,67.0,A4,CY
2.5,4,-0.17,N,F,Y,N,1133,93.7,67.0,A4,CY
-1.5,0,-1.987,N,M,Y,N,1133,93.7,67.0,A4,CZ
-0.5,1,-1.689,N,M,Y,N,1133,93.7,67.0,A4,CZ
0.5,2,-0.522,N,M,Y,N,1133,93.7,67.0,A4,CZ
1.5,3,-0.192,N,M,Y,N,1133,93.7,67.0,A4,CZ
2.5,4,0.699,N,M,Y,N,1133,93.7,67.0,A4,CZ
-1.5,0,-2.732,N,M,Y,N,1133,93.7,67.0,A4,Ca
-0.5,1,-0.574,N,M,Y,N,1133,93.7,67.0,A4,Ca
0.5,2,-0.105,N,M,Y,N,1133,93.7,67.0,A4,Ca
1.5,3,1.202,N,M,Y,N,1133,93.7,67.0,A4,Ca
-1.5,0,-1.541,N,M,Y,N,1133,93.7,67.0,A4,Cb
-0.5,1,0.12,N,M,Y,N,1133,93.7,67.0,A4,Cb
0.5,2,1.146,N,M,Y,N,1133,93.7,67.0,A4,Cb
1.5,3,1.839,N,M,Y,N,1133,93.7,67.0,A4,Cb
2.5,4,2.445,N,M,Y,N,1133,93.7,67.0,A4,Cb
-1.5,0,-3.558,N,M,Y,N,1133,93.7,67.0,A4,Cc
-0.5,1,-1.218,N,M,Y,N,1133,93.7,67.0,A4,Cc
0.5,2,-1.34,N,M,Y,N,1133,93.7,67.0,A4,Cc
1.5,3,-0.834,N,M,Y,N,1133,93.7,67.0,A4,Cc
2.5,4,0.301,N,M,Y,N,1133,93.7,67.0,A4,Cc
-0.5,1,-2.032,N,M,Y,N,1133,93.7,67.0,A4,Cd
0.5,2,-1.778,N,M,Y,N,1133,93.7,67.0,A4,Cd
1.5,2,-0.391,Y,M,Y,N,1133,93.7,67.0,A4,Cd
2.5,3,0.339,N,M,Y,N,1133,93.7,67.0,A4,Cd
-1.5,0,-2.413,N,F,Y,N,1133,93.7,67.0,A4,Ce
-0.5,1,-1.218,N,F,Y,N,1133,93.7,67.0,A4,Ce
0.5,2,0.343,N,F,Y,N,1133,93.7,67.0,A4,Ce
1.5,3,-0.509,N,F,Y,N,1133,93.7,67.0,A4,Ce
2.5,4,0.699,N,F,Y,N,1133,93.7,67.0,A4,Ce
-1.5,0,-1.538,N,M,Y,N,1133,93.7,67.0,A4,Cf
-0.5,1,-1.185,N,M,Y,N,1133,93.7,67.0,A4,Cf
0.5,2,-0.419,N,M,Y,N,1133,93.7,67.0,A4,Cf
1.5,3,0.128,N,M,Y,N,1133,93.7,67.0,A4,Cf
2.5,4,0.65,N,M,Y,N,1133,93.7,67.0,A4,Cf
-1.5,0,-2.032,N,M,Y,N,1133,93.7,67.0,A4,Cg
-0.5,1,-1.13,N,M,Y,N,1133,93.7,67.0,A4,Cg
0.5,2,-1.03,N,M,Y,N,1133,93.7,67.0,A4,Cg
-1.5,0,-2.558,N,M,Y,N,1133,93.7,67.0,A4,Ch
-0.5,1,-1.616,N,M,Y,N,1133,93.7,67.0,A4,Ch
0.5,2,-0.211,N,M,Y,N,1133,93.7,67.0,A4,Ch
1.5,3,-1.002,N,M,Y,N,1133,93.7,67.0,A4,Ch
2.5,4,0.65,N,M,Y,N,1133,93.7,67.0,A4,Ch
-1.5,0,-1.13,N,F,Y,N,1133,93.7,67.0,A4,Ci
-0.5,1,0.658,N,F,Y,N,1133,93.7,67.0,A4,Ci
0.5,2,2.43,N,F,Y,N,1133,93.7,67.0,A4,Ci
1.5,3,1.839,N,F,Y,N,1133,93.7,67.0,A4,Ci
-1.5,0,-0.733,N,M,Y,N,1133,93.7,67.0,A4,Cj
-0.5,1,0.546,N,M,Y,N,1133,93.7,67.0,A4,Cj
0.5,2,0.852,N,M,Y,N,1133,93.7,67.0,A4,Cj
1.5,3,2.653,N,M,Y,N,1133,93.7,67.0,A4,Cj
2.5,4,3.699,N,M,Y,N,1133,93.7,67.0,A4,Cj
0.5,1,-0.521,N,M,Y,N,1133,93.7,67.0,A4,Ck
1.5,2,-1.003,N,M,Y,N,1133,93.7,67.0,A4,Ck
2.5,3,-0.482,N,M,Y,N,1133,93.7,67.0,A4,Ck
-1.5,0,-2.097,N,M,Y,N,1133,93.7,67.0,A4,Cl
-0.5,1,-1.384,N,M,Y,N,1133,93.7,67.0,A4,Cl
0.5,2,-1.555,N,M,Y,N,1133,93.7,67.0,A4,Cl
1.5,3,-0.563,N,M,Y,N,1133,93.7,67.0,A4,Cl
-1.5,0,-2.097,N,M,N,N,439,36.9,39.3,A5,Cm
-0.5,1,-0.854,N,M,N,N,439,36.9,39.3,A5,Cm
0.5,2,1.678,N,M,N,N,439,36.9,39.3,A5,Cm
1.5,3,1.661,N,M,N,N,439,36.9,39.3,A5,Cm
2.5,4,2.445,N,M,N,N,439,36.9,39.3,A5,Cm
-1.5,0,-1.464,N,F,N,N,439,36.9,39.3,A5,Cn
-0.5,1,-0.785,N,F,N,N,439,36.9,39.3,A5,Cn
0.5,2,1.309,N,F,N,N,439,36.9,39.3,A5,Cn
1.5,3,2.14,N,F,N,N,439,36.9,39.3,A5,Cn
2.5,4,2.099,N,F,N,N,439,36.9,39.3,A5,Cn
-1.5,0,-3.659,N,M,N,N,439,36.9,39.3,A5,Co
-0.5,1,-1.12,N,M,N,N,439,36.9,39.3,A5,Co
0.5,2,-1.446,N,M,N,N,439,36.9,39.3,A5,Co
1.5,3,-0.297,N,M,N,N,439,36.9,39.3,A5,Co
2.5,4,1.679,N,M,N,N,439,36.9,39.3,A5,Co
-1.5,0,-2.097,N,M,N,N,439,36.9,39.3,A5,Cp
-0.5,1,-0.574,N,M,N,N,439,36.9,39.3,A5,Cp
0.5,2,-0.623,N,M,N,N,439,36.9,39.3,A5,Cp
1.5,3,0.128,N,M,N,N,439,36.9,39.3,A5,Cp
2.5,4,1.46,N,M,N,N,439,36.9,39.3,A5,Cp
-1.5,0,-1.76,N,M,N,N,439,36.9,39.3,A5,Cq
-0.5,1,-1.12,N,M,N,N,439,36.9,39.3,A5,Cq
0.5,2,0.227,N,M,N,N,439,36.9,39.3,A5,Cq
1.5,3,1.661,N,M,N,N,439,36.9,39.3,A5,Cq
2.5,4,1.794,N,M,N,N,439,36.9,39.3,A5,Cq
-1.5,0,-0.942,N,M,N,N,439,36.9,39.3,A5,Cr
-0.5,1,-0.854,N,M,N,N,439,36.9,39.3,A5,Cr
0.5,2,0.995,N,M,N,N,439,36.9,39.3,A5,Cr
1.5,3,0.516,N,M,N,N,439,36.9,39.3,A5,Cr
2.5,4,2.099,N,M,N,N,439,36.9,39.3,A5,Cr
-1.5,0,-3.659,N,F,N,N,439,36.9,39.3,A5,Cs
-0.5,1,-1.441,N,F,N,N,439,36.9,39.3,A5,Cs
0.5,2,-1.665,N,F,N,N,439,36.9,39.3,A5,Cs
1.5,3,-0.35,N,F,N,N,439,36.9,39.3,A5,Cs
2.5,4,1.199,N,F,N,N,439,36.9,39.3,A5,Cs
-1.5,0,-1.13,N,M,N,N,439,36.9,39.3,A5,Ct
-0.5,1,-0.854,N,M,N,N,439,36.9,39.3,A5,Ct
