childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
0150011C,0150,-0.43,1,3,2,1,0
0150017C,0150,0.88,1,4,2,1,1
0150018C,0150,-0.38,0,4,2,0,1
0151001C,0151,-1.53,2,3,1,1,0
0151002C,0151,-0.14,1,4,1,0,1
0151008C,0151,-1.99,2,1,1,1,0
0151013C,0151,-1.61,2,4,1,1,1
0151016C,0151,-0.23,0,3,1,0,0
0151021C,0151,-0.53,2,3,1,0,0
0154002C,0154,1.0,0,4,1,1,1
0154003C,0154,-0.42,0,3,1,1,0
0154004C,0154,-0.37,0,4,1,0,1
0154006C,0154,0.5,0,3,1,0,0
0154007C,0154,0.67,0,4,1,0,1
0154008C,0154,-0.49,0,3,1,0,0
0154011C,0154,0.28,0,4,1,1,1
0154013C,0154,0.01,0,3,1,0,0
0154015C,0154,-0.4,0,5,1,0,1
0154016C,0154,-0.22,0,4,1,0,1
0154017C,0154,1.36,0,4,1,1,1
0154018C,0154,-0.09,0,4,1,0,1
0154019C,0154,-0.15,0,3,1,1,0
0154021C,0154,0.25,0,4,1,0,1
0154022C,0154,0.31,0,4,1,1,1
0154023C,0154,0.12,0,4,1,1,1
0154024C,0154,-0.1,0,3,1,1,0
0162002C,0162,0.86,0,4,1,1,1
0162004C,0162,0.42,0,4,1,1,1
0162005C,0162,0.44,0,5,1,0,1
0162007C,0162,-0.04,0,3,1,0,0
0162008C,0162,0.91,0,3,1,1,0
0162009C,0162,0.55,0,5,1,1,1
0162010C,0162,0.73,0,5,1,1,1
0162015C,0162,0.5,0,5,1,1,1
0162016C,0162,1.48,0,4,1,0,1
0162019C,0162,0.64,0,5,1,0,1
0162020C,0162,1.84,0,4,1,0,1
0162022C,0162,0.85,0,5,1,1,1
0162024C,0162,0.31,0,4,1,0,1
0164002C,0164,0.1,1,3,1,1,0
0164017C,0164,1.51,0,3,1,1,0
0164022C,0164,-0.59,0,3,1,0,0
0167005C,0167,-0.37,0,4,1,0,1
0167006C,0167,0.08,0,2,1,0,0
0167007C,0167,0.15,0,4,1,1,1
0167009C,0167,0.17,0,4,1,1,1
0167010C,0167,2.18,0,5,1,1,1
0167011C,0167,-0.38,0,4,1,0,1
0167016C,0167,1.43,0,5,1,0,1
0167020C,0167,0.49,0,5,1,1,1
0171004C,0171,-0.13,0,3,1,1,0
0171006C,0171,0.05,1,4,1,0,1
0171008C,0171,-0.67,0,4,1,0,1
0171010C,0171,-0.12,2,3,1,1,0
0171012C,0171,-0.74,2,2,1,0,0
0171013C,0171,-0.99,1,4,1,0,1
0171015C,0171,0.86,0,5,1,1,1
0171016C,0171,-0.41,0,5,1,1,1
0171017C,0171,-0.9,1,5,1,1,1
0171019C,0171,-0.94,1,5,1,0,1
0171023C,0171,-0.06,0,3,1,0,0
0171024C,0171,-0.03,0,1,1,1,0
0174001C,0174,-0.74,2,3,1,0,0
0174005C,0174,-0.32,0,4,1,0,1
0174006C,0174,-0.88,1,3,1,0,0
0174007C,0174,-0.95,2,4,1,0,1
0174015C,0174,-0.62,1,4,1,1,1
0174016C,0174,-0.95,2,4,1,0,1
0174021C,0174,-0.97,2,3,1,0,0
0174022C,0174,-0.78,2,4,1,1,1
0174024C,0174,-1.26,1,4,1,0,1
0175002C,0175,1.09,0,5,2,0,1
0175004C,0175,0.44,0,4,2,0,1
0175006C,0175,-0.59,0,4,2,0,1
0175008C,0175,-0.2,0,5,2,0,1
0175011C,0175,0.57,0,4,2,1,1
0175012C,0175,0.8,0,3,2,1,0
0175014C,0175,-0.5,0,5,2,0,1
0175016C,0175,-0.32,0,5,2,0,1
0175017C,0175,0.18,0,5,2,0,1
0175019C,0175,1.84,0,4,2,0,1
0175020C,0175,-0.1,0,4,2,1,1
0175021C,0175,0.61,0,5,2,1,1
0175022C,0175,1.23,0,5,2,1,1
0175023C,0175,-0.09,0,5,2,1,1
0175025C,0175,-0.2,0,5,2,0,1
0176002C,0176,1.07,0,3,1,1,0
0176003C,0176,0.41,0,5,1,1,1
0176005C,0176,1.28,0,5,1,0,1
0176009C,0176,0.21,2,4,1,0,1
0176013C,0176,0.25,0,5,1,1,1
0176014C,0176,0.5,0,4,1,0,1
0176018C,0176,0.86,0,4,1,0,1
0176019C,0176,-0.25,0,4,1,1,1
0176020C,0176,1.4,1,5,1,0,1
0176022C,0176,-0.29,0,4,1,0,1
0176023C,0176,1.1,0,5,1,1,1
0176024C,0176,0.13,0,3,1,1,0
0176025C,0176,1.4,1,5,1,0,1
0178002C,0178,0.12,0,4,2,1,1
0178003C,0178,0.39,0,4,2,1,1
0178004C,0178,0.83,0,4,2,0,1
0178005C,0178,0.52,0,5,2,1,1
0178006C,0178,-0.49,0,4,2,1,1
0178010C,0178,1.32,0,5,2,1,1
0178013C,0178,0.63,0,3,2,1,0
0178014C,0178,0.8,0,5,2,0,1
0178015C,0178,1.1,0,4,2,0,1
0178017C,0178,-0.06,0,5,2,1,1
0178019C,0178,0.32,0,4,2,0,1
0178020C,0178,-0.2,0,3,2,0,0
0178024C,0178,-0.16,0,4,2,1,1
0180002C,0180,1.09,0,5,1,1,1
0180003C,0180,-0.23,0,4,1,0,1
0180006C,0180,-0.34,0,3,1,1,0
0180008C,0180,0.0,0,4,1,1,1
0180011C,0180,-0.25,0,3,1,0,0
0180013C,0180,-0.04,0,4,1,1,1
0180014C,0180,0.13,0,3,1,1,0
0180015C,0180,-0.45,1,3,1,0,0
0180016C,0180,-0.13,0,4,1,1,1
0180017C,0180,-0.67,2,4,1,1,1
0180020C,0180,-0.58,1,4,1,1,1
0180021C,0180,0.39,0,4,1,1,1
0180022C,0180,0.05,0,4,1,0,1
0180024C,0180,-0.3,0,4,1,1,1
0183004C,0183,1.61,0,4,2,0,1
0183013C,0183,0.92,0,4,2,0,1
0183014C,0183,-0.31,0,5,2,0,1
0183015C,0183,-0.33,1,5,2,0,1
0183018C,0183,1.18,1,4,2,1,1
0183019C,0183,0.34,1,5,2,1,1
0183021C,0183,-0.3,0,3,2,0,0
0183024C,0183,0.33,1,3,2,0,0
0184001C,0184,-0.9,0,3,1,1,0
0184006C,0184,-0.17,0,3,1,0,0
0184007C,0184,-0.39,1,4,1,1,1
0184008C,0184,-0.46,0,3,1,1,0
0184014C,0184,0.13,1,4,1,0,1
0184021C,0184,-0.04,0,3,1,0,0
0185003C,0185,-0.96,2,4,1,0,1
0185004C,0185,0.12,0,3,1,0,0
0185006C,0185,-0.96,2,5,1,0,1
0185007C,0185,-0.4,0,4,1,0,1
0185009C,0185,-0.62,1,4,1,0,1
0185016C,0185,-0.66,2,3,1,1,0
0185026C,0185,-0.82,1,4,1,1,1
0185027C,0185,-0.49,0,5,1,1,1
0187001C,0187,0.28,0,4,1,0,1
0187006C,0187,0.19,0,4,1,0,1
0187007C,0187,0.53,0,5,1,1,1
0187010C,0187,-0.07,1,4,1,0,1
0187011C,0187,0.48,0,4,1,0,1
0187012C,0187,2.05,0,5,1,1,1
0187013C,0187,1.24,0,4,1,0,1
0187014C,0187,-0.2,1,3,1,0,0
0187015C,0187,0.38,0,4,1,1,1
0187018C,0187,2.09,0,4,1,1,1
0187020C,0187,1.78,0,5,1,0,1
0187021C,0187,-0.33,0,5,1,0,1
0189001C,0189,1.26,0,4,2,0,1
0189002C,0189,1.23,0,4,2,0,1
0189003C,0189,1.11,1,4,2,0,1
0189004C,0189,0.23,0,4,2,1,1
0189007C,0189,1.23,0,5,2,1,1
0189008C,0189,-0.39,0,3,2,0,0
0189009C,0189,0.74,0,5,2,0,1
0189010C,0189,0.61,0,4,2,0,1
0189013C,0189,-0.06,0,5,2,0,1
0189014C,0189,-0.15,0,4,2,0,1
0189016C,0189,0.57,0,4,2,0,1
0189020C,0189,0.43,0,4,2,0,1
0189021C,0189,0.28,0,4,2,0,1
0189023C,0189,0.18,0,5,2,1,1
0189024C,0189,-0.03,0,5,2,0,1
0194007C,0194,0.04,0,4,1,0,1
0194010C,0194,-0.23,1,4,1,0,1
0194012C,0194,-0.18,0,4,1,1,1
0194013C,0194,0.78,0,5,1,1,1
0194014C,0194,-1.25,2,4,1,0,1
0194016C,0194,-1.05,2,4,1,1,1
0194017C,0194,0.57,0,3,1,1,0
0196001C,0196,-0.04,0,5,2,0,1
0196002C,0196,0.58,1,5,2,1,1
0196004C,0196,0.55,0,5,2,0,1
0196005C,0196,1.44,0,5,2,0,1
0196006C,0196,0.56,0,5,2,0,1
0196007C,0196,-0.32,0,4,2,0,1
0196009C,0196,0.13,0,5,2,0,1
0196011C,0196,-0.14,0,4,2,1,1
0196012C,0196,0.32,0,5,2,0,1
0196014C,0196,1.41,0,4,2,0,1
0196016C,0196,0.53,0,5,2,0,1
0196017C,0196,0.2,0,5,2,0,1
0196018C,0196,0.13,0,4,2,0,1
0196019C,0196,0.35,0,4,2,1,1
0196020C,0196,0.1,0,4,2,0,1
0196022C,0196,0.52,0,5,2,1,1
0196024C,0196,0.06,0,5,2,1,1
0197004C,0197,1.39,0,5,2,1,1
0197006C,0197,0.76,0,5,2,0,1
0197008C,0197,-0.06,0,5,2,0,1
0197010C,0197,-0.65,1,4,2,1,1
0197012C,0197,-0.24,0,4,2,1,1
0197013C,0197,0.38,1,4,2,0,1
0197014C,0197,0.41,0,5,2,0,1
0197015C,0197,-0.35,0,3,2,0,0
0197016C,0197,-0.05,0,4,2,0,1
0204003C,0204,-1.23,1,4,1,0,1
0204004C,0204,-0.41,0,3,1,1,0
0204005C,0204,-0.51,0,4,1,0,1
0204009C,0204,0.69,0,4,1,1,1
0204011C,0204,-0.42,2,4,1,1,1
0204012C,0204,-0.04,0,4,1,1,1
0204013C,0204,-0.62,0,4,1,0,1
0204016C,0204,-0.38,0,3,1,1,0
0204020C,0204,-0.58,1,4,1,0,1
0213001C,0213,-0.57,0,3,1,1,0
0213004C,0213,0.1,0,5,1,1,1
0213005C,0213,-0.06,0,3,1,0,0
0213006C,0213,-0.07,1,5,1,0,1
0213008C,0213,-0.31,0,3,1,0,0
0213009C,0213,-0.88,0,3,1,0,0
0213010C,0213,0.53,0,4,1,1,1
0213012C,0213,-0.5,0,3,1,1,0
0213013C,0213,0.35,0,4,1,1,1
0213014C,0213,0.13,0,3,1,1,0
0213015C,0213,-0.49,0,5,1,0,1
0213016C,0213,-0.41,2,2,1,0,0
0213017C,0213,-1.34,2,3,1,1,0
0213018C,0213,-0.29,0,4,1,1,1
0213021C,0213,-0.54,1,3,1,0,0
0213022C,0213,1.42,0,4,1,0,1
0213023C,0213,-0.52,0,3,1,0,0
0213024C,0213,-0.47,0,5,1,0,1
0213025C,0213,-0.29,0,2,1,1,0
0214001C,0214,0.01,0,3,1,1,0
0214002C,0214,0.03,0,2,1,0,0
0214003C,0214,-0.36,0,5,1,0,1
0214004C,0214,-0.68,0,5,1,1,1
0214005C,0214,-0.19,0,4,1,0,1
0214006C,0214,-0.33,0,5,1,0,1
0214007C,0214,-0.21,0,4,1,1,1
0214008C,0214,-1.35,2,3,1,0,0
0214009C,0214,-0.84,1,4,1,0,1
0214011C,0214,-1.29,2,4,1,0,1
0214012C,0214,-0.67,1,3,1,0,0
0214014C,0214,-0.68,0,4,1,0,1
0214016C,0214,0.01,0,3,1,1,0
0214018C,0214,0.33,2,5,1,1,1
0214019C,0214,-0.15,0,5,1,0,1
0214020C,0214,0.75,0,5,1,1,1
0214022C,0214,-0.04,0,3,1,0,0
0214023C,0214,-0.56,0,3,1,0,0
0214024C,0214,-0.2,0,4,1,1,1
0215001C,0215,0.79,0,5,1,0,1
0215004C,0215,0.02,0,5,1,0,1
0215009C,0215,-0.29,1,5,1,1,1
0215010C,0215,0.68,0,3,1,0,0
0215011C,0215,-0.51,1,3,1,0,0
0215012C,0215,1.79,0,4,1,1,1
0215013C,0215,-0.53,0,5,1,1,1
0215015C,0215,-0.43,0,3,1,0,0
0215017C,0215,0.54,0,3,1,0,0
0215019C,0215,0.52,0,5,1,0,1
0215020C,0215,0.3,0,5,1,1,1
0215021C,0215,-0.17,0,5,1,1,1
0215023C,0215,-0.51,1,4,1,1,1
0216001C,0216,-0.08,1,5,1,0,1
0216002C,0216,0.17,1,4,1,0,1
0216004C,0216,-0.17,0,5,1,1,1
0216006C,0216,0.17,0,4,1,0,1
0216009C,0216,-0.34,1,3,1,1,0
0216011C,0216,-0.37,2,3,1,1,0
0216012C,0216,-0.36,0,3,1,1,0
0216013C,0216,-0.85,1,3,1,0,0
0216014C,0216,-0.5,2,5,1,1,1
0216015C,0216,-0.17,0,4,1,0,1
0216016C,0216,-0.78,2,4,1,1,1
0216018C,0216,-0.25,0,4,1,0,1
0216019C,0216,-0.36,0,4,1,0,1
0216021C,0216,-0.38,0,3,1,1,0
0216023C,0216,-0.73,2,4,1,1,1
0220001C,0220,-0.36,0,4,2,0,1
0220002C,0220,-0.65,0,5,2,1,1
0220003C,0220,-0.11,0,4,2,1,1
0220005C,0220,1.13,0,3,2,0,0
0220007C,0220,-0.19,0,5,2,0,1
0220008C,0220,-0.34,0,5,2,0,1
0220009C,0220,0.67,0,4,2,0,1
0220011C,0220,0.15,0,5,2,1,1
0220014C,0220,0.31,0,5,2,1,1
0220016C,0220,1.6,0,5,2,0,1
0220020C,0220,0.19,0,4,2,0,1
0223001C,0223,0.03,0,5,1,1,1
0223003C,0223,-0.16,0,4,1,1,1
0223009C,0223,-0.06,0,3,1,1,0
0223010C,0223,1.17,0,4,1,0,1
0223011C,0223,0.72,0,3,1,0,0
0223012C,0223,0.06,0,5,1,1,1
0223019C,0223,0.29,0,4,1,1,1
0223020C,0223,0.53,0,4,1,1,1
0223021C,0223,0.55,0,5,1,0,1
0223023C,0223,-0.33,1,5,1,0,1
0223024C,0223,1.79,0,5,1,1,1
0223025C,0223,-0.54,1,3,1,1,0
0227001C,0227,-0.75,0,4,1,1,1
0227002C,0227,-0.54,2,3,1,1,0
0227003C,0227,-0.39,1,4,1,1,1
0227004C,0227,0.75,0,4,1,1,1
0227005C,0227,1.16,0,4,1,1,1
0227006C,0227,0.25,0,4,1,0,1
0227008C,0227,0.03,0,5,1,1,1
0227010C,0227,0.42,0,5,1,1,1
0227012C,0227,-0.08,0,2,1,0,0
0227014C,0227,1.36,0,5,1,1,1
0227015C,0227,-0.41,0,4,1,1,1
0227017C,0227,1.1,0,3,1,0,0
0227018C,0227,-0.11,0,4,1,1,1
0227019C,0227,-0.05,0,4,1,0,1
0227021C,0227,-0.61,0,3,1,0,0
0227022C,0227,-0.58,0,3,1,1,0
0227023C,0227,-0.07,0,5,1,1,1
0227024C,0227,-0.53,0,4,1,1,1
0227025C,0227,0.42,0,5,1,0,1
0228001C,0228,-0.04,0,3,2,0,0
0228005C,0228,-0.3,1,5,2,1,1
0228007C,0228,0.34,0,5,2,1,1
0228011C,0228,1.15,0,4,2,1,1
0228012C,0228,-0.06,0,5,2,1,1
0228016C,0228,-0.66,0,5,2,1,1
0228018C,0228,0.76,0,4,2,0,1
0228020C,0228,-0.2,0,4,2,0,1
0228021C,0228,-0.14,0,4,2,0,1
0228022C,0228,0.39,0,5,2,0,1
0228023C,0228,0.01,0,4,2,0,1
0239008C,0239,-0.51,0,3,1,1,0
0239009C,0239,-0.87,2,3,1,1,0
0239013C,0239,-0.51,0,3,1,0,0
0239016C,0239,-0.9,2,4,1,0,1
0239018C,0239,-0.05,0,3,1,1,0
0241006C,0241,-1.54,3,4,1,1,1
0241008C,0241,-0.58,1,4,1,0,1
0241014C,0241,-0.34,0,4,1,1,1
0241015C,0241,-1.0,2,3,1,1,0
0241019C,0241,-1.01,2,4,1,0,1
0242002C,0242,1.28,0,4,2,1,1
0242003C,0242,1.95,0,5,2,1,1
0242004C,0242,1.66,0,4,2,1,1
0242005C,0242,1.19,0,5,2,1,1
0242007C,0242,0.93,0,4,2,0,1
0242008C,0242,0.9,0,4,2,0,1
0242010C,0242,1.62,0,5,2,1,1
0242012C,0242,1.13,0,5,2,1,1
0242013C,0242,0.08,0,4,2,0,1
0242015C,0242,1.01,0,3,2,0,0
0242016C,0242,1.26,0,4,2,0,1
0242017C,0242,1.5,0,4,2,0,1
0242018C,0242,0.96,0,5,2,1,1
0242019C,0242,0.04,1,5,2,1,1
0242020C,0242,0.68,0,4,2,1,1
0242021C,0242,0.82,0,4,2,1,1
0242023C,0242,1.3,0,5,2,0,1
0242024C,0242,0.56,0,4,2,1,1
0245001C,0245,1.1,0,4,1,0,1
0245003C,0245,0.38,0,4,1,0,1
0245004C,0245,-0.12,1,5,1,0,1
0245005C,0245,-0.19,0,5,1,0,1
0245007C,0245,-0.37,0,3,1,1,0
0245008C,0245,0.36,0,4,1,1,1
0245009C,0245,0.51,0,4,1,1,1
0245011C,0245,-0.05,0,5,1,1,1
0245012C,0245,0.07,0,4,1,0,1
0245015C,0245,0.13,0,5,1,0,1
0245016C,0245,1.22,0,4,1,0,1
0245017C,0245,1.05,0,5,1,0,1
0245019C,0245,0.01,0,5,1,0,1
0245021C,0245,-0.3,0,2,1,1,0
0245022C,0245,0.11,0,5,1,1,1
0245023C,0245,-0.23,0,4,1,1,1
0245024C,0245,-0.2,1,4,1,1,1
0246001C,0246,0.23,0,3,1,1,0
0246002C,0246,1.08,0,4,1,1,1
0246003C,0246,0.81,0,4,1,1,1
0246004C,0246,0.42,1,4,1,1,1
0246005C,0246,-0.58,0,4,1,1,1
0246008C,0246,-0.98,1,4,1,0,1
0246011C,0246,-0.31,0,4,1,1,1
0246013C,0246,-0.62,0,3,1,1,0
0246014C,0246,0.01,0,5,1,1,1
0246015C,0246,0.65,0,3,1,0,0
0246019C,0246,0.34,0,5,1,0,1
0246022C,0246,-0.23,0,5,1,1,1
0247005C,0247,2.0,0,4,1,0,1
0247006C,0247,2.16,0,5,1,1,1
0247010C,0247,0.97,0,4,1,1,1
0247011C,0247,1.5,0,5,1,0,1
0247012C,0247,-0.12,1,4,1,0,1
0247013C,0247,0.58,0,4,1,0,1
0247014C,0247,1.33,0,5,1,1,1
0247015C,0247,2.4,0,5,1,1,1
0247016C,0247,1.04,0,4,1,1,1
0247019C,0247,1.26,0,5,1,1,1
0247020C,0247,2.64,0,3,1,1,0
0247021C,0247,1.27,0,5,1,1,1
0247022C,0247,0.85,0,5,1,1,1
0247023C,0247,0.78,0,5,1,0,1
0247024C,0247,-0.37,0,4,1,0,1
0250001C,0250,-0.05,0,5,2,0,1
0250002C,0250,1.14,0,4,2,0,1
0250004C,0250,0.16,1,4,2,0,1
0250005C,0250,0.65,0,5,2,0,1
0250007C,0250,1.12,0,4,2,1,1
0250009C,0250,0.15,0,5,2,1,1
0250010C,0250,-0.33,1,5,2,1,1
0250011C,0250,0.77,0,5,2,0,1
0250012C,0250,0.79,0,3,2,0,0
0250013C,0250,0.69,0,5,2,1,1
0250014C,0250,0.75,1,4,2,0,1
0250015C,0250,0.83,0,5,2,0,1
0250016C,0250,1.39,0,5,2,1,1
0250018C,0250,-0.29,0,5,2,1,1
0250019C,0250,1.74,0,5,2,0,1
0250021C,0250,0.73,0,3,2,0,0
0250023C,0250,1.0,0,4,2,0,1
0250024C,0250,0.22,0,5,2,0,1
0251003C,0251,-0.87,1,4,1,1,1
0251006C,0251,0.7,0,4,1,0,1
0251008C,0251,-0.01,0,4,1,1,1
0251015C,0251,-0.65,1,3,1,1,0
0251017C,0251,-0.42,1,4,1,0,1
0251018C,0251,-0.54,1,4,1,1,1
0251019C,0251,-0.09,0,4,1,0,1
0251020C,0251,2.24,0,5,1,1,1
0251022C,0251,-0.23,1,3,1,1,0
0251023C,0251,-0.35,0,5,1,0,1
0253003C,0253,-0.97,2,3,1,0,0
0253005C,0253,-0.97,2,3,1,1,0
0253009C,0253,-0.3,0,3,1,1,0
0253014C,0253,-0.5,1,5,1,1,1
0253016C,0253,-0.34,0,3,1,0,0
0253020C,0253,-0.97,2,4,1,0,1
0253021C,0253,-0.5,2,5,1,0,1
0255009C,0255,-0.72,1,3,1,0,0
0255011C,0255,-0.73,1,3,1,0,0
0255016C,0255,-0.15,1,2,1,0,0
0255019C,0255,-0.26,1,3,1,1,0
0255024C,0255,-0.79,1,5,1,0,1
0256001C,0256,0.28,0,4,2,0,1
0256002C,0256,-0.52,0,5,2,1,1
0256006C,0256,-0.4,0,4,2,1,1
0256008C,0256,0.14,0,5,2,1,1
0256009C,0256,-0.28,0,4,2,1,1
0256015C,0256,0.15,0,4,2,0,1
0256019C,0256,0.94,0,5,2,0,1
0256020C,0256,-0.3,0,3,2,0,0
0256021C,0256,-0.5,0,5,2,1,1
0256023C,0256,0.43,0,5,2,0,1
0258002C,0258,-0.12,1,3,1,1,0
0258003C,0258,-0.19,1,4,1,0,1
0258005C,0258,0.34,1,5,1,0,1
0258007C,0258,-0.25,1,5,1,0,1
0258008C,0258,-0.25,0,4,1,1,1
0258011C,0258,-0.34,0,4,1,0,1
0258012C,0258,-0.68,2,4,1,0,1
0258013C,0258,-0.43,0,4,1,1,1
0258014C,0258,-0.82,1,4,1,1,1
0258015C,0258,0.12,0,4,1,1,1
0258016C,0258,-0.06,0,4,1,0,1
0258017C,0258,0.13,1,5,1,1,1
0258018C,0258,-0.14,0,3,1,0,0
0258019C,0258,1.32,0,4,1,0,1
0258020C,0258,0.39,0,4,1,0,1
0258021C,0258,-0.35,0,5,1,0,1
0258022C,0258,-0.04,0,4,1,0,1
0259001C,0259,0.94,0,5,1,0,1
0259003C,0259,-0.38,0,5,1,0,1
0259004C,0259,0.13,0,4,1,0,1
0259006C,0259,-0.39,0,5,1,0,1
0259007C,0259,-0.28,0,4,1,0,1
0259008C,0259,-0.27,0,5,1,0,1
0259011C,0259,-0.25,0,5,1,0,1
0259014C,0259,-0.15,0,4,1,1,1
0259018C,0259,0.46,1,5,1,0,1
0259019C,0259,1.87,0,4,1,1,1
0259023C,0259,0.62,0,4,1,0,1
0262003C,0262,0.6,1,5,1,0,1
0262004C,0262,1.2,0,4,1,0,1
0262006C,0262,1.16,0,4,1,0,1
0262009C,0262,-0.31,0,5,1,0,1
0262010C,0262,-0.77,2,4,1,1,1
0262011C,0262,0.23,0,4,1,1,1
0262012C,0262,0.73,0,5,1,1,1
0262013C,0262,-0.09,0,4,1,0,1
0262014C,0262,0.21,0,4,1,0,1
0262015C,0262,-0.24,1,2,1,1,0
0262017C,0262,-0.08,0,4,1,0,1
0262020C,0262,-0.33,1,5,1,0,1
0262022C,0262,0.72,0,5,1,1,1
0262023C,0262,-0.65,0,3,1,0,0
0262024C,0262,0.58,0,2,1,1,0
0262025C,0262,-0.09,0,4,1,1,1
0263001C,0263,-0.04,0,3,2,0,0
0263002C,0263,0.39,0,3,2,1,0
0263003C,0263,0.14,0,3,2,1,0
0263006C,0263,1.16,0,4,2,0,1
0263008C,0263,0.09,0,4,2,0,1
0263009C,0263,-0.01,1,4,2,0,1
0263010C,0263,0.0,0,4,2,0,1
0264001C,0264,0.13,0,5,2,0,1
0264003C,0264,0.63,1,4,2,0,1
0264004C,0264,0.66,0,3,2,1,0
0264005C,0264,0.97,0,5,2,1,1
0264006C,0264,1.57,0,4,2,0,1
0264007C,0264,0.08,0,5,2,0,1
0264010C,0264,-0.27,0,4,2,0,1
0264016C,0264,0.97,1,4,2,0,1
0264017C,0264,1.11,0,4,2,0,1
0264020C,0264,0.5,1,4,2,1,1
0264022C,0264,-0.09,0,3,2,0,0
0264023C,0264,0.02,0,2,2,1,0
0265002C,0265,2.43,0,4,1,1,1
0265003C,0265,0.38,0,3,1,0,0
0265004C,0265,-0.04,0,5,1,1,1
0265006C,0265,0.69,0,3,1,0,0
0265008C,0265,0.16,0,5,1,0,1
0265009C,0265,0.53,0,4,1,0,1
0265010C,0265,0.71,0,4,1,0,1
0265011C,0265,0.54,0,5,1,0,1
0265014C,0265,-0.93,1,3,1,0,0
0265015C,0265,1.16,0,4,1,1,1
0265018C,0265,-0.3,0,3,1,0,0
0265023C,0265,0.19,0,3,1,1,0
0267007C,0267,-0.07,1,4,1,0,1
0267012C,0267,-0.43,0,1,1,1,0
0267019C,0267,-0.76,1,4,1,1,1
0267021C,0267,-0.29,1,4,1,0,1
0267022C,0267,-0.14,0,4,1,0,1
0269003C,0269,0.32,0,4,1,0,1
0269005C,0269,1.17,0,4,1,1,1
0269007C,0269,0.85,0,5,1,1,1
0269016C,0269,1.51,0,4,1,1,1
0269020C,0269,0.97,0,5,1,1,1
0269021C,0269,1.58,0,4,1,0,1
0269023C,0269,2.08,0,4,1,0,1
0269024C,0269,1.06,0,4,1,1,1
0270003C,0270,-0.36,1,5,1,1,1
0270004C,0270,-0.09,0,4,1,0,1
0270007C,0270,0.09,0,5,1,0,1
0270009C,0270,0.82,1,4,1,0,1
0270010C,0270,-0.61,0,4,1,0,1
0270011C,0270,-0.72,0,3,1,1,0
0270014C,0270,0.91,1,4,1,0,1
0270016C,0270,-0.79,0,4,1,0,1
0270018C,0270,0.06,0,2,1,1,0
0270019C,0270,-0.18,0,4,1,1,1
0270022C,0270,-0.48,1,5,1,0,1
0270023C,0270,-0.12,0,3,1,0,0
0270024C,0270,-0.62,0,4,1,0,1
0271001C,0271,1.23,0,3,1,0,0
0271003C,0271,1.54,0,4,1,1,1
0271005C,0271,0.97,0,4,1,1,1
0271007C,0271,0.87,0,4,1,0,1
0271009C,0271,1.27,0,5,1,0,1
0271010C,0271,0.53,0,5,1,0,1
0271014C,0271,1.83,0,5,1,0,1
0271018C,0271,1.68,0,5,1,1,1
0271020C,0271,0.19,0,4,1,1,1
0271021C,0271,-0.24,0,3,1,0,0
0271022C,0271,1.56,0,5,1,1,1
0271024C,0271,0.18,0,4,1,0,1
0272003C,0272,1.59,0,4,1,1,1
0272006C,0272,0.51,0,4,1,0,1
0272009C,0272,0.37,0,4,1,1,1
0272015C,0272,1.13,0,5,1,0,1
0280006C,0280,2.0,0,3,1,0,0
0280008C,0280,0.88,0,3,1,0,0
0280010C,0280,0.06,0,4,1,1,1
0280017C,0280,1.12,0,5,1,0,1
0280018C,0280,1.23,0,5,1,1,1
0280020C,0280,0.78,0,4,1,0,1
0282002C,0282,0.66,0,3,1,1,0
0282004C,0282,1.11,0,5,1,1,1
0282005C,0282,-0.65,1,3,1,0,0
0282006C,0282,1.23,0,4,1,0,1
0282007C,0282,0.63,0,3,1,1,0
0282009C,0282,0.68,0,5,1,1,1
0282011C,0282,1.06,0,4,1,1,1
0282012C,0282,0.99,0,5,1,0,1
0282020C,0282,-0.59,0,4,1,1,1
0282021C,0282,1.11,1,4,1,0,1
0282022C,0282,1.04,0,5,1,0,1
0282024C,0282,1.45,0,4,1,1,1
0284002C,0284,0.57,1,3,1,0,0
0284006C,0284,-0.56,0,4,1,1,1
0284007C,0284,0.63,1,3,1,1,0
0284010C,0284,0.21,0,4,1,1,1
0284014C,0284,-0.39,1,4,1,1,1
0284020C,0284,0.57,0,3,1,0,0
0284022C,0284,-0.04,0,3,1,0,0
0284024C,0284,-0.4,0,3,1,0,0
0286001C,0286,-0.07,0,3,1,1,0
0286004C,0286,-0.02,0,4,1,1,1
0286006C,0286,0.03,0,4,1,1,1
0286012C,0286,-0.79,1,3,1,1,0
0286014C,0286,-0.11,0,4,1,0,1
0286015C,0286,-0.73,2,3,1,0,0
0286019C,0286,-0.84,2,2,1,0,0
0286021C,0286,-0.68,0,5,1,0,1
0286022C,0286,-0.86,2,3,1,0,0
0288001C,0288,0.84,0,4,2,1,1
0288003C,0288,0.36,0,3,2,1,0
0288005C,0288,0.26,1,4,2,0,1
0288006C,0288,1.16,0,4,2,1,1
0288007C,0288,0.9,0,3,2,0,0
0288008C,0288,1.84,0,4,2,1,1
0288009C,0288,0.98,0,3,2,0,0
0288010C,0288,-0.06,1,4,2,0,1
0288011C,0288,0.37,0,3,2,0,0
0288012C,0288,1.59,0,5,2,1,1
0288015C,0288,1.02,0,3,2,1,0
