id,spans,weight,marnum,censor,lower,upper,hiseduc,hereduc,heblack,sheblack,age,agediff,time1,numkid1,time2,numkid2,time3,numkid3,time4,numkid4,time5,numkid5,time6,numkid6,time7,numkid7,time8,numkid8,time9,numkid9,time10,numkid10,time11,numkid11,time12,numkid12,time13,numkid13,time14,numkid14,time15,numkid15,time16,numkid16,time17,numkid17
510,1,24,3,1,0.81,0.81,15,17,0,0,47.003,0.665,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2,23,1,1,8.003,8.003,12,14,0,0,22.497,2.031,5.503,0,8.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,2,23,1,1,3.775,3.775,12,14,0,0,26.724,-1.032,1.276,0,3.775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,29,1,1,3.565,3.565,12,11,0,0,26.932,9.169,3.565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,29,1,1,4.977,4.977,11,12,0,0,19.086,-2.834,4.977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,29,1,1,5.246,5.246,12,10,0,0,19.751,7.083,5.246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,2,29,1,1,1.257,1.257,12,8,0,0,15.507,3.168,0.767,0,1.257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1,23,1,1,0.6,0.6,12,13,0,0,23.899,-1.999,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,5,22,1,1,40.501,40.501,7,7,0,0,32.164,2.352,0.079,0,2.166,1,5.585,2,9.081,3,40.501,4,,,,,,,,,,,,,,,,,,,,,,,,
559,3,25,1,1,49.002,49.002,12,15,0,0,32.498,9.749,2.333,0,6.166,1,49.002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,3,21,1,0,5.506,6.497,8,8,0,0,20.712,2.352,0.999,0,2.374,1,6.497,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,4,21,2,1,19.083,19.083,8,8,0,0,30.418,2.352,1.582,0,6.669,1,7.332,2,19.083,3,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,21,3,1,8.405,8.405,12,8,0,0,64.17,-1.582,8.405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,21,1,1,1.878,1.878,14,16,0,0,27.567,13.339,1.878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1,25,1,1,7.003,7.003,15,15,1,1,19.496,2.352,7.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1,25,1,1,7.003,7.003,14,14,1,1,18.494,2.352,7.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,3,25,1,1,41.199,41.199,16,13,0,0,21.002,2.335,6.163,0,8.83,1,41.199,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2,25,1,1,47.546,47.546,14,14,0,0,18.817,5.311,1.87,0,47.546,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,5,24,1,1,21.467,21.467,12,12,0,0,18.004,0.17,0.411,0,2.242,1,6.995,2,8.578,3,21.467,4,,,,,,,,,,,,,,,,,,,,,,,,
592,5,24,1,0,20.964,21.04,16,17,0,0,23.499,1.002,2.916,0,5.254,1,7.671,2,9.588,3,21.04,4,,,,,,,,,,,,,,,,,,,,,,,,
600,5,24,1,1,21.467,21.467,14,12,0,0,17.834,0.17,0.411,0,2.242,1,6.995,2,8.578,3,21.467,4,,,,,,,,,,,,,,,,,,,,,,,,
602,2,23,1,1,24.832,24.832,8,8,0,0,24.167,2.352,1.914,0,24.832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1,23,1,1,41.999,41.999,7,7,0,0,21.5,2.352,41.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,23,1,1,16.972,16.972,8,8,0,0,26.5,2.352,16.972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,5,4,1,1,14.867,14.867,12,12,1,1,21.125,2.376,1.084,0,2.251,1,3.578,2,6.913,3,14.867,4,,,,,,,,,,,,,,,,,,,,,,,,
613,3,4,1,0,7.129,7.206,12,12,1,1,18.752,6.752,0.747,0,3.663,1,7.206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,3,4,1,0,16.882,26.114,11,11,1,1,20.334,4.528,2.913,0,6.831,1,26.114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,3,4,1,0,7.129,7.206,12,13,1,1,25.503,6.752,0.747,0,3.663,1,7.206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,3,26,1,1,13.421,13.421,12,10,0,0,21.755,6.001,0.999,0,3.745,1,13.421,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,3,26,1,1,15.849,15.849,12,8,0,0,23.422,-2.42,0.83,0,7.997,1,15.849,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,3,26,1,1,19.425,19.425,12,8,0,0,16.337,3.253,2.245,0,5.832,1,19.425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2,24,1,0,9.298,9.374,16,14,0,0,23.25,1.166,3.25,0,9.374,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1,24,2,0,5.791,5.873,16,17,0,0,33.084,0.501,5.873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,3,24,1,0,10.546,10.628,16,16,0,0,23.584,2.352,3.836,0,5.415,1,10.628,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1,24,2,1,5.618,5.618,17,16,0,0,34.253,6.418,5.618,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,4,24,1,0,8.627,8.709,10,10,0,0,30.335,2.352,1.331,0,4.665,1,7.077,2,8.709,3,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1,24,2,1,16.58,16.58,10,14,0,0,61.002,11.748,16.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1,23,1,1,34.004,34.004,6,6,0,0,19.499,2.352,34.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1,20,1,1,31.997,31.997,8,8,0,0,21.5,2.352,31.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2,23,1,0,9.541,9.624,13,13,0,0,21.673,2.639,3.493,0,9.624,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,5,24,1,1,48.46,48.46,12,10,0,0,26.779,6.908,4.375,0,6.376,1,10.872,2,15.291,3,48.46,4,,,,,,,,,,,,,,,,,,,,,,,,
702,3,24,1,0,5.01,20.044,12,12,0,0,25.5,2.352,0.767,0,11.546,1,20.044,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,24,2,1,7.488,7.488,12,12,0,0,41.785,5.52,7.488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,2,24,1,1,20.252,20.252,12,12,0,0,23.206,6.798,2.001,0,20.252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1,24,2,1,18.144,18.144,13,12,0,0,48.126,-4.956,18.144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,2,24,1,0,4.961,5.043,12,12,0,0,16.337,2.352,0.496,0,5.043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,3,24,2,0,15.458,15.54,15,12,0,0,25.169,0.337,6.661,0,6.913,1,15.54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1,24,1,0,4.457,4.534,16,16,0,0,23.504,2.352,4.534,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,3,24,2,1,13.979,13.979,16,14,0,0,34.338,3.335,1.744,0,3.997,1,13.979,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1,24,1,0,3.392,10.16,15,15,0,0,22.665,2.352,10.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2,24,2,1,45.24,45.24,15,16,0,0,32.832,3.83,1.58,0,45.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1,25,1,1,12.0,12.0,12,14,0,0,22.5,-2.248,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2,25,1,0,13.541,13.618,12,12,0,0,23.918,2.352,1.418,0,13.618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2,25,2,0,3.962,4.038,12,12,0,0,38.5,2.352,1.752,0,4.038,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1,25,3,1,8.0,8.0,12,14,0,0,43.836,-3.083,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,5,25,1,0,10.754,11.828,12,12,0,0,20.17,2.352,0.663,0,3.168,1,4.747,2,9.662,3,11.828,4,,,,,,,,,,,,,,,,,,,,,,,,
728,1,26,1,1,40.602,40.602,11,11,0,0,29.5,-0.895,40.602,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1,24,1,1,54.412,54.412,7,7,0,0,16.498,2.352,54.412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2,24,1,1,9.563,9.563,12,14,0,0,30.423,5.084,2.494,0,9.563,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1,32,1,1,7.901,7.901,12,16,0,0,23.417,-0.501,7.901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,4,32,1,1,24.03,24.03,16,15,0,0,27.499,3.253,1.916,0,4.914,1,8.586,2,24.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1,32,1,1,7.901,7.901,16,16,0,0,23.918,-0.501,7.901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,3,32,1,1,43.685,43.685,11,12,0,0,26.502,-1.834,12.167,0,14.831,1,43.685,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,3,32,1,1,43.685,43.685,11,12,0,0,28.337,-1.834,12.167,0,14.831,1,43.685,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,4,24,1,1,29.366,29.366,15,14,0,0,23.253,10.752,1.081,0,3.08,1,4.411,2,29.366,3,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1,24,1,1,2.554,2.554,13,9,0,0,25.749,0.671,2.554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,2,24,1,0,4.63,4.706,14,15,0,0,35.669,5.832,0.416,0,4.706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,2,24,1,0,4.63,5.287,14,14,0,0,20.0,2.352,0.167,0,5.287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,2,24,2,0,4.63,4.706,14,16,0,0,41.5,5.832,0.416,0,4.706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1,24,3,1,0.682,0.682,14,12,0,0,49.919,3.581,0.682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1,24,1,1,2.554,2.554,13,15,0,0,26.42,0.671,2.554,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,2,24,1,0,4.712,4.761,14,14,0,0,18.746,2.352,0.498,0,4.761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,2,24,2,1,9.919,9.919,13,14,0,0,23.51,7.337,0.238,0,9.919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,2,24,1,1,1.624,1.624,12,11,0,0,20.356,1.331,1.076,0,1.624,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,4,29,1,1,42.919,42.919,16,12,0,0,25.169,3.168,2.831,0,3.663,1,6.664,2,42.919,3,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,23,1,0,5.988,23.956,11,11,0,0,25.5,2.352,23.956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,23,2,1,8.137,8.137,11,12,0,0,44.964,3.598,8.137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1,23,1,0,3.707,3.789,12,12,0,0,19.674,2.352,3.789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1,23,2,0,3.381,4.372,12,12,0,0,24.255,2.352,4.372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1,23,3,1,8.501,8.501,11,12,0,0,41.002,4.613,8.501,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1,24,1,1,1.106,1.106,12,10,0,0,18.894,-0.104,1.106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,3,24,2,1,5.057,5.057,12,12,0,0,22.251,-0.337,1.618,0,3.581,1,5.057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,3,24,1,0,2.631,2.708,12,12,0,0,19.168,2.352,0.586,0,2.669,1,2.708,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,3,24,2,0,14.877,14.96,12,12,0,0,23.001,2.352,1.248,0,4.167,1,14.96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1,24,3,1,1.525,1.525,12,16,0,0,38.56,10.335,1.525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,2,27,1,1,34.998,34.998,11,11,0,0,21.5,2.352,0.999,0,34.998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,22,1,0,34.045,34.105,6,6,0,0,29.5,2.352,34.105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,22,2,1,5.999,5.999,6,5,0,0,63.606,3.075,5.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,3,1,1,20.999,20.999,12,12,1,1,18.5,2.352,20.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,22,1,1,46.979,46.979,5,5,0,0,23.499,2.352,46.979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,4,24,1,1,28.775,28.775,16,16,0,0,25.5,3.932,1.999,0,26.478,1,28.454,2,28.775,3,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1,28,1,1,61.407,61.407,14,14,0,0,20.246,11.507,61.407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,23,1,1,2.998,2.998,8,8,0,0,21.298,2.352,2.998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,23,2,1,17.645,17.645,8,8,0,0,41.944,2.352,17.645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,23,1,1,22.475,22.475,17,14,0,0,28.917,6.166,22.475,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,3,23,1,1,10.743,10.743,17,15,0,0,21.169,2.919,3.745,0,5.58,1,10.743,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,6,23,1,1,35.335,35.335,8,8,0,0,26.078,2.352,0.668,0,2.166,1,5.251,2,6.998,3,9.585,4,35.335,5,,,,,,,,,,,,,,,,,,,,,,
842,1,23,2,1,11.587,11.587,8,7,0,0,64.246,4.712,11.587,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,3,23,1,1,32.175,32.175,13,13,0,0,21.832,0.914,1.418,0,4.832,1,32.175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,7,23,1,1,38.149,38.149,11,12,0,0,21.503,1.582,0.583,0,1.498,1,3.329,2,4.75,3,6.749,4,33.692,5,38.149,6,,,,,,,,,,,,,,,,,,,,
852,3,23,1,0,11.211,11.294,12,12,0,0,19.086,2.352,2.916,0,4.83,1,11.294,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1,23,2,1,2.886,2.886,12,12,0,0,32.0,6.084,2.886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,23,1,0,1.295,1.372,8,8,0,0,19.836,2.352,1.372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,23,2,1,2.886,2.886,12,8,0,0,25.916,6.084,2.886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,5,24,1,1,55.833,55.833,8,8,0,0,24.838,2.998,0.83,0,7.915,1,10.081,2,13.248,3,55.833,4,,,,,,,,,,,,,,,,,,,,,,,,
863,3,24,1,1,41.164,41.164,8,14,0,0,21.755,4.58,0.75,0,4.498,1,41.164,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1,22,1,1,37.06,37.06,3,7,0,0,34.631,-6.021,37.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,3,17,1,0,4.876,4.925,11,11,0,0,16.498,2.352,0.999,0,4.747,1,4.925,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1,17,2,0,2.949,3.031,11,11,0,0,21.426,2.352,3.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1,17,3,1,10.426,10.426,12,11,0,0,29.916,-3.751,10.426,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,1,23,1,0,28.43,29.046,12,12,0,0,18.497,-1.985,29.046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1,23,1,0,0.838,1.626,12,12,0,0,38.415,2.352,1.626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,4,17,1,1,29.634,29.634,18,12,0,0,25.339,1.251,0.578,0,4.082,1,5.829,2,29.634,3,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1,19,1,1,13.999,13.999,5,5,0,0,15.499,2.352,13.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,3,19,1,1,38.324,38.324,12,11,0,0,19.918,1.916,0.999,0,3.584,1,38.324,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1,24,1,1,5.541,5.541,16,16,0,0,27.253,-0.496,5.541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,4,24,1,1,37.268,37.268,16,16,0,0,21.919,6.921,6.242,0,7.326,1,29.788,2,37.268,3,,,,,,,,,,,,,,,,,,,,,,,,,,
900,2,22,1,1,53.459,53.459,4,4,1,1,19.754,16.12,0.767,0,53.459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1,13,1,1,30.96,30.96,8,8,1,1,34.5,2.352,30.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,23,1,1,7.001,7.001,10,10,0,0,18.497,2.352,7.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1,23,1,1,46.1,46.1,9,9,0,0,19.499,2.352,46.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,8,23,1,1,54.79,54.79,13,5,0,0,17.626,3.17,2.289,0,2.872,1,3.871,2,12.208,3,17.123,4,22.957,5,24.375,6,54.79,7,,,,,,,,,,,,,,,,,,
917,3,29,1,1,30.001,30.001,18,18,0,0,20.498,2.352,0.999,0,29.503,1,30.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,2,29,1,1,36.252,36.252,16,12,0,0,30.333,0.857,0.334,0,36.252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,3,31,1,1,24.999,24.999,10,10,1,1,24.498,2.352,4.0,0,24.501,1,24.999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,4,29,1,1,32.0,32.0,10,10,0,0,18.5,2.352,0.999,0,12.75,1,24.501,2,32.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
931,2,31,1,1,25.999,25.999,11,11,0,0,35.499,2.352,1.999,0,25.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,4,13,1,0,9.383,9.459,12,12,1,1,21.087,1.588,3.417,0,5.166,1,7.83,2,9.459,3,,,,,,,,,,,,,,,,,,,,,,,,,,
936,2,13,2,1,3.956,3.956,12,13,1,1,32.003,6.505,1.5,0,3.956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,4,13,1,1,8.783,8.783,12,12,0,1,19.499,1.588,3.417,0,5.166,1,7.83,2,8.783,3,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1,22,1,1,40.252,40.252,12,16,0,0,35.584,-1.58,40.252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1,22,1,0,2.749,11.001,11,11,0,0,19.499,2.352,11.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1,22,2,1,2.064,2.064,11,11,0,0,28.435,2.352,2.064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,5,24,1,0,13.547,13.629,17,16,0,0,23.253,2.078,5.418,0,7.671,1,9.418,2,11.083,3,13.629,4,,,,,,,,,,,,,,,,,,,,,,,,
952,5,24,1,1,21.736,21.736,13,16,0,0,21.257,0.413,4.997,0,6.743,1,9.248,2,11.162,3,21.736,4,,,,,,,,,,,,,,,,,,,,,,,,
957,1,24,1,1,13.057,13.057,12,14,0,0,24.999,1.752,13.057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2,22,1,1,35.028,35.028,8,12,0,0,18.831,2.834,4.249,0,35.028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,4,3,1,1,24.26,24.26,10,10,1,1,17.413,4.92,1.837,0,2.916,1,4.249,2,24.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
964,4,3,1,1,22.015,22.015,10,11,1,1,22.333,4.92,1.837,0,2.916,1,4.249,2,22.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1,22,1,1,34.571,34.571,5,11,0,0,19.499,2.65,34.571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,2,32,1,1,22.998,22.998,5,5,0,0,34.5,2.352,0.999,0,22.998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,3,24,1,1,46.823,46.823,18,17,0,0,19.666,1.084,2.831,0,6.168,1,46.823,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,5,29,1,1,47.17,47.17,12,12,0,0,19.083,4.334,1.254,0,2.834,1,3.915,2,9.665,3,47.17,4,,,,,,,,,,,,,,,,,,,,,,,,
982,2,29,1,1,20.093,20.093,12,10,0,0,22.836,-2.001,0.753,0,20.093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,2,19,1,1,12.887,12.887,12,13,0,0,23.329,2.831,4.501,0,12.887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,2,19,1,1,12.887,12.887,13,13,0,0,20.498,2.831,4.501,0,12.887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,2,29,1,1,32.167,32.167,11,11,0,0,19.666,2.352,1.999,0,32.167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,1,29,2,1,3.168,3.168,16,11,0,0,66.5,11.105,3.168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,5,24,1,1,52.671,52.671,7,12,0,0,24.835,2.998,4.583,0,6.081,1,7.335,2,12.668,3,52.671,4,,,,,,,,,,,,,,,,,,,,,,,,
996,3,24,1,1,20.665,20.665,16,13,0,0,26.253,2.916,2.916,0,7.496,1,20.665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,3,24,1,1,18.76,18.76,16,16,0,0,26.916,2.418,5.084,0,7.912,1,18.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,3,24,1,1,18.76,18.76,17,16,0,0,24.126,2.79,5.084,0,7.912,1,18.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,3,23,1,0,10.546,10.628,12,12,0,0,18.752,2.352,2.127,0,3.127,1,10.628,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1,23,1,0,7.63,7.713,16,12,0,0,24.003,2.352,7.713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1,23,2,0,10.708,12.175,16,12,0,0,34.754,5.339,12.175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,3,23,1,1,25.073,25.073,16,16,0,0,21.5,0.167,4.167,0,13.832,1,25.073,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,3,23,1,1,30.773,30.773,16,13,0,0,19.666,2.916,1.665,0,26.294,1,30.773,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,1,17,1,1,0.879,0.879,10,10,0,0,20.183,2.352,0.879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1,17,1,1,1.002,1.002,15,15,0,0,21.498,2.352,1.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,6,23,1,1,48.802,48.802,12,16,0,0,24.75,0.501,0.997,0,3.502,1,7.663,2,11.502,3,17.333,4,48.802,5,,,,,,,,,,,,,,,,,,,,,,
1053,2,23,1,1,3.669,3.669,13,10,0,0,22.084,-1.498,0.999,0,3.669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1,22,1,1,23.001,23.001,16,16,0,0,43.499,8.98,23.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,4,23,1,1,48.413,48.413,8,8,0,0,21.002,2.352,1.081,0,2.913,1,4.997,2,48.413,3,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1,22,1,1,14.511,14.511,17,16,0,0,22.502,-0.671,14.511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,3,22,1,1,49.916,49.916,5,8,0,0,21.413,4.244,6.96,0,10.96,1,49.916,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,3,24,1,1,60.504,60.504,15,12,0,0,22.916,10.166,2.084,0,3.915,1,60.504,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,3,23,1,0,8.772,35.091,8,8,0,0,21.5,2.352,2.949,0,6.612,1,35.091,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1,23,2,1,19.439,19.439,8,8,0,0,50.01,7.135,19.439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,2,23,1,1,4.482,4.482,12,12,0,0,19.337,4.419,1.328,0,4.482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,6,23,1,1,55.581,55.581,8,12,0,0,29.424,13.673,0.997,0,3.663,1,5.164,2,7.162,3,14.081,4,55.581,5,,,,,,,,,,,,,,,,,,,,,,
1076,3,26,1,1,42.582,42.582,12,12,0,0,27.001,2.352,1.081,0,6.916,1,42.582,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,5,26,1,1,26.604,26.604,17,12,0,0,18.168,0.999,0.665,0,1.916,1,7.083,2,10.166,3,26.604,4,,,,,,,,,,,,,,,,,,,,,,,,
1079,1,25,1,0,35.912,36.69,13,13,0,0,18.5,2.352,36.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,1,25,2,1,4.914,4.914,12,13,0,0,55.19,7.154,4.914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,4,25,1,0,7.959,8.041,12,8,0,0,16.255,2.168,0.663,0,3.411,1,4.326,2,8.041,3,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,3,25,2,0,8.378,8.46,12,8,0,0,24.416,-5.999,0.75,0,2.998,1,8.46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,3,27,1,1,32.668,32.668,12,12,0,0,19.414,0.252,1.333,0,6.335,1,32.668,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,1,24,1,1,20.999,20.999,10,10,0,0,19.499,2.352,20.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
