schid,chapt1,frlnch,natvam,asian,black,hspanc,white,othrac,avgdat,stdntid,gender,race,birthmon,birthday,birthyea,classt,tchid,freelu,treads,tmaths,motivr,school,_merge,grade,class
244780,1,95,0,0,99,0,0,0,353,10140,1,2,2,26,1980,1,24478007,2,591,545,53,244780,3,2,1072
244780,1,86,0,0,99,0,0,0,332,10073,2,2,9,18,1978,1,24478012,1,,,,244780,3,3,1077
244780,1,95,,,100,,,0,,11106,2,2,12,26,1979,2,24478002,1,440,559,25,244780,3,0,1067
244796,1,83,0,0,99,0,0,0,440,10389,1,2,9,6,1980,1,24479607,1,431,474,49,244796,3,1,1084
244796,1,85,0,0,99,0,1,0,405,10004,2,2,1,2,1980,3,24479610,1,579,584,54,244796,3,2,1087
244796,1,89,0,0,98,0,2,0,418,10004,2,2,1,2,1980,3,24479613,1,616,624,51,244796,3,3,1090
244796,1,70,,,99,,1,0,,10389,1,2,9,6,1980,1,24479603,1,,,30,244796,3,0,1080
244799,2,30,0,0,98,0,2,0,660,10550,1,2,10,1,1980,2,24479907,1,488,502,51,244799,3,1,1098
244799,1,34,0,0,99,0,1,0,670,10005,1,2,1,1,1980,3,24479909,1,545,570,50,244799,3,2,1100
244799,2,30,0,0,99,0,1,0,648,10005,1,2,1,1,1980,3,24479914,1,587,603,,244799,3,3,1105
244799,2,44,,,98,,2,0,,11301,2,2,8,5,1979,2,24479904,1,,,,244799,3,0,1095
244801,2,45,0,1,33,1,65,0,604,10022,2,2,10,27,1980,1,24480105,1,471,444,49,244801,3,1,1114
244801,1,39,0,1,49,0,50,0,492,10022,2,2,10,27,1980,1,24480112,1,533,540,49,244801,3,2,1121
244801,1,42,0,0,46,0,54,0,500,10022,2,2,10,27,1980,1,24480116,1,564,559,53,244801,3,3,1125
244801,2,36,,,42,,58,0,,10319,1,1,5,7,1980,3,24480103,2,442,547,,244801,3,0,1112
244806,1,85,0,0,99,0,0,0,800,10380,1,2,6,8,1979,2,24480612,1,,472,,244806,3,1,1137
244806,1,90,0,0,99,0,0,0,834,10035,,,1,1,1980,2,24480618,,521,538,,244806,3,2,1143
244806,1,88,0,0,99,0,0,0,766,10139,1,2,12,23,1979,1,24480627,1,562,593,48,244806,3,3,1152
244806,1,85,,,99,,1,0,,10424,1,2,5,31,1980,1,24480601,1,414,500,,244806,3,0,1126
244818,1,40,,,74,,26,0,,10383,2,2,6,26,1980,1,24481802,1,419,468,,244818,3,0,1154
244831,1,35,0,0,35,0,65,0,500,10191,2,1,3,22,1980,3,24483107,2,558,502,48,244831,3,1,1163
244831,1,40,0,0,35,0,65,0,500,10034,1,1,6,16,1979,2,24483110,1,517,545,42,244831,3,2,1166
244831,1,60,0,0,35,0,65,0,525,10034,1,1,6,16,1979,2,24483115,1,,,34,244831,3,3,1171
244831,1,37,,,35,,65,0,,10303,1,1,6,1,1980,2,24483102,2,408,449,25,244831,3,0,1158
244839,2,47,0,0,90,0,10,0,730,10830,1,2,11,2,1978,2,24483908,1,444,510,,244839,3,1,1179
244839,1,41,0,0,93,0,7,0,822,10122,1,2,7,13,1979,2,24483914,1,618,615,,244839,3,2,1185
244839,2,34,0,0,93,0,7,0,710,10007,1,2,3,15,1980,2,24483918,2,644,651,52,244839,3,3,1189
244839,2,45,,,85,,15,0,,10414,2,2,4,19,1980,2,24483903,2,,576,23,244839,3,0,1174
252885,1,33,0,0,22,0,78,0,600,10092,2,1,11,24,1978,2,25288506,2,629,592,49,252885,3,1,1197
252885,1,33,0,0,16,0,84,0,650,10090,2,2,7,9,1979,2,25288510,2,512,488,50,252885,3,2,1201
252885,1,85,0,1,15,0,84,0,617,10090,2,2,7,9,1979,2,25288515,1,572,535,51,252885,3,3,1206
252885,1,30,,,16,,84,0,,11157,2,1,1,16,1979,2,25288503,2,485,513,24,252885,3,0,1194
253888,1,38,0,0,0,1,99,0,401,11009,1,1,12,3,1978,2,25388804,1,460,515,50,253888,3,1,1212
253888,1,37,0,0,0,6,94,0,395,10323,1,1,8,2,1980,3,25388807,1,559,607,51,253888,3,2,1215
253888,1,36,0,0,0,5,95,0,451,10067,1,1,8,11,1979,2,25388811,1,633,624,48,253888,3,3,1219
253888,1,40,,,,10,90,0,,10311,1,1,3,28,1980,3,25388801,2,403,392,24,253888,3,0,1209
257899,1,38,0,0,0,0,99,0,597,10003,1,1,5,28,1980,2,25789906,2,451,507,51,257899,3,1,1226
257899,1,37,0,0,1,0,99,0,642,10003,1,1,5,28,1980,2,25789915,2,562,563,42,257899,3,2,1235
257899,1,30,0,0,0,0,99,1,607,10003,1,1,5,28,1980,2,25789916,2,614,614,40,257899,3,3,1236
257899,1,30,,,,,100,0,,10266,1,1,11,6,1979,2,25789904,2,456,513,25,257899,3,0,1224
257905,1,37,0,0,4,0,96,0,702,10026,2,1,1,15,1979,1,25790508,2,487,484,,257905,3,1,1248
257905,1,33,0,1,4,1,94,0,741,10043,2,1,7,25,1979,1,25790518,2,,,52,257905,3,2,1258
257905,1,33,0,1,3,0,96,0,772,10129,2,1,10,30,1980,2,25790527,,654,603,49,257905,3,3,1267
257905,1,28,,,2,,98,0,,10783,1,1,5,3,1980,2,25790504,2,448,494,26,257905,3,0,1244
259915,1,78,0,0,0,1,99,0,373,10098,1,1,6,8,1979,1,25991505,1,501,557,49,259915,3,1,1273
259915,1,36,0,0,0,0,99,0,384,10098,1,1,6,8,1979,1,25991510,1,575,603,44,259915,3,2,1278
259915,1,41,0,0,0,0,99,0,416,10098,1,1,6,8,1979,1,25991515,1,565,591,39,259915,3,3,1283
259915,1,34,,,,,100,0,,11674,1,1,6,14,1979,3,25991502,2,451,536,26,259915,3,0,1270
261927,1,28,0,0,0,0,99,0,547,10301,2,1,3,24,1980,2,26192708,2,540,512,,261927,3,1,1291
261927,1,23,0,0,1,1,98,0,541,10301,2,1,3,24,1980,2,26192712,2,618,561,,261927,3,2,1295
261927,1,22,0,0,0,0,99,0,524,10301,2,1,3,24,1980,2,26192715,1,647,597,48,261927,3,3,1298
261927,1,23,,,,,100,0,,12051,2,1,9,16,1979,2,26192702,2,443,489,27,261927,3,0,1285
262937,2,11,0,3,2,0,95,0,480,10270,1,1,5,14,1979,1,26293708,2,530,567,52,262937,3,1,1308
262937,2,0,0,0,1,0,96,3,580,10270,1,1,5,14,1979,1,26293712,2,608,607,55,262937,3,2,1312
262937,2,1,0,3,1,0,95,1,620,10125,2,1,11,27,1979,2,26293716,2,624,629,48,262937,3,3,1316
262937,2,1,,2,1,,97,0,,10289,1,1,12,12,1979,3,26293701,2,545,626,24,262937,3,0,1301
264945,2,2,0,1,2,1,96,0,542,10118,1,1,9,4,1979,3,26494508,2,487,505,41,264945,3,1,1326
264945,2,1,0,0,4,1,95,0,914,10044,1,1,11,3,1979,2,26494515,2,575,535,53,264945,3,2,1333
264945,2,3,0,1,3,1,95,0,953,10027,1,1,10,2,1979,2,26494521,2,665,651,,264945,3,3,1339
264945,2,3,,,3,,98,0,,11587,1,1,5,7,1979,2,26494503,2,408,439,,264945,3,0,1321
112038,1,75,0,1,37,0,62,0,251,10599,2,1,4,19,1979,2,11203806,2,512,523,55,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,10797,1,1,1,31,1978,3,11203804,1,487,479,49,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,10798,2,1,1,23,1978,2,11203806,1,445,474,36,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,10960,1,1,12,1,1978,3,11203804,1,419,446,51,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,10961,1,1,12,9,1978,2,11203806,1,456,495,52,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,10975,1,1,12,12,1978,3,11203804,1,468,463,58,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11046,2,1,12,29,1978,2,11203806,1,431,479,52,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11083,1,1,1,23,1979,3,11203804,1,,,,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11169,1,2,1,1,1979,2,11203806,1,453,472,49,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11170,1,1,2,4,1979,2,11203806,1,444,479,,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11171,2,2,1,29,1979,2,11203806,1,441,458,51,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11311,1,1,3,17,1979,1,11203805,1,456,512,51,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,11539,1,2,4,27,1979,1,11203805,1,423,458,47,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,11578,2,1,4,21,1979,2,11203806,1,497,502,51,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11582,1,2,5,28,1979,3,11203804,1,558,479,56,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11656,1,2,6,4,1979,3,11203804,2,453,472,45,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11657,1,2,6,17,1979,2,11203806,1,553,532,50,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,11720,2,1,7,19,1980,3,11203804,1,442,472,51,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11721,1,1,7,22,1979,3,11203804,1,571,532,53,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,11722,1,2,7,22,1979,3,11203804,1,436,461,58,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,12019,1,2,9,15,1979,2,11203806,2,450,451,39,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,12055,1,1,10,21,1979,2,11203806,2,468,520,47,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,12279,2,2,10,23,1979,2,11203806,2,453,486,57,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,12559,2,2,11,16,1979,2,11203806,1,463,484,45,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,12785,1,2,12,27,1979,1,11203805,2,472,507,55,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,12874,2,1,12,31,1979,3,11203804,1,488,474,48,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,12885,1,1,12,21,1979,3,11203804,1,456,493,53,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,13145,2,1,1,24,1980,3,11203804,1,530,512,48,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,13280,1,2,1,18,1980,1,11203805,1,544,520,57,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,13816,1,1,2,22,1980,1,11203805,1,477,553,51,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,14455,1,2,3,10,1980,1,11203805,1,448,488,56,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,14497,1,1,2,17,1980,1,11203805,1,548,518,49,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,15004,1,2,4,14,1980,3,11203804,1,419,497,51,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,15328,2,1,5,7,1980,2,11203806,2,448,463,54,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,15331,2,1,5,27,1980,3,11203804,1,,,,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,15696,1,2,6,23,1980,2,11203806,1,558,505,60,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,15726,1,2,5,14,1980,3,11203804,1,497,474,49,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16065,2,2,7,2,1980,1,11203805,1,478,484,53,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,16085,1,1,7,4,1980,3,11203804,1,540,515,44,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16118,2,1,7,7,1980,3,11203804,2,451,479,47,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16119,2,1,7,7,1980,2,11203806,2,488,505,46,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,16447,1,1,8,7,1980,3,11203804,1,536,515,56,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16470,2,1,8,20,1980,3,11203804,2,505,484,51,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16471,1,1,8,3,1980,3,11203804,2,442,449,54,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16823,1,1,9,4,1980,3,11203804,1,564,488,48,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,16824,1,2,9,15,1980,1,11203805,1,544,493,51,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,16825,1,1,9,23,1980,2,11203806,1,451,479,50,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,16826,1,2,9,25,1980,2,11203806,1,527,486,51,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,16846,2,1,9,5,1980,1,11203805,1,453,495,52,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,17243,2,1,2,7,1980,1,11203805,1,439,454,53,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,17524,1,1,4,21,1980,2,11203806,2,629,538,49,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,17901,1,2,6,21,1980,2,11203806,2,430,456,54,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,18065,2,1,4,8,1980,2,11203806,1,548,529,50,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,18576,2,2,9,29,1979,3,11203804,1,558,523,53,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,18841,1,1,12,28,1979,2,11203806,1,499,549,52,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,18884,2,2,11,12,1979,1,11203805,1,590,545,49,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,18920,2,1,10,22,1978,2,11203806,2,488,495,,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,18972,2,2,8,5,1979,3,11203804,1,536,510,53,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,18988,2,1,4,3,1980,3,11203804,2,480,468,,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,19077,1,2,7,14,1980,1,11203805,1,436,488,51,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,19078,2,2,5,1,1980,1,11203805,2,548,523,49,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,19093,1,1,12,29,1978,2,11203806,1,507,562,52,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,19210,1,1,1,9,1980,2,11203806,1,414,449,56,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,19506,1,2,9,4,1980,1,11203805,1,436,444,48,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,20404,1,1,8,15,1980,2,11203806,1,,,48,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,20510,1,3,4,7,1980,3,11203804,1,,,,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,20610,1,1,2,27,1979,3,11203804,1,,,,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,21106,1,2,6,29,1979,1,11203805,1,521,510,50,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,21202,2,1,12,30,1979,3,11203804,1,540,523,38,112038,3,1,4
112038,1,75,0,1,37,0,62,0,251,21229,2,3,11,17,1980,1,11203805,2,540,505,,112038,3,1,5
112038,1,75,0,1,37,0,62,0,251,21506,1,1,8,30,1980,2,11203806,1,480,490,48,112038,3,1,6
112038,1,75,0,1,37,0,62,0,251,21549,1,2,3,15,1978,2,11203806,2,478,532,57,112038,3,1,6
112038,1,75,0,1,32,0,67,0,320,10405,2,2,10,22,1979,3,11203808,1,536,554,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,10521,2,,9,1,1980,2,11203807,1,,,,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,10575,1,2,8,1,1979,3,11203808,1,502,522,47,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,10599,2,1,4,19,1979,2,11203807,2,552,552,52,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,10716,1,1,7,19,1979,1,11203809,1,604,603,,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,10775,2,1,4,11,1980,1,11203809,1,622,559,54,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,10797,1,1,1,31,1978,3,11203808,1,517,514,47,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,10910,2,1,8,18,1979,3,11203808,1,608,577,47,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,10959,1,2,12,1,1978,1,11203809,1,631,552,48,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,11046,2,1,12,29,1978,3,11203808,1,512,505,49,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,11053,1,2,1,2,1979,1,11203809,1,611,607,45,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,11169,1,2,1,1,1979,2,11203807,1,559,545,50,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11170,1,1,2,4,1979,2,11203807,1,545,563,45,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11171,2,2,1,29,1979,2,11203807,1,560,518,54,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11539,1,2,4,27,1979,2,11203807,1,491,479,54,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11575,2,1,5,29,1979,2,11203807,1,547,590,49,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11578,2,1,4,21,1979,2,11203807,2,560,565,,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11657,1,2,6,17,1979,2,11203807,1,591,561,50,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,11721,1,1,7,22,1979,3,11203808,1,582,577,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,11723,2,2,7,26,1979,1,11203809,2,560,582,48,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,11789,2,1,8,20,1979,3,11203808,1,,,,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,12559,2,2,11,16,1979,2,11203807,1,539,540,51,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,12785,1,2,12,27,1979,1,11203809,2,511,526,45,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,12874,2,1,12,31,1979,3,11203808,1,544,533,48,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,12885,1,1,12,21,1979,3,11203808,1,526,512,50,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,13141,1,2,1,20,1980,3,11203808,1,596,520,47,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,13145,2,1,1,24,1980,3,11203808,1,599,559,50,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,13280,1,2,1,18,1980,1,11203809,1,593,552,50,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,13816,1,1,2,22,1980,3,11203808,1,579,603,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,14935,2,1,4,24,1980,2,11203807,1,566,574,,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,15726,1,2,5,14,1980,3,11203808,1,566,490,50,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,16065,2,2,7,2,1980,1,11203809,1,535,512,49,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,16085,1,1,7,4,1980,3,11203808,1,599,603,,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,16446,1,1,8,5,1981,2,11203807,1,593,599,47,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,16447,1,1,8,7,1980,3,11203808,1,604,565,49,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,16448,1,2,8,8,1980,2,11203807,1,547,543,47,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,16470,2,1,8,20,1980,3,11203808,2,573,546,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,16682,1,1,8,7,1980,2,11203807,1,555,561,48,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,16823,1,1,9,4,1980,3,11203808,1,596,570,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,16824,1,2,9,15,1980,1,11203809,1,588,554,49,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,16826,1,2,9,25,1980,2,11203807,1,560,561,43,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,17524,1,1,4,21,1980,2,11203807,2,622,639,49,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,17798,1,1,2,25,1978,2,11203807,1,508,568,50,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,18065,2,1,4,8,1980,2,11203807,2,,,,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,18530,1,1,5,2,1979,1,11203809,2,582,590,48,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,18576,2,2,9,29,1979,3,11203808,1,582,563,,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,18849,2,1,4,19,1980,1,11203809,1,535,531,47,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,18884,2,2,11,12,1979,1,11203809,1,627,593,53,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,18920,2,1,10,22,1978,2,11203807,1,,,54,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,18972,2,2,8,5,1979,3,11203808,1,586,509,52,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,18988,2,1,4,3,1980,3,11203808,1,,,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,19078,2,2,5,1,1980,1,11203809,2,608,568,52,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,19093,1,1,12,29,1978,2,11203807,1,577,579,48,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,19121,2,2,3,17,1980,2,11203807,2,,,49,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,19952,1,1,10,27,1979,3,11203808,2,552,559,51,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,20040,2,1,8,5,1978,2,11203807,1,515,559,50,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,20379,1,1,7,29,1980,3,11203808,2,,,,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,20731,2,1,8,13,1980,3,11203808,2,554,518,47,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,20782,2,2,9,11,1979,3,11203808,2,602,570,49,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,20899,1,1,3,10,1978,2,11203807,1,577,603,43,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,20996,2,1,4,13,1980,2,11203807,1,,,,112038,3,2,7
112038,1,75,0,1,32,0,67,0,320,21106,1,2,6,29,1979,1,11203809,1,608,538,46,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,21202,2,1,12,30,1979,3,11203808,1,611,587,45,112038,3,2,8
112038,1,75,0,1,32,0,67,0,320,21229,2,3,11,17,1980,1,11203809,2,593,565,47,112038,3,2,9
112038,1,75,0,1,32,0,67,0,320,21549,1,2,3,15,1978,2,11203807,2,532,568,56,112038,3,2,7
112038,1,65,0,2,32,0,66,0,390,10575,1,2,8,1,1979,3,11203810,1,562,596,48,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,10599,2,1,4,19,1979,2,11203811,2,610,586,55,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,10797,1,1,1,31,1978,3,11203810,1,567,582,47,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,10910,2,1,8,18,1979,3,11203810,1,636,620,50,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,10948,2,1,11,9,1978,1,11203812,1,600,612,49,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,10959,1,2,12,1,1978,1,11203812,1,564,540,47,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,10997,2,1,11,27,1978,2,11203811,1,,,51,166203,3,3,11
112038,1,65,0,2,32,0,66,0,390,11053,1,2,1,2,1979,1,11203812,1,614,588,51,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,11169,1,2,1,1,1979,1,11203812,1,,,52,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,11170,1,1,2,4,1979,2,11203811,1,592,580,52,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11171,2,2,1,29,1979,2,11203811,2,599,564,55,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11575,2,1,5,29,1979,2,11203811,1,578,608,52,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11578,2,1,4,21,1979,2,11203811,2,583,573,51,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11581,1,2,2,24,1979,2,11203811,1,583,565,51,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11638,1,1,5,11,1979,2,11203811,2,588,614,52,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11657,1,2,6,17,1979,2,11203811,1,614,620,49,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,11721,1,1,7,22,1979,3,11203810,1,593,624,50,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,11723,2,2,7,26,1979,1,11203812,2,587,585,42,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,11789,2,1,8,20,1979,1,11203812,1,,,52,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,12210,2,2,11,12,1979,2,11203811,1,572,601,50,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,12785,1,2,12,27,1979,1,11203812,2,543,549,48,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,12874,2,1,12,31,1979,3,11203810,1,610,604,46,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,13031,2,1,6,8,1979,3,11203810,1,665,663,51,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,13071,1,1,11,9,1979,3,11203810,2,626,626,53,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,13141,1,2,1,20,1980,3,11203810,1,599,603,44,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,13145,2,1,1,24,1980,3,11203810,1,633,610,52,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,13280,1,2,1,18,1980,1,11203812,1,604,589,56,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,13816,1,1,2,22,1980,3,11203810,1,618,655,36,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,14934,1,1,4,12,1980,2,11203811,1,654,624,50,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,14935,2,1,4,24,1980,2,11203811,1,606,612,54,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,15331,2,1,5,27,1980,2,11203811,1,612,603,51,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,16065,2,2,7,2,1980,1,11203812,2,564,543,50,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,16085,1,1,7,4,1980,3,11203810,1,636,626,49,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,16446,1,1,8,5,1981,2,11203811,1,641,614,47,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,16447,1,1,8,7,1980,3,11203810,1,618,614,51,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,16470,2,1,8,20,1980,3,11203810,2,626,618,51,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,16682,1,1,8,7,1980,2,11203811,1,606,588,48,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,16726,1,1,8,8,1980,2,11203811,1,,,47,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,16823,1,1,9,4,1980,3,11203810,1,644,631,49,112038,3,3,10
112038,1,65,0,2,32,0,66,0,390,16824,1,2,9,15,1980,1,11203812,1,641,593,46,112038,3,3,12
112038,1,65,0,2,32,0,66,0,390,17524,1,1,4,21,1980,2,11203811,2,686,691,41,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,17896,2,2,12,3,1980,2,11203811,1,629,642,52,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,17957,1,1,8,1,1980,2,11203811,2,647,622,,112038,3,3,11
112038,1,65,0,2,32,0,66,0,390,18239,1,1,6,21,1980,3,11203810,1,599,593,37,253888,3,3,10
