id,read0,math0,age0,read1,math1,age1,read2,math2,age2,read3,math3,age3,female,minority
1213001,21.428572,15.476191,70,,,,,,,35.714287,33.333332,101,1,1
1213701,,,,26.190475,16.666666,86,,,,,,,1,0
1213801,,,,,,,34.52381,38.095238,94,,,,0,0
1214601,21.428572,10.714286,74,,,,46.42857,34.52381,99,,,,0,1
1214801,21.428572,14.285714,71,,,,65.47619,52.38095,100,,,,0,1
1216401,,,,,,,,,,,,,1,0
1217701,,,,27.380953,14.285714,82,,,,,,,1,1
1218801,20.238094,19.047619,67,,,,34.52381,25.0,96,,,,1,1
1220101,21.428572,5.952381,72,,,,,,,,,,1,1
1220701,21.428572,14.285714,70,,,,,,,44.04762,35.714287,99,1,0
1222801,16.666666,16.666666,60,,,,30.952381,32.142857,89,,,,1,1
1223101,20.238094,14.285714,64,,,,,,,,,,1,0
1223301,,,,,,,,,,33.333332,35.714287,111,1,0
1224101,30.952381,21.428572,74,,,,29.761906,23.809525,101,,,,0,1
1224201,,,,36.904762,19.047619,84,,,,,,,1,0
1225401,,,,,,,36.904762,34.52381,97,,,,1,1
1226301,,,,,,,40.47619,30.952381,88,,,,1,0
1227801,,,,27.380953,30.952381,94,,,,,,,0,1
1228101,,,,66.666664,29.761906,76,,,,,,,0,1
1228201,,,,23.809525,40.47619,80,38.095238,61.904762,102,,,,0,1
1229101,,,,16.666666,10.714286,80,,,,,,,0,0
1229301,,,,,,,33.333332,39.285713,101,,,,1,1
1229401,,,,,,,,,,,,,0,0
1230301,,,,,,,,,,,,,1,1
1230601,,,,,,,,,,41.666668,45.238094,124,0,0
1230701,,,,26.190475,25.0,97,,,,,,,0,0
1233001,,,,,,,29.761906,14.285714,109,,,,0,0
1234901,1.1904762,20.238094,78,,,,,,,,,,0,0
1235201,,,,34.52381,30.952381,87,,,,,,,1,0
1235901,,,,,,,,,,71.42857,52.38095,113,1,0
1236201,,,,,,,,,,64.28571,54.761906,106,0,0
1236601,20.238094,13.095238,67,,,,29.761906,36.904762,96,,,,1,0
1237001,,,,,,,,,,39.285713,40.47619,108,1,0
1238401,,,,21.428572,20.238094,82,,,,,,,1,0
1239501,,,,20.238094,29.761906,83,,,,,,,1,0
1240801,22.619047,26.190475,66,,,,52.38095,40.47619,96,,,,1,0
1241901,,,,,,,,,,55.95238,52.38095,111,1,0
1243401,21.428572,16.666666,76,,,,,,,46.42857,57.142857,104,1,0
1243901,21.428572,22.619047,61,32.142857,21.428572,88,,,,,,,0,0
1244201,,,,21.428572,28.571428,75,,,,,,,1,0
1244701,7.142857,8.333333,61,,,,,,,,,,0,0
1245701,,,,,,,35.714287,35.714287,99,,,,1,0
1246801,21.428572,11.904762,67,,,,34.52381,30.952381,96,,,,0,0
1247501,,,,,,,38.095238,28.571428,94,,,,1,0
1247801,20.238094,19.047619,64,,,,,,,58.333332,50.0,94,0,0
1247901,,,,21.428572,39.285713,77,,,,,,,1,0
1248301,,,,55.95238,40.47619,91,,,,,,,0,0
1249001,,,,29.761906,29.761906,88,,,,,,,0,0
1249201,17.857143,14.285714,71,,,,,,,,,,1,0
1249401,23.809525,15.476191,66,,,,,,,,,,1,0
1250101,10.714286,10.714286,63,29.761906,35.714287,89,,,,,,,1,0
1250201,22.619047,14.285714,74,,,,,,,,,,1,0
1250501,,,,,,,,,,50.0,45.238094,106,1,0
1250601,20.238094,16.666666,71,,,,,,,,,,1,0
1251101,,,,,,,,,,48.809525,39.285713,110,1,0
1251201,,,,,,,,,,,,,1,0
1252901,21.428572,17.857143,82,,,,,,,,,,0,0
1253001,,,,,,,58.333332,58.333332,93,,,,0,0
1253201,13.095238,11.904762,67,21.428572,23.809525,95,,,,,,,0,0
1253601,23.809525,32.142857,79,,,,,,,,,,0,0
1254401,,,,,,,40.47619,33.333332,95,,,,0,0
1255601,,,,,,,44.04762,48.809525,98,,,,1,0
1266701,22.619047,22.619047,70,,,,,,,,,,0,1
