obsno,year,cusip,ardssic,scisect,logk,sumpat,pat,pat1,pat2,pat3,pat4,logr,logr1,logr2,logr3,logr4,logr5
186,5,585055,13,0,2.41532,168,33,36,17,18,21,2.40764,2.42593,2.42972,2.16924,2.21861,2.0527
187,1,586005,11,1,5.25516,39,4,2,6,13,11,1.97732,1.85282,1.22001,0.69614,1.67345,1.67232
187,2,586005,11,1,5.25516,39,2,4,2,6,13,2.32676,1.97732,1.85282,1.22001,0.69614,1.67345
187,3,586005,11,1,5.25516,39,7,2,4,2,6,2.57799,2.32676,1.97732,1.85282,1.22001,0.69614
187,4,586005,11,1,5.25516,39,1,7,2,4,2,2.70907,2.57799,2.32676,1.97732,1.85282,1.22001
187,5,586005,11,1,5.25516,39,4,1,7,2,4,2.80329,2.70907,2.57799,2.32676,1.97732,1.85282
188,1,589331,4,1,5.84305,1294,169,159,128,118,139,4.57367,4.48214,4.4242,4.37783,4.30089,4.33339
188,2,589331,4,1,5.84305,1294,173,169,159,128,118,4.60701,4.57367,4.48214,4.4242,4.37783,4.30089
188,3,589331,4,1,5.84305,1294,191,173,169,159,128,4.59828,4.60701,4.57367,4.48214,4.4242,4.37783
188,4,589331,4,1,5.84305,1294,172,191,173,169,159,4.63059,4.59828,4.60701,4.57367,4.48214,4.4242
188,5,589331,4,1,5.84305,1294,184,172,191,173,169,4.69567,4.63059,4.59828,4.60701,4.57367,4.48214
189,1,597715,8,0,4.74629,204,33,34,23,19,19,1.01956,1.02931,1.0774,0.85015,1.43129,0.79186
189,2,597715,8,0,4.74629,204,29,33,34,23,19,1.03959,1.01956,1.02931,1.0774,0.85015,1.43129
189,3,597715,8,0,4.74629,204,20,29,33,34,23,1.0468,1.03959,1.01956,1.02931,1.0774,0.85015
189,4,597715,8,0,4.74629,204,25,20,29,33,34,1.22037,1.0468,1.03959,1.01956,1.02931,1.0774
189,5,597715,8,0,4.74629,204,21,25,20,29,33,1.36512,1.22037,1.0468,1.03959,1.01956,1.02931
190,1,602108,12,0,1.24091,33,6,5,4,2,3,-0.03484,-0.10252,-0.0511,0.10885,-0.17565,-0.0697
190,2,602108,12,0,1.24091,33,4,6,5,4,2,0.12616,-0.03484,-0.10252,-0.0511,0.10885,-0.17565
190,3,602108,12,0,1.24091,33,5,4,6,5,4,0.29417,0.12616,-0.03484,-0.10252,-0.0511,0.10885
190,4,602108,12,0,1.24091,33,2,5,4,6,5,0.18094,0.29417,0.12616,-0.03484,-0.10252,-0.0511
190,5,602108,12,0,1.24091,33,5,2,5,4,6,0.206,0.18094,0.29417,0.12616,-0.03484,-0.10252
191,1,604059,17,1,6.86102,1483,203,195,224,189,187,4.71488,4.7285,4.68182,4.56143,4.49934,4.50543
191,2,604059,17,1,6.86102,1483,166,203,195,224,189,4.75121,4.71488,4.7285,4.68182,4.56143,4.49934
191,3,604059,17,1,6.86102,1483,159,166,203,195,224,4.7984,4.75121,4.71488,4.7285,4.68182,4.56143
191,4,604059,17,1,6.86102,1483,155,159,166,203,195,4.86415,4.7984,4.75121,4.71488,4.7285,4.68182
191,5,604059,17,1,6.86102,1483,192,155,159,166,203,4.93069,4.86415,4.7984,4.75121,4.71488,4.7285
192,1,607828,15,0,2.9497,38,5,7,2,9,9,0.39109,0.53764,0.57982,0.59443,0.57563,0.45289
192,2,607828,15,0,2.9497,38,3,5,7,2,9,0.43372,0.39109,0.53764,0.57982,0.59443,0.57563
192,3,607828,15,0,2.9497,38,5,3,5,7,2,0.72086,0.43372,0.39109,0.53764,0.57982,0.59443
192,4,607828,15,0,2.9497,38,3,5,3,5,7,0.80831,0.72086,0.43372,0.39109,0.53764,0.57982
192,5,607828,15,0,2.9497,38,4,3,5,3,5,0.87813,0.80831,0.72086,0.43372,0.39109,0.53764
193,1,608183,11,1,4.56458,18,2,3,4,1,5,1.23854,1.73339,1.98926,2.12118,2.16929,1.95423
193,2,608183,11,1,4.56458,18,3,2,3,4,1,1.32435,1.23854,1.73339,1.98926,2.12118,2.16929
193,3,608183,11,1,4.56458,18,2,3,2,3,4,1.47133,1.32435,1.23854,1.73339,1.98926,2.12118
193,4,608183,11,1,4.56458,18,2,2,3,2,3,1.5265,1.47133,1.32435,1.23854,1.73339,1.98926
193,5,608183,11,1,4.56458,18,1,2,2,3,2,1.76552,1.5265,1.47133,1.32435,1.23854,1.73339
194,1,608302,6,0,3.29683,0,0,0,0,0,0,0.19777,0.32666,0.32526,0.29192,0.27769,0.10271
194,2,608302,6,0,3.29683,0,0,0,0,0,0,0.13518,0.19777,0.32666,0.32526,0.29192,0.27769
194,3,608302,6,0,3.29683,0,0,0,0,0,0,0.15991,0.13518,0.19777,0.32666,0.32526,0.29192
194,4,608302,6,0,3.29683,0,0,0,0,0,0,0.1072,0.15991,0.13518,0.19777,0.32666,0.32526
194,5,608302,6,0,3.29683,0,0,0,0,0,0,-0.07743,0.1072,0.15991,0.13518,0.19777,0.32666
195,1,611662,3,1,7.35964,1750,232,252,226,228,258,4.50024,4.49981,4.55308,4.52179,4.50745,4.6847
195,2,611662,3,1,7.35964,1750,207,232,252,226,228,4.40311,4.50024,4.49981,4.55308,4.52179,4.50745
195,3,611662,3,1,7.35964,1750,210,207,232,252,226,4.50732,4.40311,4.50024,4.49981,4.55308,4.52179
195,4,611662,3,1,7.35964,1750,206,210,207,232,252,4.51891,4.50732,4.40311,4.50024,4.49981,4.55308
195,5,611662,3,1,7.35964,1750,189,206,210,207,232,4.61502,4.51891,4.50732,4.40311,4.50024,4.49981
196,1,615394,14,1,1.78645,18,0,2,4,2,5,0.23105,0.51849,0.48029,0.58779,0.00937,0.19221
196,2,615394,14,1,1.78645,18,2,0,2,4,2,0.57016,0.23105,0.51849,0.48029,0.58779,0.00937
196,3,615394,14,1,1.78645,18,2,2,0,2,4,0.44861,0.57016,0.23105,0.51849,0.48029,0.58779
196,4,615394,14,1,1.78645,18,2,2,2,0,2,0.82377,0.44861,0.57016,0.23105,0.51849,0.48029
196,5,615394,14,1,1.78645,18,4,2,2,2,0,0.79594,0.82377,0.44861,0.57016,0.23105,0.51849
197,1,619356,3,1,5.34035,214,40,26,24,13,11,2.36693,2.38334,2.21718,2.19944,2.31599,2.22849
197,2,619356,3,1,5.34035,214,41,40,26,24,13,2.4395,2.36693,2.38334,2.21718,2.19944,2.31599
197,3,619356,3,1,5.34035,214,30,41,40,26,24,2.42682,2.4395,2.36693,2.38334,2.21718,2.19944
197,4,619356,3,1,5.34035,214,20,30,41,40,26,2.38164,2.42682,2.4395,2.36693,2.38334,2.21718
197,5,619356,3,1,5.34035,214,20,20,30,41,40,2.41234,2.38164,2.42682,2.4395,2.36693,2.38334
198,1,619600,18,0,2.85871,1,0,0,0,0,1,-1.52372,-1.45896,-1.50173,-1.46102,-1.42468,-1.3623
198,2,619600,18,0,2.85871,1,0,0,0,0,0,-1.59196,-1.52372,-1.45896,-1.50173,-1.46102,-1.42468
198,3,619600,18,0,2.85871,1,1,0,0,0,0,-1.60193,-1.59196,-1.52372,-1.45896,-1.50173,-1.46102
198,4,619600,18,0,2.85871,1,0,1,0,0,0,-1.58309,-1.60193,-1.59196,-1.52372,-1.45896,-1.50173
198,5,619600,18,0,2.85871,1,0,0,1,0,0,-1.51638,-1.58309,-1.60193,-1.59196,-1.52372,-1.45896
199,1,620076,14,1,5.41139,1423,219,178,170,149,212,4.33908,4.56421,4.49682,4.33541,4.21938,4.2731
199,2,620076,14,1,5.41139,1423,177,219,178,170,149,4.31219,4.33908,4.56421,4.49682,4.33541,4.21938
199,3,620076,14,1,5.41139,1423,178,177,219,178,170,4.32026,4.31219,4.33908,4.56421,4.49682,4.33541
199,4,620076,14,1,5.41139,1423,176,178,177,219,178,4.44047,4.32026,4.31219,4.33908,4.56421,4.49682
199,5,620076,14,1,5.41139,1423,176,176,178,177,219,4.57683,4.44047,4.32026,4.31219,4.33908,4.56421
200,1,624752,12,0,1.50736,1,0,1,0,0,2,-2.61522,-2.30258,-2.2162,-2.52573,-3.01261,-3.04784
200,2,624752,12,0,1.50736,1,0,0,1,0,0,-2.71617,-2.61522,-2.30258,-2.2162,-2.52573,-3.01261
200,3,624752,12,0,1.50736,1,0,0,0,1,0,-2.60338,-2.71617,-2.61522,-2.30258,-2.2162,-2.52573
200,4,624752,12,0,1.50736,1,0,0,0,0,1,-2.59006,-2.60338,-2.71617,-2.61522,-2.30258,-2.2162
200,5,624752,12,0,1.50736,1,0,0,0,0,0,-2.12075,-2.59006,-2.60338,-2.71617,-2.61522,-2.30258
201,1,627151,10,0,3.00091,1,0,0,0,0,0,0.66553,0.53614,0.63111,-1.7148,-1.61573,-1.51072
201,2,627151,10,0,3.00091,1,0,0,0,0,0,0.79039,0.66553,0.53614,0.63111,-1.7148,-1.61573
201,3,627151,10,0,3.00091,1,0,0,0,0,0,0.93058,0.79039,0.66553,0.53614,0.63111,-1.7148
201,4,627151,10,0,3.00091,1,0,0,0,0,0,0.79978,0.93058,0.79039,0.66553,0.53614,0.63111
201,5,627151,10,0,3.00091,1,1,0,0,0,0,0.79384,0.79978,0.93058,0.79039,0.66553,0.53614
202,1,628862,11,1,6.59226,506,72,44,41,78,84,4.19177,4.14976,3.89632,4.07857,3.99587,3.94833
202,2,628862,11,1,6.59226,506,70,72,44,41,78,4.23806,4.19177,4.14976,3.89632,4.07857,3.99587
202,3,628862,11,1,6.59226,506,76,70,72,44,41,4.39375,4.23806,4.19177,4.14976,3.89632,4.07857
202,4,628862,11,1,6.59226,506,67,76,70,72,44,4.4748,4.39375,4.23806,4.19177,4.14976,3.89632
202,5,628862,11,1,6.59226,506,58,67,76,70,72,4.60122,4.4748,4.39375,4.23806,4.19177,4.14976
203,1,629527,1,0,5.77048,57,6,11,12,9,12,1.98001,1.83087,2.38897,2.24071,2.14913,2.08659
203,2,629527,1,0,5.77048,57,10,6,11,12,9,2.00649,1.98001,1.83087,2.38897,2.24071,2.14913
203,3,629527,1,0,5.77048,57,4,10,6,11,12,1.85323,2.00649,1.98001,1.83087,2.38897,2.24071
203,4,629527,1,0,5.77048,57,4,4,10,6,11,1.96132,1.85323,2.00649,1.98001,1.83087,2.38897
203,5,629527,1,0,5.77048,57,1,4,4,10,6,1.86839,1.96132,1.85323,2.00649,1.98001,1.83087
204,1,629853,3,1,3.9394,325,55,56,34,37,43,2.11948,2.08392,2.08751,2.05425,2.03287,2.12686
204,2,629853,3,1,3.9394,325,43,55,56,34,37,2.20948,2.11948,2.08392,2.08751,2.05425,2.03287
204,3,629853,3,1,3.9394,325,33,43,55,56,34,2.30327,2.20948,2.11948,2.08392,2.08751,2.05425
204,4,629853,3,1,3.9394,325,37,33,43,55,56,2.3196,2.30327,2.20948,2.11948,2.08392,2.08751
204,5,629853,3,1,3.9394,325,30,37,33,43,55,2.53153,2.3196,2.30327,2.20948,2.11948,2.08392
205,1,630871,14,1,0.55173,5,1,0,0,2,4,-0.40508,-0.58165,-0.58123,-0.79407,-1.13917,-0.19297
205,2,630871,14,1,0.55173,5,0,1,0,0,2,-0.35113,-0.40508,-0.58165,-0.58123,-0.79407,-1.13917
205,3,630871,14,1,0.55173,5,1,0,1,0,0,-0.37675,-0.35113,-0.40508,-0.58165,-0.58123,-0.79407
205,4,630871,14,1,0.55173,5,0,1,0,1,0,-0.458,-0.37675,-0.35113,-0.40508,-0.58165,-0.58123
205,5,630871,14,1,0.55173,5,1,0,1,0,1,-0.24032,-0.458,-0.37675,-0.35113,-0.40508,-0.58165
206,1,637640,-999,1,2.73137,223,36,13,10,4,3,2.96218,2.87313,2.86649,2.46164,2.32738,1.40705
206,2,637640,-999,1,2.73137,223,37,36,13,10,4,3.15228,2.96218,2.87313,2.86649,2.46164,2.32738
206,3,637640,-999,1,2.73137,223,45,37,36,13,10,3.38776,3.15228,2.96218,2.87313,2.86649,2.46164
206,4,637640,-999,1,2.73137,223,46,45,37,36,13,3.76557,3.38776,3.15228,2.96218,2.87313,2.86649
206,5,637640,-999,1,2.73137,223,32,46,45,37,36,3.84328,3.76557,3.38776,3.15228,2.96218,2.87313
207,1,637734,2,0,2.83325,1,0,1,0,0,0,-1.78788,-1.07329,-1.40911,-1.29098,-1.07893,-1.28758
207,2,637734,2,0,2.83325,1,0,0,1,0,0,-1.79987,-1.78788,-1.07329,-1.40911,-1.29098,-1.07893
207,3,637734,2,0,2.83325,1,0,0,0,1,0,-1.76405,-1.79987,-1.78788,-1.07329,-1.40911,-1.29098
207,4,637734,2,0,2.83325,1,0,0,0,0,1,-1.36928,-1.76405,-1.79987,-1.78788,-1.07329,-1.40911
207,5,637734,2,0,2.83325,1,0,0,0,0,0,-1.52199,-1.36928,-1.76405,-1.79987,-1.78788,-1.07329
208,1,637742,9,0,4.18157,25,3,3,5,5,14,1.02097,1.09089,1.27244,1.31292,1.27464,1.17098
208,2,637742,9,0,4.18157,25,5,3,3,5,5,1.07857,1.02097,1.09089,1.27244,1.31292,1.27464
208,3,637742,9,0,4.18157,25,0,5,3,3,5,1.03055,1.07857,1.02097,1.09089,1.27244,1.31292
208,4,637742,9,0,4.18157,25,2,0,5,3,3,0.93805,1.03055,1.07857,1.02097,1.09089,1.27244
208,5,637742,9,0,4.18157,25,2,2,0,5,3,0.63349,0.93805,1.03055,1.07857,1.02097,1.09089
209,1,656389,15,0,4.03595,62,8,9,1,9,5,0.34808,0.43798,0.26727,0.75047,0.49989,-0.08161
209,2,656389,15,0,4.03595,62,8,8,9,1,9,0.10983,0.34808,0.43798,0.26727,0.75047,0.49989
209,3,656389,15,0,4.03595,62,16,8,8,9,1,0.47411,0.10983,0.34808,0.43798,0.26727,0.75047
209,4,656389,15,0,4.03595,62,6,16,8,8,9,0.51742,0.47411,0.10983,0.34808,0.43798,0.26727
209,5,656389,15,0,4.03595,62,5,6,16,8,8,0.43566,0.51742,0.47411,0.10983,0.34808,0.43798
210,1,657045,13,0,5.49088,285,51,44,36,37,34,2.87464,2.36327,3.05148,3.13427,2.80406,2.78076
210,2,657045,13,0,5.49088,285,52,51,44,36,37,2.91894,2.87464,2.36327,3.05148,3.13427,2.80406
210,3,657045,13,0,5.49088,285,23,52,51,44,36,3.02311,2.91894,2.87464,2.36327,3.05148,3.13427
210,4,657045,13,0,5.49088,285,18,23,52,51,44,2.99153,3.02311,2.91894,2.87464,2.36327,3.05148
210,5,657045,13,0,5.49088,285,24,18,23,52,51,3.01173,2.99153,3.02311,2.91894,2.87464,2.36327
211,1,668605,7,0,5.04264,165,17,22,29,37,33,1.81281,1.89853,2.00445,1.97102,1.9168,2.33943
211,2,668605,7,0,5.04264,165,13,17,22,29,37,1.6896,1.81281,1.89853,2.00445,1.97102,1.9168
211,3,668605,7,0,5.04264,165,17,13,17,22,29,1.94189,1.6896,1.81281,1.89853,2.00445,1.97102
211,4,668605,7,0,5.04264,165,15,17,13,17,22,2.03359,1.94189,1.6896,1.81281,1.89853,2.00445
211,5,668605,7,0,5.04264,165,15,15,17,13,17,2.11644,2.03359,1.94189,1.6896,1.81281,1.89853
212,1,670250,14,1,1.4558,5,2,0,1,1,1,-0.58204,-0.67452,-0.16962,-0.15199,0.18996,-0.25084
212,2,670250,14,1,1.4558,5,1,2,0,1,1,-0.55029,-0.58204,-0.67452,-0.16962,-0.15199,0.18996
212,3,670250,14,1,1.4558,5,0,1,2,0,1,-0.47426,-0.55029,-0.58204,-0.67452,-0.16962,-0.15199
212,4,670250,14,1,1.4558,5,0,0,1,2,0,-0.87916,-0.47426,-0.55029,-0.58204,-0.67452,-0.16962
212,5,670250,14,1,1.4558,5,0,0,0,1,2,-0.91078,-0.87916,-0.47426,-0.55029,-0.58204,-0.67452
213,1,671400,14,1,3.05425,66,7,10,15,15,12,1.05134,1.28662,1.32426,1.19392,1.20815,1.35148
213,2,671400,14,1,3.05425,66,4,7,10,15,15,1.07206,1.05134,1.28662,1.32426,1.19392,1.20815
213,3,671400,14,1,3.05425,66,6,4,7,10,15,1.08411,1.07206,1.05134,1.28662,1.32426,1.19392
213,4,671400,14,1,3.05425,66,2,6,4,7,10,1.09798,1.08411,1.07206,1.05134,1.28662,1.32426
213,5,671400,14,1,3.05425,66,7,2,6,4,7,1.43028,1.09798,1.08411,1.07206,1.05134,1.28662
214,1,677143,19,0,1.95903,3,1,0,1,0,2,-1.74687,-1.76644,-1.26601,-1.38629,-0.77145,-1.28758
214,2,677143,19,0,1.95903,3,0,1,0,1,0,-1.6669,-1.74687,-1.76644,-1.26601,-1.38629,-0.77145
214,3,677143,19,0,1.95903,3,1,0,1,0,1,-1.70201,-1.6669,-1.74687,-1.76644,-1.26601,-1.38629
214,4,677143,19,0,1.95903,3,0,1,0,1,0,-1.70126,-1.70201,-1.6669,-1.74687,-1.76644,-1.26601
214,5,677143,19,0,1.95903,3,0,0,1,0,1,-1.74513,-1.70126,-1.70201,-1.6669,-1.74687,-1.76644
215,1,680665,3,1,6.67713,750,90,106,82,86,86,2.91522,2.80476,2.85633,2.8761,2.74636,2.82657
215,2,680665,3,1,6.67713,750,91,90,106,82,86,2.89919,2.91522,2.80476,2.85633,2.8761,2.74636
215,3,680665,3,1,6.67713,750,100,91,90,106,82,2.8444,2.89919,2.91522,2.80476,2.85633,2.8761
215,4,680665,3,1,6.67713,750,90,100,91,90,106,2.75386,2.8444,2.89919,2.91522,2.80476,2.85633
215,5,680665,3,1,6.67713,750,105,90,100,91,90,2.72077,2.75386,2.8444,2.89919,2.91522,2.80476
216,1,683829,17,1,1.89633,35,1,6,2,6,8,-0.07597,-0.10821,-0.23401,-0.543,-0.24402,-0.34913
216,2,683829,17,1,1.89633,35,5,1,6,2,6,-0.08748,-0.07597,-0.10821,-0.23401,-0.543,-0.24402
216,3,683829,17,1,1.89633,35,1,5,1,6,2,0.34447,-0.08748,-0.07597,-0.10821,-0.23401,-0.543
216,4,683829,17,1,1.89633,35,9,1,5,1,6,0.60585,0.34447,-0.08748,-0.07597,-0.10821,-0.23401
216,5,683829,17,1,1.89633,35,5,9,1,5,1,0.4841,0.60585,0.34447,-0.08748,-0.07597,-0.10821
217,1,690020,10,0,4.71348,279,22,49,51,27,30,2.53029,2.68038,2.74833,2.7207,2.67429,2.65003
217,2,690020,10,0,4.71348,279,39,22,49,51,27,2.65566,2.53029,2.68038,2.74833,2.7207,2.67429
217,3,690020,10,0,4.71348,279,21,39,22,49,51,2.63292,2.65566,2.53029,2.68038,2.74833,2.7207
217,4,690020,10,0,4.71348,279,36,21,39,22,49,2.56617,2.63292,2.65566,2.53029,2.68038,2.74833
217,5,690020,10,0,4.71348,279,34,36,21,39,22,2.62911,2.56617,2.63292,2.65566,2.53029,2.68038
218,1,690207,9,0,2.22873,26,5,3,6,2,3,-0.63056,-0.68294,-0.77539,-0.91879,-0.90692,-1.02521
218,2,690207,9,0,2.22873,26,1,5,3,6,2,-0.68219,-0.63056,-0.68294,-0.77539,-0.91879,-0.90692
218,3,690207,9,0,2.22873,26,4,1,5,3,6,-0.51243,-0.68219,-0.63056,-0.68294,-0.77539,-0.91879
218,4,690207,9,0,2.22873,26,3,4,1,5,3,-0.37695,-0.51243,-0.68219,-0.63056,-0.68294,-0.77539
218,5,690207,9,0,2.22873,26,2,3,4,1,5,-0.21546,-0.37695,-0.51243,-0.68219,-0.63056,-0.68294
219,1,690734,7,0,5.90787,590,75,92,68,74,77,2.48666,2.56119,2.50376,2.48232,2.36572,2.3811
219,2,690734,7,0,5.90787,590,56,75,92,68,74,2.41446,2.48666,2.56119,2.50376,2.48232,2.36572
219,3,690734,7,0,5.90787,590,72,56,75,92,68,2.61272,2.41446,2.48666,2.56119,2.50376,2.48232
219,4,690734,7,0,5.90787,590,70,72,56,75,92,2.77302,2.61272,2.41446,2.48666,2.56119,2.50376
219,5,690734,7,0,5.90787,590,83,70,72,56,75,2.96973,2.77302,2.61272,2.41446,2.48666,2.56119
220,1,690768,7,0,6.95796,958,125,106,169,145,193,3.1003,3.31151,3.41479,3.40378,3.38362,3.35837
220,2,690768,7,0,6.95796,958,131,125,106,169,145,3.21531,3.1003,3.31151,3.41479,3.40378,3.38362
220,3,690768,7,0,6.95796,958,115,131,125,106,169,3.06157,3.21531,3.1003,3.31151,3.41479,3.40378
220,4,690768,7,0,6.95796,958,98,115,131,125,106,2.98791,3.06157,3.21531,3.1003,3.31151,3.41479
220,5,690768,7,0,6.95796,958,69,98,115,131,125,2.58595,2.98791,3.06157,3.21531,3.1003,3.31151
221,1,693506,3,0,6.85449,1348,182,154,159,145,129,3.65926,3.69709,3.64674,3.55823,3.52608,3.61104
221,2,693506,3,0,6.85449,1348,172,182,154,159,145,3.72247,3.65926,3.69709,3.64674,3.55823,3.52608
221,3,693506,3,0,6.85449,1348,160,172,182,154,159,3.72654,3.72247,3.65926,3.69709,3.64674,3.55823
221,4,693506,3,0,6.85449,1348,183,160,172,182,154,3.79694,3.72654,3.72247,3.65926,3.69709,3.64674
221,5,693506,3,0,6.85449,1348,193,183,160,172,182,3.88129,3.79694,3.72654,3.72247,3.65926,3.69709
222,1,693715,1,0,5.36033,4,0,0,0,1,1,-0.94391,-0.85015,-0.75518,-0.69315,-0.75351,-0.75695
222,2,693715,1,0,5.36033,4,0,0,0,0,1,-0.70126,-0.94391,-0.85015,-0.75518,-0.69315,-0.75351
222,3,693715,1,0,5.36033,4,2,0,0,0,0,-0.66543,-0.70126,-0.94391,-0.85015,-0.75518,-0.69315
222,4,693715,1,0,5.36033,4,0,2,0,0,0,-0.74067,-0.66543,-0.70126,-0.94391,-0.85015,-0.75518
222,5,693715,1,0,5.36033,4,1,0,2,0,0,-0.82884,-0.74067,-0.66543,-0.70126,-0.94391,-0.85015
223,1,698635,3,1,3.18243,4,3,0,0,0,1,-0.83058,-0.43937,-0.30794,-0.20334,-1.00482,-0.93411
223,2,698635,3,1,3.18243,4,1,3,0,0,0,0.02825,-0.83058,-0.43937,-0.30794,-0.20334,-1.00482
223,3,698635,3,1,3.18243,4,0,1,3,0,0,0.15288,0.02825,-0.83058,-0.43937,-0.30794,-0.20334
223,4,698635,3,1,3.18243,4,0,0,1,3,0,0.18887,0.15288,0.02825,-0.83058,-0.43937,-0.30794
223,5,698635,3,1,3.18243,4,0,0,0,1,3,0.20078,0.18887,0.15288,0.02825,-0.83058,-0.43937
224,1,698822,18,0,3.20288,0,0,0,0,0,0,-2.52378,-2.00216,-2.14148,-2.13707,-1.89294,-3.12016
224,2,698822,18,0,3.20288,0,0,0,0,0,0,-2.17255,-2.52378,-2.00216,-2.14148,-2.13707,-1.89294
224,3,698822,18,0,3.20288,0,0,0,0,0,0,-2.68034,-2.17255,-2.52378,-2.00216,-2.14148,-2.13707
224,4,698822,18,0,3.20288,0,0,0,0,0,0,-2.66939,-2.68034,-2.17255,-2.52378,-2.00216,-2.14148
224,5,698822,18,0,3.20288,0,0,0,0,0,0,-2.57372,-2.66939,-2.68034,-2.17255,-2.52378,-2.00216
225,1,699313,18,0,2.1086,3,1,0,0,1,0,-2.37102,-2.43003,-2.10998,-2.59027,-2.50605,-2.89702
225,2,699313,18,0,2.1086,3,0,1,0,0,1,-2.03419,-2.37102,-2.43003,-2.10998,-2.59027,-2.50605
225,3,699313,18,0,2.1086,3,0,0,1,0,0,-2.42569,-2.03419,-2.37102,-2.43003,-2.10998,-2.59027
225,4,699313,18,0,2.1086,3,0,0,0,1,0,-2.55672,-2.42569,-2.03419,-2.37102,-2.43003,-2.10998
225,5,699313,18,0,2.1086,3,1,0,0,0,1,-2.26153,-2.55672,-2.42569,-2.03419,-2.37102,-2.43003
226,1,709317,3,1,5.31205,359,41,60,48,45,50,2.40508,2.49884,2.49952,2.45135,2.47024,2.508
226,2,709317,3,1,5.31205,359,38,41,60,48,45,2.62212,2.40508,2.49884,2.49952,2.45135,2.47024
226,3,709317,3,1,5.31205,359,43,38,41,60,48,2.66181,2.62212,2.40508,2.49884,2.49952,2.45135
226,4,709317,3,1,5.31205,359,40,43,38,41,60,2.66717,2.66181,2.62212,2.40508,2.49884,2.49952
226,5,709317,3,1,5.31205,359,44,40,43,38,41,2.62262,2.66717,2.66181,2.62212,2.40508,2.49884
227,1,714041,17,1,3.54965,208,19,31,12,20,25,2.74111,2.66002,2.40011,2.25696,2.08855,2.23772
227,2,714041,17,1,3.54965,208,30,19,31,12,20,2.63622,2.74111,2.66002,2.40011,2.25696,2.08855
227,3,714041,17,1,3.54965,208,28,30,19,31,12,2.82905,2.63622,2.74111,2.66002,2.40011,2.25696
227,4,714041,17,1,3.54965,208,26,28,30,19,31,3.02825,2.82905,2.63622,2.74111,2.66002,2.40011
227,5,714041,17,1,3.54965,208,42,26,28,30,19,3.2293,3.02825,2.82905,2.63622,2.74111,2.66002
228,1,716723,3,1,3.11679,239,26,33,29,25,43,0.98151,0.83662,0.84542,0.72658,0.73764,0.71929
228,2,716723,3,1,3.11679,239,34,26,33,29,25,1.05224,0.98151,0.83662,0.84542,0.72658,0.73764
228,3,716723,3,1,3.11679,239,30,34,26,33,29,1.0427,1.05224,0.98151,0.83662,0.84542,0.72658
228,4,716723,3,1,3.11679,239,47,30,34,26,33,1.06478,1.0427,1.05224,0.98151,0.83662,0.84542
228,5,716723,3,1,3.11679,239,15,47,30,34,26,1.181,1.06478,1.0427,1.05224,0.98151,0.83662
229,1,717081,4,1,6.11913,696,91,111,70,61,64,4.11835,4.05853,3.95802,3.83384,3.66104,3.52105
229,2,717081,4,1,6.11913,696,93,91,111,70,61,4.1703,4.11835,4.05853,3.95802,3.83384,3.66104
229,3,717081,4,1,6.11913,696,102,93,91,111,70,4.2101,4.1703,4.11835,4.05853,3.95802,3.83384
229,4,717081,4,1,6.11913,696,79,102,93,91,111,4.27553,4.2101,4.1703,4.11835,4.05853,3.95802
229,5,717081,4,1,6.11913,696,89,79,102,93,91,4.38387,4.27553,4.2101,4.1703,4.11835,4.05853
230,1,718507,5,0,7.80413,2224,299,237,292,276,323,3.26576,3.28872,3.18184,3.28283,3.29118,3.32055
230,2,718507,5,0,7.80413,2224,298,299,237,292,276,3.38602,3.26576,3.28872,3.18184,3.28283,3.29118
230,3,718507,5,0,7.80413,2224,269,298,299,237,292,3.50301,3.38602,3.26576,3.28872,3.18184,3.28283
230,4,718507,5,0,7.80413,2224,297,269,298,299,237,3.61169,3.50301,3.38602,3.26576,3.28872,3.18184
230,5,718507,5,0,7.80413,2224,256,297,269,298,299,3.71219,3.61169,3.50301,3.38602,3.26576,3.28872
231,1,721510,-999,0,5.45076,80,10,10,22,12,16,2.08138,1.84448,1.82503,1.80829,1.74975,1.82148
231,2,721510,-999,0,5.45076,80,9,10,10,22,12,2.35204,2.08138,1.84448,1.82503,1.80829,1.74975
231,3,721510,-999,0,5.45076,80,6,9,10,10,22,2.2964,2.35204,2.08138,1.84448,1.82503,1.80829
231,4,721510,-999,0,5.45076,80,6,6,9,10,10,2.39772,2.2964,2.35204,2.08138,1.84448,1.82503
231,5,721510,-999,0,5.45076,80,5,6,6,9,10,2.42411,2.39772,2.2964,2.35204,2.08138,1.84448
232,1,727346,9,0,2.83299,6,0,0,0,4,2,-1.50602,-1.24468,-0.62943,-0.51083,-0.1035,0.41353
232,2,727346,9,0,2.83299,6,1,0,0,0,4,-0.7655,-1.50602,-1.24468,-0.62943,-0.51083,-0.1035
232,3,727346,9,0,2.83299,6,0,1,0,0,0,-0.73157,-0.7655,-1.50602,-1.24468,-0.62943,-0.51083
232,4,727346,9,0,2.83299,6,1,0,1,0,0,-0.80966,-0.73157,-0.7655,-1.50602,-1.24468,-0.62943
232,5,727346,9,0,2.83299,6,0,1,0,1,0,-0.48952,-0.80966,-0.73157,-0.7655,-1.50602,-1.24468
233,1,727491,-999,1,0.2713,21,2,4,2,4,0,1.07339,0.64724,0.56711,0.16974,-0.9574,-0.98896
