Y,U,I,H,G
-9,0,74,10122,10122:74
-1,0,77,10066,10066:77
13,0,85,10116,10116:85
6,0,2,10095,10095:2
-12,0,27,10002,10002:27
0,0,55,10101,10101:55
2,0,63,10052,10052:63
-3,0,139,10108,10108:139
-5,0,99,20047,20047:99
0,0,109,10059,10059:109
1,0,53,10099,10099:53
0,0,115,10019,10019:115
-2,0,77,10122,10122:77
0,0,10,10033,10033:10
0,0,95,20032,20032:95
3,0,109,10085,10085:109
-2,0,67,10071,10071:67
-2,0,63,10046,10046:63
8,0,63,20067,20067:63
0,0,63,10009,10009:63
0,0,137,10076,10076:137
1,0,81,10066,10066:81
0,0,2,20045,20045:2
2,0,10,20078,20078:10
-1,0,69,10071,10071:69
2,0,67,10052,10052:67
0,0,113,10059,10059:113
-15,0,10,20014,20014:10
0,0,67,20067,20067:67
0,0,55,20016,20016:55
-10,0,23,10097,10097:23
2,0,53,10076,10076:53
-1,0,83,10122,10122:83
-2,0,2,10018,10018:2
-2,0,41,20024,20024:41
-1,0,10,10035,10035:10
-1,0,37,10002,10002:37
2,0,10,10095,10095:10
-1,0,71,10071,10071:71
3,0,55,10039,10039:55
1,0,69,10052,10052:69
0,0,115,10059,10059:115
-2,0,67,10046,10046:67
-11,0,69,20067,20067:69
2,0,131,20082,20082:131
-2,0,109,20047,20047:109
10,0,105,20010,20010:105
4,0,55,10076,10076:55
-1,0,85,10122,10122:85
-1,0,67,10009,10009:67
4,0,99,20023,20023:99
6,0,33,20004,20004:33
-2,0,14,10035,10035:14
-12,0,41,10002,10002:41
-6,0,27,10097,10097:27
-2,0,41,10006,10006:41
-2,0,121,10114,10114:121
2,0,71,10052,10052:71
-2,0,69,10046,10046:69
0,0,81,10050,10050:81
1,0,71,20067,20067:71
2,0,137,20082,20082:137
0,0,71,10009,10009:71
-1,0,101,20023,20023:101
4,0,129,10025,10025:129
1,0,74,10052,10052:74
2,0,139,20082,20082:139
1,0,45,10103,10103:45
-15,0,45,20045,20045:45
0,0,14,10095,10095:14
0,0,77,20055,20055:77
0,0,71,10046,10046:71
0,0,105,20023,20023:105
-2,0,101,10056,10056:101
-1,0,81,10119,10119:81
7,0,77,10131,10131:77
2,0,21,10033,10033:21
-2,0,131,10025,10025:131
0,0,10,10018,10018:10
3,0,41,20086,20086:41
-9,0,45,10002,10002:45
-2,0,74,10046,10046:74
-2,0,45,10006,10006:45
0,0,2,10088,10088:2
-1,0,77,10009,10009:77
-1,0,69,10004,10004:69
2,0,23,10033,10033:23
4,0,63,10076,10076:63
0,0,55,20014,20014:55
0,0,10,10109,10109:10
-2,0,135,10025,10025:135
3,0,109,20023,20023:109
1,0,115,20068,20068:115
2,0,69,10101,10101:69
2,0,21,10095,10095:21
-1,0,81,20067,20067:81
5,0,21,10062,10062:21
3,0,53,10103,10103:53
-15,0,53,20045,20045:53
-2,0,95,10066,10066:95
-1,0,71,10004,10004:71
4,0,71,10133,10133:71
0,0,63,20014,20014:63
-7,0,83,10131,10131:83
0,0,113,20032,20032:113
-1,0,14,10018,10018:14
1,0,81,10052,10052:81
-1,0,129,10114,10114:129
15,0,23,10095,10095:23
0,0,27,10033,10033:27
1,0,71,10101,10101:71
1,0,95,10122,10122:95
0,0,55,10002,10002:55
6,0,69,10013,10013:69
-5,0,139,10025,10025:139
-15,0,55,20045,20045:55
2,0,74,10048,10048:74
0,0,139,10110,10110:139
-2,0,95,20057,20057:95
-1,0,27,20078,20078:27
0,0,67,10076,10076:67
2,0,81,10090,10090:81
0,0,115,20032,20032:115
2,0,74,10101,10101:74
0,0,14,10109,10109:14
3,0,131,10114,10114:131
1,0,83,10052,10052:83
-1,0,10,10042,10042:10
-2,0,77,10086,10086:77
1,0,77,10048,10048:77
-5,0,99,10066,10066:99
-1,0,55,10006,10006:55
-10,0,53,20086,20086:53
3,0,27,10095,10095:27
3,0,69,10076,10076:69
0,0,77,20014,20014:77
-1,0,105,10054,10054:105
1,0,77,10101,10101:77
2,0,115,20023,20023:115
13,0,85,10052,10052:85
2,0,137,10059,10059:137
3,0,129,10085,10085:129
-4,0,83,10046,10046:83
-2,0,95,10119,10119:95
-6,0,53,20004,20004:53
-11,0,99,10122,10122:99
10,0,81,20045,20045:81
-3,0,101,10066,10066:101
2,0,55,20086,20086:55
0,0,37,20088,20088:37
1,0,2,10026,10026:2
0,0,81,20014,20014:81
1,0,33,10033,10033:33
0,0,21,10018,10018:21
0,0,41,10097,10097:41
4,0,135,10114,10114:135
-5,0,37,20073,20073:37
-1,0,105,10066,10066:105
-2,0,81,10004,10004:81
2,0,85,10046,10046:85
0,0,63,10002,10002:63
-1,0,14,10042,10042:14
0,0,33,20078,20078:33
4,0,101,10122,10122:101
1,0,74,10076,10076:74
2,0,81,10048,10048:81
2,0,33,10095,10095:33
10,0,83,20045,20045:83
0,0,95,10131,10131:95
-1,0,23,10018,10018:23
2,0,81,10101,10101:81
4,0,21,20081,20081:21
4,0,105,10122,10122:105
1,0,137,10114,10114:137
2,0,74,10039,10039:74
-13,0,85,10013,10013:85
-5,0,41,20073,20073:41
0,0,2,10060,10060:2
2,0,77,10076,10076:77
-9,0,33,10030,10030:33
0,0,105,20045,20045:105
1,0,121,20023,20023:121
1,0,109,10066,10066:109
4,0,23,20081,20081:23
0,0,101,20014,20014:101
-4,0,37,10033,10033:37
6,0,83,10101,10101:83
1,0,77,10039,10039:77
1,0,99,20051,20051:99
2,0,45,10097,10097:45
1,0,45,10073,10073:45
-1,0,2,10020,10020:2
6,0,85,10004,10004:85
2,0,67,10002,10002:67
-2,0,27,10018,10018:27
0,0,37,20078,20078:37
0,0,105,20014,20014:105
2,0,37,10095,10095:37
-2,0,101,10131,10131:101
5,0,45,20008,20008:45
2,0,109,20057,20057:109
0,0,105,20055,20055:105
-9,0,85,10101,10101:85
4,0,137,10085,10085:137
0,0,109,20045,20045:109
-2,0,2,10115,10115:2
-1,0,115,10054,10054:115
2,0,69,10002,10002:69
0,0,81,10076,10076:81
2,0,113,10066,10066:113
2,0,63,20086,20086:63
0,0,71,20018,20018:71
0,0,113,20035,20035:113
-7,0,135,20047,20047:135
0,0,10,10026,10026:10
-7,0,41,10033,10033:41
0,0,109,20014,20014:109
1,0,81,10039,10039:81
-2,0,95,10009,10009:95
-1,0,23,10042,10042:23
-1,0,63,10028,10028:63
2,0,121,10116,10116:121
0,0,129,20032,20032:129
-11,0,63,20004,20004:63
2,0,71,10002,10002:71
0,0,83,10076,10076:83
2,0,41,20078,20078:41
-2,0,115,10066,10066:115
2,0,41,10095,10095:41
-1,0,99,10052,10052:99
-2,0,95,10046,10046:95
-1,0,137,20047,20047:137
2,0,109,20025,20025:109
0,0,113,20045,20045:113
1,0,45,10033,10033:45
-1,0,77,10002,10002:77
2,0,83,10039,10039:83
0,0,131,20032,20032:131
4,0,129,20023,20023:129
4,0,10,10060,10060:10
-1,0,115,10122,10122:115
-2,0,85,10076,10076:85
0,0,113,10013,10013:113
-3,0,41,10030,10030:41
0,0,45,10095,10095:45
0,0,101,10052,10052:101
4,0,67,20086,20086:67
0,0,95,10133,10133:95
0,0,105,10064,10064:105
0,0,113,20014,20014:113
-1,0,121,10054,10054:121
0,0,113,20021,20021:113
0,0,14,10026,10026:14
-2,0,99,10009,10009:99
-8,0,53,10035,10035:53
0,0,105,10052,10052:105
0,0,113,20055,20055:113
-11,0,67,20004,20004:67
-2,0,37,10109,10109:37
0,0,45,20065,20065:45
2,0,45,20078,20078:45
-11,0,121,20045,20045:121
4,0,69,20086,20086:69
-1,0,95,10004,10004:95
-4,0,99,10046,10046:99
0,0,131,20021,20021:131
0,0,77,10083,10083:77
4,0,81,10002,10002:81
-2,0,101,10009,10009:101
-2,0,55,10035,10035:55
-6,0,121,10066,10066:121
-2,0,10,10115,10115:10
0,0,115,20055,20055:115
1,0,105,10074,10074:105
-11,0,69,20004,20004:69
1,0,14,10060,10060:14
-2,0,121,10122,10122:121
0,0,2,20048,20048:2
1,0,115,10131,10131:115
-2,0,105,10009,10009:105
0,0,131,20014,20014:131
-2,0,101,10046,10046:101
1,0,95,10099,10099:95
3,0,63,20008,20008:63
0,0,137,20021,20021:137
3,0,37,20081,20081:37
7,0,83,10002,10002:83
0,0,137,20032,20032:137
4,0,14,10115,10115:14
0,0,83,20018,20018:83
-2,0,105,10046,10046:105
12,0,71,20004,20004:71
-2,0,41,10109,10109:41
-6,0,33,10088,10088:33
-1,0,115,10071,10071:115
0,0,139,20032,20032:139
0,0,53,20078,20078:53
0,0,137,20014,20014:137
0,0,131,10116,10116:131
-1,0,21,10026,10026:21
0,0,63,10062,10062:63
0,0,74,20004,20004:74
7,0,85,10002,10002:85
4,0,137,10078,10078:137
2,0,131,10122,10122:131
-2,0,109,10009,10009:109
1,0,99,10101,10101:99
-1,0,129,10054,10054:129
5,0,95,10039,10039:95
0,0,113,10052,10052:113
0,0,23,10026,10026:23
5,0,139,20023,20023:139
-1,0,55,20078,20078:55
0,0,77,10028,10028:77
1,0,101,20037,20037:101
-3,0,109,10046,10046:109
0,0,95,10076,10076:95
0,0,77,20004,20004:77
1,0,41,20081,20081:41
0,0,55,10047,10047:55
2,0,21,10060,10060:21
2,0,81,20086,20086:81
4,0,101,10101,10101:101
-4,0,37,10088,10088:37
0,0,115,10052,10052:115
1,0,63,10095,10095:63
0,0,135,10116,10116:135
3,0,131,10066,10066:131
2,0,137,10013,10013:137
0,0,2,20035,20035:2
2,0,67,10062,10062:67
-1,0,105,10101,10101:105
0,0,131,20045,20045:131
-4,0,21,10115,10115:21
-1,0,27,10026,10026:27
11,0,129,20067,20067:129
0,0,63,20039,20039:63
0,0,129,20055,20055:129
0,0,99,10039,10039:99
-2,0,113,10046,10046:113
2,0,109,20037,20037:109
4,0,99,10076,10076:99
4,0,23,10115,10115:23
-1,0,2,20024,20024:2
-1,0,115,10009,10009:115
1,0,63,10033,10033:63
4,0,137,10122,10122:137
3,0,131,20067,20067:131
0,0,37,20042,20042:37
3,0,115,10097,10097:115
0,0,131,20055,20055:131
0,0,135,10054,10054:135
1,0,95,10002,10002:95
2,0,109,10101,10101:109
0,0,101,10039,10039:101
-4,0,139,10122,10122:139
-1,0,115,10046,10046:115
2,0,67,10095,10095:67
-2,0,83,10028,10028:83
-7,0,135,10066,10066:135
2,0,33,10060,10060:33
4,0,101,10076,10076:101
-8,0,83,20004,20004:83
0,0,14,20035,20035:14
0,0,33,10026,10026:33
-15,0,135,20045,20045:135
0,0,105,10039,10039:105
0,0,121,10052,10052:121
3,0,10,20016,20016:10
-2,0,27,10020,10020:27
-2,0,27,10115,10115:27
2,0,121,10048,10048:121
0,0,63,20078,20078:63
-1,0,115,10004,10004:115
1,0,69,10095,10095:69
0,0,115,10133,10133:115
2,0,137,10066,10066:137
0,0,105,20018,20018:105
-2,0,129,10131,10131:129
-8,0,85,20004,20004:85
1,0,69,10033,10033:69
6,0,21,10086,10086:21
1,0,137,20067,20067:137
3,0,113,10101,10101:113
0,0,137,20055,20055:137
1,0,101,10002,10002:101
-10,0,139,20045,20045:139
-3,0,121,10009,10009:121
1,0,109,10039,10039:109
6,0,71,10095,10095:71
4,0,95,20086,20086:95
3,0,37,10060,10060:37
2,0,2,10125,10125:2
4,0,109,10076,10076:109
-1,0,37,10026,10026:37
1,0,105,10002,10002:105
-2,0,27,10034,10034:27
-1,0,74,10105,10105:74
2,0,137,20057,20057:137
-1,0,121,10046,10046:121
7,0,41,20087,20087:41
0,0,81,10095,10095:81
1,0,115,10101,10101:115
0,0,2,20056,20056:2
0,0,63,10109,10109:63
7,0,101,10062,10062:101
-2,0,67,20078,20078:67
-1,0,74,10035,10035:74
-1,0,2,10067,10067:2
0,0,77,10033,10033:77
-3,0,10,20024,20024:10
0,0,33,10115,10115:33
-1,0,105,10062,10062:105
-1,0,2,10055,10055:2
-1,0,121,10004,10004:121
0,0,2,20068,20068:2
-13,0,83,10095,10095:83
-4,0,109,10055,10055:109
1,0,113,10039,10039:113
-2,0,69,20078,20078:69
-3,0,69,10030,10030:69
0,0,33,10080,10080:33
0,0,129,10052,10052:129
4,0,101,20086,20086:101
0,0,41,10060,10060:41
-3,0,135,10071,10071:135
-9,0,14,20024,20024:14
0,0,113,20018,20018:113
6,0,129,10048,10048:129
0,0,63,20081,20081:63
1,0,21,20016,20016:21
-1,0,85,10095,10095:85
5,0,105,20086,20086:105
3,0,2,10098,10098:2
1,0,115,10039,10039:115
4,0,10,20056,20056:10
0,0,67,10109,10109:67
-9,0,113,10002,10002:113
0,0,71,20078,20078:71
-4,0,71,10030,10030:71
4,0,131,10052,10052:131
0,0,137,10131,10131:137
5,0,115,10076,10076:115
2,0,121,10101,10101:121
-3,0,45,10026,10026:45
-2,0,37,10115,10115:37
-2,0,63,10018,10018:63
1,0,95,10028,10028:95
0,0,74,20078,20078:74
-7,0,95,20004,20004:95
-2,0,69,10109,10109:69
-4,0,121,10002,10002:121
1,0,109,10103,10103:109
1,0,21,20022,20022:21
10,0,135,10052,10052:135
3,0,37,10080,10080:37
-3,0,129,10046,10046:129
1,0,10,10125,10125:10
1,0,83,10033,10033:83
0,0,77,20078,20078:77
-5,0,27,10108,10108:27
-1,0,67,20081,20081:67
0,0,55,20068,20068:55
0,0,115,10011,10011:115
-3,0,71,10109,10109:71
2,0,139,10048,10048:139
1,0,137,10052,10052:137
0,0,131,10046,10046:131
-4,0,129,10004,10004:129
-6,0,10,10067,10067:10
-11,0,21,20024,20024:21
2,0,2,10073,10073:2
11,0,85,10033,10033:85
0,0,121,10039,10039:121
-1,0,95,10095,10095:95
1,0,41,10115,10115:41
-2,0,74,10109,10109:74
-1,0,10,10055,10055:10
-1,0,53,10026,10026:53
-5,0,69,20081,20081:69
4,0,121,10076,10076:121
0,0,45,20035,20035:45
3,0,21,20056,20056:21
-1,0,2,10132,10132:2
0,0,2,20026,20026:2
2,0,137,10090,10090:137
-1,0,23,20024,20024:23
5,0,113,20086,20086:113
-1,0,139,10037,10037:139
0,0,33,20016,20016:33
0,0,14,10125,10125:14
-2,0,55,10111,10111:55
2,0,81,20078,20078:81
-1,0,137,10009,10009:137
-1,0,55,10026,10026:55
-4,0,71,20081,20081:71
3,0,23,20056,20056:23
1,0,109,10125,10125:109
2,0,10,10098,10098:10
4,0,129,10101,10101:129
15,0,109,20073,20073:109
-1,0,139,10009,10009:139
3,0,115,20086,20086:115
-3,0,135,10046,10046:135
2,0,14,10067,10067:14
-15,0,105,20004,20004:105
11,0,10,20062,20062:10
0,0,101,10095,10095:101
-2,0,45,10115,10115:45
2,0,83,20078,20078:83
9,0,63,20068,20068:63
1,0,53,10080,10080:53
-1,0,121,10083,10083:121
-1,0,69,10042,10042:69
0,0,131,10101,10101:131
-2,0,113,10006,10006:113
0,0,67,10088,10088:67
-1,0,109,10049,10049:109
0,0,105,10095,10095:105
-2,0,77,10018,10018:77
-1,0,137,10046,10046:137
3,0,77,20081,20081:77
1,0,37,20016,20016:37
1,0,139,10002,10002:139
-2,0,41,20048,20048:41
1,0,71,10042,10042:71
-2,0,115,10006,10006:115
-1,0,69,10088,10088:69
-2,0,27,10006,10006:27
1,0,21,10125,10125:21
4,0,27,10110,10110:27
-2,0,2,10010,10010:2
-1,0,129,10076,10076:129
6,0,45,10086,10086:45
2,0,109,10095,10095:109
-13,0,67,20068,20068:67
-3,0,53,10115,10115:53
2,0,139,20037,20037:139
-3,0,45,20048,20048:45
-5,0,115,20073,20073:115
1,0,135,10101,10101:135
2,0,27,10117,10117:27
-1,0,2,10003,10003:2
0,0,10,10132,10132:10
-2,0,105,10035,10035:105
1,0,10,20026,20026:10
1,0,23,10125,10125:23
0,0,99,10033,10033:99
-1,0,21,10067,10067:21
-1,0,2,10047,10047:2
-7,0,81,20081,20081:81
-1,0,33,20024,20024:33
10,0,10,10053,10053:10
-1,0,131,10076,10076:131
0,0,129,10011,10011:129
0,0,113,10028,10028:113
0,0,63,10026,10026:63
-3,0,71,20035,20035:71
14,0,113,20004,20004:113
-4,0,55,10020,10020:55
-5,0,55,10115,10115:55
1,0,137,10101,10101:137
0,0,33,20056,20056:33
-2,0,23,10067,10067:23
0,0,23,20046,20046:23
0,0,135,10039,10039:135
-1,0,83,10018,10018:83
0,0,101,10033,10033:101
0,0,74,20035,20035:74
1,0,63,10060,10060:63
2,0,113,10095,10095:113
-1,0,115,10028,10028:115
2,0,27,10125,10125:27
6,0,115,20004,20004:115
0,0,139,20018,20018:139
-1,0,21,10098,10098:21
1,0,14,10132,10132:14
1,0,95,20078,20078:95
-1,0,55,10086,10086:55
-6,0,85,10018,10018:85
0,0,77,20035,20035:77
-6,0,37,20024,20024:37
-2,0,14,10053,10053:14
6,0,115,10095,10095:115
1,0,67,10026,10026:67
2,0,27,10067,10067:27
0,0,27,20046,20046:27
-1,0,129,20086,20086:129
-3,0,10,10063,10063:10
2,0,129,10044,10044:129
-1,0,27,10055,10055:27
1,0,37,20056,20056:37
-1,0,53,20016,20016:53
3,0,67,10060,10060:67
-2,0,10,10010,10010:10
0,0,69,10026,10026:69
-3,0,2,10102,10102:2
2,0,131,20086,20086:131
1,0,41,10091,10091:41
-1,0,10,10003,10003:10
1,0,2,20019,20019:2
-1,0,101,20078,20078:101
2,0,2,10040,10040:2
0,0,81,20035,20035:81
-2,0,10,10047,10047:10
0,0,21,10073,10073:21
0,0,105,10036,10036:105
3,0,121,10095,10095:121
1,0,135,10103,10103:135
2,0,71,10026,10026:71
-2,0,63,10115,10115:63
-2,0,105,20078,20078:105
0,0,63,20048,20048:63
0,0,21,10132,10132:21
2,0,41,20056,20056:41
13,0,14,10003,10003:14
-7,0,115,10033,10033:115
0,0,23,10073,10073:23
-2,0,33,10067,10067:33
0,0,77,10026,10026:77
-2,0,21,10053,10053:21
-1,0,45,20024,20024:45
0,0,2,10077,10077:2
0,0,71,10060,10060:71
-2,0,14,10010,10010:14
-2,0,33,10055,10055:33
0,0,101,20068,20068:101
2,0,14,20078,20078:14
3,0,135,20086,20086:135
1,0,95,20081,20081:95
1,0,45,20056,20056:45
1,0,23,10053,10053:23
-2,0,109,20078,20078:109
4,0,14,10047,10047:14
-2,0,2,10012,10012:2
-15,0,37,10055,10055:37
0,0,95,10018,10018:95
1,0,67,10115,10115:67
4,0,137,20086,20086:137
-1,0,129,10028,10028:129
5,0,33,10098,10098:33
-6,0,67,20048,20048:67
6,0,14,20039,20039:14
14,0,139,20086,20086:139
0,0,37,10067,10067:37
2,0,81,10026,10026:81
2,0,37,20046,20046:37
14,0,113,20068,20068:113
1,0,27,10035,10035:27
0,0,53,20024,20024:53
-5,0,27,10053,10053:27
-3,0,69,10115,10115:69
1,0,121,10033,10033:121
-1,0,10,10102,10102:10
-4,0,21,10063,10063:21
-9,0,99,20081,20081:99
0,0,63,20016,20016:63
-1,0,69,20048,20048:69
2,0,21,10003,10003:21
-4,0,113,20078,20078:113
2,0,69,10086,10086:69
-13,0,129,10095,10095:129
1,0,53,20056,20056:53
0,0,85,10026,10026:85
0,0,2,10104,10104:2
1,0,41,10125,10125:41
3,0,10,10077,10077:10
4,0,137,10117,10117:137
0,0,41,10112,10112:41
-3,0,45,10055,10055:45
-6,0,23,10063,10063:23
12,0,71,10115,10115:71
4,0,23,10003,10003:23
4,0,37,10098,10098:37
6,0,131,20004,20004:131
11,0,71,20048,20048:71
10,0,135,20073,20073:135
2,0,71,10086,10086:71
-2,0,109,10109,10109:109
-14,0,74,10115,10115:74
0,0,74,20048,20048:74
3,0,74,10086,10086:74
-4,0,14,10102,10102:14
0,0,95,20035,20035:95
0,0,67,20016,20016:67
-4,0,33,10049,10049:33
9,0,23,10047,10047:23
2,0,21,20039,20039:21
-4,0,27,10063,10063:27
-1,0,77,10115,10115:77
0,0,37,20054,20054:37
0,0,27,10003,10003:27
4,0,129,10033,10033:129
0,0,131,10132,10132:131
-2,0,10,10012,10012:10
-3,0,63,20063,20063:63
0,0,33,20047,20047:33
-4,0,23,10005,10005:23
-2,0,27,10010,10010:27
1,0,101,10080,10080:101
1,0,113,10109,10109:113
3,0,109,10116,10116:109
3,0,137,10095,10095:137
0,0,139,10028,10028:139
0,0,37,10073,10073:37
-1,0,129,10047,10047:129
1,0,105,10080,10080:105
-2,0,27,10047,10047:27
-2,0,33,10100,10100:33
0,0,105,10088,10088:105
2,0,95,10026,10026:95
0,0,109,10018,10018:109
4,0,33,10040,10040:33
0,0,99,20035,20035:99
1,0,71,20016,20016:71
0,0,37,10132,10132:37
-4,0,37,10049,10049:37
0,0,37,20026,20026:37
-4,0,135,10067,10067:135
5,0,53,10019,10019:53
-3,0,81,10115,10115:81
-6,0,27,10005,10005:27
5,0,139,20004,20004:139
-15,0,27,20020,20020:27
12,0,53,20046,20046:53
2,0,37,10077,10077:37
0,0,129,20088,20088:129
-4,0,21,10102,10102:21
-3,0,2,20069,20069:2
2,0,95,10060,10060:95
0,0,53,10067,10067:53
0,0,101,20035,20035:101
-4,0,33,10003,10003:33
1,0,109,10080,10080:109
-1,0,137,20008,20008:137
0,0,121,10102,10102:121
-3,0,27,10056,10056:27
0,0,2,10096,10096:2
2,0,137,10033,10033:137
11,0,83,10020,10020:83
2,0,83,10115,10115:83
-2,0,139,10003,10003:139
-1,0,41,10073,10073:41
-2,0,33,10010,10010:33
2,0,105,10111,10111:105
0,0,77,20016,20016:77
0,0,41,10077,10077:41
1,0,55,10125,10125:55
0,0,10,20087,20087:10
-2,0,99,10026,10026:99
-2,0,115,20081,20081:115
-2,0,55,10067,10067:55
2,0,99,10027,10027:99
0,0,41,10132,10132:41
-4,0,41,10049,10049:41
0,0,41,20026,20026:41
0,0,113,10088,10088:113
-2,0,33,10047,10047:33
0,0,67,20022,20022:67
4,0,85,10115,10115:85
-1,0,45,10053,10053:45
-2,0,135,10047,10047:135
0,0,135,20039,20039:135
-2,0,115,10018,10018:115
14,0,27,20005,20005:27
-1,0,101,10026,10026:101
-7,0,45,20019,20019:45
-3,0,33,10005,10005:33
-2,0,27,10102,10102:27
2,0,53,10098,10098:53
-1,0,67,20056,20056:67
-2,0,63,10055,10055:63
0,0,69,20022,20022:69
-1,0,105,10026,10026:105
10,0,109,20089,20089:109
0,0,137,20026,20026:137
-4,0,37,10010,10010:37
0,0,81,20016,20016:81
-2,0,53,10077,10077:53
0,0,135,20088,20088:135
0,0,14,20087,20087:14
0,0,63,10117,10117:63
1,0,101,10060,10060:101
2,0,2,20009,20009:2
11,0,109,20062,20062:109
9,0,63,10041,10041:63
-2,0,2,10034,10034:2
-1,0,131,20078,20078:131
-1,0,37,10047,10047:37
1,0,55,20019,20019:55
2,0,63,10125,10125:63
14,0,83,20016,20016:83
3,0,55,10077,10077:55
-2,0,53,10073,10073:53
4,0,113,10111,10111:113
-2,0,109,10026,10026:109
-2,0,10,20069,20069:10
-2,0,33,10102,10102:33
-1,0,37,10005,10005:37
-9,0,99,20011,20011:99
-10,0,45,20029,20029:45
-2,0,77,20024,20024:77
-2,0,10,10096,10096:10
-3,0,131,10010,10010:131
-2,0,74,10014,10014:74
15,0,85,20016,20016:85
1,0,45,20039,20039:45
0,0,55,10073,10073:55
10,0,131,20062,20062:131
1,0,63,10067,10067:63
1,0,74,20056,20056:74
0,0,83,20084,20084:83
-2,0,53,10049,10049:53
-2,0,41,10047,10047:41
3,0,2,20028,20028:2
-1,0,23,10036,10036:23
12,0,137,20009,20009:137
0,0,81,20046,20046:81
0,0,21,20087,20087:21
1,0,115,10026,10026:115
1,0,77,20056,20056:77
-6,0,95,10115,10115:95
4,0,69,10117,10117:69
-7,0,85,20084,20084:85
1,0,14,20069,20069:14
0,0,41,10005,10005:41
-3,0,77,10055,10055:77
-2,0,81,20024,20024:81
-4,0,14,10096,10096:14
-3,0,55,10049,10049:55
-1,0,45,10047,10047:45
0,0,23,20087,20087:23
0,0,2,20089,20089:2
-1,0,121,10042,10042:121
0,0,83,20046,20046:83
0,0,113,20074,20074:113
1,0,71,10125,10125:71
3,0,121,20035,20035:121
-7,0,74,20082,20082:74
-2,0,33,10012,10012:33
0,0,67,10067,10067:67
-2,0,71,10117,10117:71
-13,0,53,10100,10100:53
-9,0,99,10020,10020:99
3,0,63,10120,10120:63
-3,0,10,10034,10034:10
1,0,74,10125,10125:74
6,0,101,10086,10086:101
5,0,53,10003,10003:53
2,0,131,10080,10080:131
2,0,74,10117,10117:74
1,0,105,20048,20048:105
2,0,71,10112,10112:71
1,0,81,20056,20056:81
-6,0,99,10115,10115:99
-1,0,69,10067,10067:69
-6,0,129,10018,10018:129
0,0,27,20087,20087:27
0,0,95,20080,20080:95
15,0,77,10053,10053:77
2,0,77,10125,10125:77
-2,0,53,10010,10010:53
-1,0,67,20019,20019:67
13,0,71,10040,10040:71
0,0,101,20005,20005:101
2,0,69,10077,10077:69
-1,0,63,10073,10073:63
-3,0,105,10020,10020:105
1,0,23,10050,10050:23
-1,0,105,10133,10133:105
-4,0,37,10012,10012:37
0,0,83,20056,20056:83
-2,0,101,10115,10115:101
-1,0,137,20081,20081:137
-3,0,109,10029,10029:109
9,0,67,10098,10098:67
0,0,137,10109,10109:137
-2,0,21,10096,10096:21
-2,0,55,10010,10010:55
0,0,77,20019,20019:77
-4,0,105,10115,10115:105
2,0,135,10080,10080:135
-2,0,74,10067,10067:74
-3,0,23,20069,20069:23
6,0,139,10109,10109:139
0,0,105,20037,20037:105
-5,0,113,10096,10096:113
-2,0,113,10029,10029:113
-3,0,23,10096,10096:23
3,0,69,10098,10098:69
-1,0,81,10053,10053:81
0,0,33,20074,20074:33
-2,0,23,10029,10029:23
4,0,85,20019,20019:85
-2,0,77,10067,10067:77
0,0,81,10117,10117:81
-2,0,10,20089,20089:10
-1,0,67,20054,20054:67
-2,0,135,10012,10012:135
-2,0,67,10073,10073:67
-1,0,53,10102,10102:53
2,0,139,10082,10082:139
-1,0,129,20057,20057:129
3,0,37,20057,20057:37
-2,0,115,10029,10029:115
9,0,109,10115,10115:109
0,0,113,20048,20048:113
0,0,101,20046,20046:101
-1,0,131,10042,10042:131
2,0,71,10098,10098:71
3,0,63,10003,10003:63
0,0,27,20069,20069:27
-1,0,55,10005,10005:55
4,0,14,20089,20089:14
-1,0,69,20054,20054:69
0,0,69,10073,10073:69
0,0,55,10102,10102:55
0,0,105,20046,20046:105
6,0,2,20082,20082:2
2,0,74,10120,10120:74
1,0,41,10036,10036:41
11,0,21,20009,20009:21
0,0,129,10026,10026:129
2,0,2,10110,10110:2
-2,0,21,10034,10034:21
0,0,37,20074,20074:37
1,0,137,10111,10111:137
-2,0,67,10035,10035:67
-1,0,63,10047,10047:63
0,0,71,20054,20054:71
0,0,95,20024,20024:95
0,0,113,10115,10115:113
-7,0,115,10061,10061:115
2,0,41,20025,20025:41
0,0,131,10026,10026:131
-2,0,23,10034,10034:23
8,0,129,20017,20017:129
-1,0,135,10042,10042:135
0,0,109,20016,20016:109
-2,0,67,10003,10003:67
1,0,71,10132,10132:71
0,0,137,20035,20035:137
3,0,95,20056,20056:95
-4,0,14,10108,10108:14
0,0,101,20019,20019:101
-2,0,41,10104,10104:41
1,0,33,10071,10071:33
10,0,135,20089,20089:135
0,0,113,20046,20046:113
-1,0,115,10115,10115:115
0,0,2,10019,10019:2
0,0,67,10100,10100:67
2,0,121,20048,20048:121
0,0,14,20080,20080:14
0,0,77,10073,10073:77
-2,0,105,10055,10055:105
0,0,41,20074,20074:41
3,0,21,20089,20089:21
0,0,53,10036,10036:53
-1,0,67,10047,10047:67
3,0,85,10067,10067:85
-2,0,105,10053,10053:105
0,0,115,20046,20046:115
-1,0,101,20024,20024:101
-2,0,135,10026,10026:135
2,0,95,10117,10117:95
-2,0,14,20063,20063:14
0,0,131,10084,10084:131
13,0,63,10005,10005:63
-3,0,105,20024,20024:105
0,0,2,20036,20036:2
-2,0,101,20056,20056:101
