a,g,item,resp,id,b,s,m,r2
23,F,S1WantScold,perhaps,213,scold,other,want,Y
20,M,S1WantScold,no,214,scold,other,want,N
19,M,S1WantScold,perhaps,215,scold,other,want,Y
14,F,S1WantScold,perhaps,216,scold,other,want,Y
18,M,S1WantScold,perhaps,217,scold,other,want,Y
22,M,S1WantScold,yes,218,scold,other,want,Y
23,M,S1WantScold,no,219,scold,other,want,N
24,M,S1WantScold,yes,220,scold,other,want,Y
20,F,S1WantScold,perhaps,221,scold,other,want,Y
22,F,S1WantScold,yes,222,scold,other,want,Y
19,F,S1WantScold,perhaps,223,scold,other,want,Y
19,F,S1WantScold,no,224,scold,other,want,N
11,M,S1WantScold,yes,225,scold,other,want,Y
26,F,S1WantScold,no,226,scold,other,want,N
19,F,S1WantScold,yes,227,scold,other,want,Y
11,M,S1WantScold,yes,228,scold,other,want,Y
13,F,S1WantScold,no,229,scold,other,want,N
19,F,S1WantScold,perhaps,230,scold,other,want,Y
17,F,S1WantScold,perhaps,231,scold,other,want,Y
16,M,S1WantScold,no,232,scold,other,want,N
18,F,S1WantScold,yes,233,scold,other,want,Y
27,M,S1WantScold,perhaps,234,scold,other,want,Y
18,F,S1WantScold,perhaps,235,scold,other,want,Y
17,F,S1WantScold,yes,236,scold,other,want,Y
20,F,S1WantScold,yes,237,scold,other,want,Y
18,F,S1WantScold,perhaps,238,scold,other,want,Y
14,F,S1WantScold,perhaps,239,scold,other,want,Y
17,F,S1WantScold,no,240,scold,other,want,N
18,F,S1WantScold,perhaps,241,scold,other,want,Y
15,F,S1WantScold,yes,242,scold,other,want,Y
18,F,S1WantScold,perhaps,243,scold,other,want,Y
27,F,S1WantScold,yes,244,scold,other,want,Y
22,F,S1WantScold,no,245,scold,other,want,N
18,F,S1WantScold,yes,246,scold,other,want,Y
30,M,S1WantScold,no,247,scold,other,want,N
13,F,S1WantScold,yes,248,scold,other,want,Y
22,M,S1WantScold,yes,249,scold,other,want,Y
19,F,S1WantScold,yes,250,scold,other,want,Y
13,F,S1WantScold,no,251,scold,other,want,N
34,F,S1WantScold,yes,252,scold,other,want,Y
19,F,S1WantScold,yes,253,scold,other,want,Y
23,M,S1WantScold,no,254,scold,other,want,N
21,F,S1WantScold,no,255,scold,other,want,N
18,F,S1WantScold,perhaps,256,scold,other,want,Y
18,F,S1WantScold,perhaps,257,scold,other,want,Y
15,M,S1WantScold,no,258,scold,other,want,N
21,M,S1WantScold,yes,259,scold,other,want,Y
26,F,S1WantScold,yes,260,scold,other,want,Y
19,F,S1WantScold,yes,261,scold,other,want,Y
34,F,S1WantScold,yes,262,scold,other,want,Y
20,F,S1WantScold,yes,263,scold,other,want,Y
21,F,S1WantScold,yes,264,scold,other,want,Y
26,F,S1WantScold,perhaps,265,scold,other,want,Y
23,F,S1WantScold,yes,266,scold,other,want,Y
14,F,S1WantScold,yes,267,scold,other,want,Y
23,F,S1WantScold,yes,268,scold,other,want,Y
17,F,S1WantScold,perhaps,269,scold,other,want,Y
18,F,S1WantScold,yes,270,scold,other,want,Y
19,F,S1WantScold,no,271,scold,other,want,N
25,F,S1WantScold,yes,272,scold,other,want,Y
20,M,S1WantScold,yes,273,scold,other,want,Y
26,F,S1WantScold,yes,274,scold,other,want,Y
21,F,S1WantScold,yes,275,scold,other,want,Y
15,F,S1WantScold,no,276,scold,other,want,N
18,F,S1WantScold,perhaps,277,scold,other,want,Y
21,F,S1WantScold,perhaps,278,scold,other,want,Y
17,F,S1WantScold,no,279,scold,other,want,N
15,F,S1WantScold,no,280,scold,other,want,N
22,F,S1WantScold,yes,281,scold,other,want,Y
19,M,S1WantScold,perhaps,282,scold,other,want,Y
19,M,S1WantScold,perhaps,283,scold,other,want,Y
18,F,S1WantScold,perhaps,284,scold,other,want,Y
18,F,S1WantScold,yes,285,scold,other,want,Y
16,M,S1WantScold,yes,286,scold,other,want,Y
22,F,S1WantScold,perhaps,287,scold,other,want,Y
19,F,S1WantScold,no,288,scold,other,want,N
25,F,S1WantScold,yes,289,scold,other,want,Y
17,M,S1WantScold,no,290,scold,other,want,N
30,F,S1WantScold,no,291,scold,other,want,N
29,F,S1WantScold,perhaps,292,scold,other,want,Y
27,F,S1WantScold,yes,293,scold,other,want,Y
18,F,S1WantScold,perhaps,294,scold,other,want,Y
27,F,S1WantScold,yes,295,scold,other,want,Y
31,F,S1WantScold,perhaps,296,scold,other,want,Y
19,F,S1WantScold,no,297,scold,other,want,N
18,M,S1WantScold,no,298,scold,other,want,N
17,F,S1WantScold,yes,299,scold,other,want,Y
15,F,S1WantScold,perhaps,300,scold,other,want,Y
20,F,S1WantScold,perhaps,301,scold,other,want,Y
24,F,S1WantScold,perhaps,302,scold,other,want,Y
12,M,S1WantScold,perhaps,303,scold,other,want,Y
16,M,S1WantScold,yes,304,scold,other,want,Y
20,F,S1WantScold,yes,305,scold,other,want,Y
33,M,S1WantScold,yes,306,scold,other,want,Y
17,F,S1WantScold,no,307,scold,other,want,N
13,F,S1WantScold,perhaps,308,scold,other,want,Y
14,F,S1WantScold,yes,309,scold,other,want,Y
23,F,S1WantScold,yes,310,scold,other,want,Y
24,M,S1WantScold,yes,311,scold,other,want,Y
17,M,S1WantScold,yes,312,scold,other,want,Y
20,F,S1WantScold,yes,313,scold,other,want,Y
25,F,S1WantScold,no,314,scold,other,want,N
23,F,S1WantScold,yes,315,scold,other,want,Y
12,F,S1WantScold,perhaps,316,scold,other,want,Y
20,M,S1WantShout,no,1,shout,other,want,N
11,M,S1WantShout,no,2,shout,other,want,N
17,F,S1WantShout,perhaps,3,shout,other,want,Y
21,F,S1WantShout,perhaps,4,shout,other,want,Y
17,F,S1WantShout,perhaps,5,shout,other,want,Y
21,F,S1WantShout,no,6,shout,other,want,N
39,F,S1WantShout,yes,7,shout,other,want,Y
21,F,S1WantShout,no,8,shout,other,want,N
24,F,S1WantShout,no,9,shout,other,want,N
16,F,S1WantShout,yes,10,shout,other,want,Y
15,F,S1WantShout,yes,11,shout,other,want,Y
18,F,S1WantShout,yes,12,shout,other,want,Y
36,M,S1WantShout,perhaps,13,shout,other,want,Y
22,M,S1WantShout,yes,14,shout,other,want,Y
16,F,S1WantShout,no,15,shout,other,want,N
18,F,S1WantShout,perhaps,16,shout,other,want,Y
23,F,S1WantShout,no,17,shout,other,want,N
16,F,S1WantShout,yes,18,shout,other,want,Y
21,F,S1WantShout,no,19,shout,other,want,N
25,F,S1WantShout,perhaps,20,shout,other,want,Y
22,F,S1WantShout,perhaps,21,shout,other,want,Y
15,F,S1WantShout,yes,22,shout,other,want,Y
26,F,S1WantShout,perhaps,23,shout,other,want,Y
13,F,S1WantShout,perhaps,24,shout,other,want,Y
33,F,S1WantShout,no,25,shout,other,want,N
17,F,S1WantShout,no,26,shout,other,want,N
17,F,S1WantShout,no,27,shout,other,want,N
22,F,S1WantShout,yes,28,shout,other,want,Y
21,M,S1WantShout,perhaps,29,shout,other,want,Y
17,F,S1WantShout,perhaps,30,shout,other,want,Y
19,F,S1WantShout,yes,31,shout,other,want,Y
18,M,S1WantShout,perhaps,32,shout,other,want,Y
33,M,S1WantShout,no,33,shout,other,want,N
19,F,S1WantShout,yes,34,shout,other,want,Y
25,F,S1WantShout,yes,35,shout,other,want,Y
17,F,S1WantShout,perhaps,36,shout,other,want,Y
12,F,S1WantShout,no,37,shout,other,want,N
14,F,S1WantShout,no,38,shout,other,want,N
25,M,S1WantShout,no,39,shout,other,want,N
22,M,S1WantShout,no,40,shout,other,want,N
20,F,S1WantShout,perhaps,41,shout,other,want,Y
25,F,S1WantShout,no,42,shout,other,want,N
12,F,S1WantShout,no,43,shout,other,want,N
16,F,S1WantShout,perhaps,44,shout,other,want,Y
23,F,S1WantShout,no,45,shout,other,want,N
19,F,S1WantShout,yes,46,shout,other,want,Y
22,F,S1WantShout,yes,47,shout,other,want,Y
15,F,S1WantShout,perhaps,48,shout,other,want,Y
25,F,S1WantShout,no,49,shout,other,want,N
35,F,S1WantShout,yes,50,shout,other,want,Y
24,F,S1WantShout,no,51,shout,other,want,N
24,F,S1WantShout,yes,52,shout,other,want,Y
13,F,S1WantShout,yes,53,shout,other,want,Y
26,F,S1WantShout,perhaps,54,shout,other,want,Y
25,F,S1WantShout,no,55,shout,other,want,N
20,F,S1WantShout,yes,56,shout,other,want,Y
27,F,S1WantShout,yes,57,shout,other,want,Y
19,F,S1WantShout,perhaps,58,shout,other,want,Y
15,M,S1WantShout,yes,59,shout,other,want,Y
18,F,S1WantShout,yes,60,shout,other,want,Y
26,F,S1WantShout,yes,61,shout,other,want,Y
26,F,S1WantShout,yes,62,shout,other,want,Y
23,F,S1WantShout,yes,63,shout,other,want,Y
20,F,S1WantShout,perhaps,64,shout,other,want,Y
18,F,S1WantShout,yes,65,shout,other,want,Y
30,F,S1WantShout,yes,66,shout,other,want,Y
24,F,S1WantShout,yes,67,shout,other,want,Y
22,F,S1WantShout,yes,68,shout,other,want,Y
19,F,S1WantShout,no,69,shout,other,want,N
13,F,S1WantShout,yes,70,shout,other,want,Y
17,F,S1WantShout,no,71,shout,other,want,N
29,F,S1WantShout,no,72,shout,other,want,N
12,F,S1WantShout,perhaps,73,shout,other,want,Y
19,F,S1WantShout,perhaps,74,shout,other,want,Y
23,F,S1WantShout,perhaps,75,shout,other,want,Y
11,F,S1WantShout,no,76,shout,other,want,N
18,F,S1WantShout,no,77,shout,other,want,N
22,F,S1WantShout,no,78,shout,other,want,N
22,M,S1WantShout,no,79,shout,other,want,N
19,M,S1WantShout,no,80,shout,other,want,N
19,M,S1WantShout,no,81,shout,other,want,N
21,F,S1WantShout,perhaps,82,shout,other,want,Y
25,F,S1WantShout,no,83,shout,other,want,N
19,F,S1WantShout,perhaps,84,shout,other,want,Y
26,F,S1WantShout,no,85,shout,other,want,N
18,F,S1WantShout,no,86,shout,other,want,N
20,F,S1WantShout,perhaps,87,shout,other,want,Y
17,F,S1WantShout,perhaps,88,shout,other,want,Y
17,M,S1WantShout,no,89,shout,other,want,N
16,F,S1WantShout,no,90,shout,other,want,N
22,F,S1WantShout,no,91,shout,other,want,N
16,F,S1WantShout,no,92,shout,other,want,N
19,M,S1WantShout,no,93,shout,other,want,N
20,M,S1WantShout,no,94,shout,other,want,N
22,F,S1WantShout,yes,95,shout,other,want,Y
18,F,S1WantShout,no,96,shout,other,want,N
26,F,S1WantShout,no,97,shout,other,want,N
23,F,S1WantShout,perhaps,98,shout,other,want,Y
15,F,S1WantShout,no,99,shout,other,want,N
18,F,S1WantShout,no,100,shout,other,want,N
27,F,S1WantShout,no,101,shout,other,want,N
21,F,S1WantShout,no,102,shout,other,want,N
21,F,S1WantShout,no,103,shout,other,want,N
15,F,S1WantShout,no,104,shout,other,want,N
17,F,S1WantShout,perhaps,105,shout,other,want,Y
15,F,S1WantShout,no,106,shout,other,want,N
23,F,S1WantShout,no,107,shout,other,want,N
23,F,S1WantShout,perhaps,108,shout,other,want,Y
19,F,S1WantShout,no,109,shout,other,want,N
21,F,S1WantShout,no,110,shout,other,want,N
18,F,S1WantShout,no,111,shout,other,want,N
18,F,S1WantShout,no,112,shout,other,want,N
16,F,S1WantShout,no,113,shout,other,want,N
20,F,S1WantShout,no,114,shout,other,want,N
24,F,S1WantShout,yes,115,shout,other,want,Y
26,F,S1WantShout,perhaps,116,shout,other,want,Y
20,F,S1WantShout,perhaps,117,shout,other,want,Y
22,F,S1WantShout,yes,118,shout,other,want,Y
16,M,S1WantShout,no,119,shout,other,want,N
18,M,S1WantShout,yes,120,shout,other,want,Y
19,F,S1WantShout,no,121,shout,other,want,N
25,F,S1WantShout,perhaps,122,shout,other,want,Y
22,F,S1WantShout,no,123,shout,other,want,N
23,M,S1WantShout,yes,124,shout,other,want,Y
21,F,S1WantShout,no,125,shout,other,want,N
13,F,S1WantShout,yes,126,shout,other,want,Y
16,F,S1WantShout,no,127,shout,other,want,N
21,F,S1WantShout,no,128,shout,other,want,N
15,F,S1WantShout,no,129,shout,other,want,N
23,F,S1WantShout,no,130,shout,other,want,N
17,F,S1WantShout,perhaps,131,shout,other,want,Y
14,F,S1WantShout,perhaps,132,shout,other,want,Y
29,F,S1WantShout,no,133,shout,other,want,N
24,F,S1WantShout,no,134,shout,other,want,N
15,F,S1WantShout,perhaps,135,shout,other,want,Y
25,F,S1WantShout,no,136,shout,other,want,N
17,F,S1WantShout,no,137,shout,other,want,N
17,M,S1WantShout,no,138,shout,other,want,N
28,M,S1WantShout,no,139,shout,other,want,N
15,F,S1WantShout,no,140,shout,other,want,N
19,F,S1WantShout,no,141,shout,other,want,N
26,F,S1WantShout,no,142,shout,other,want,N
18,F,S1WantShout,perhaps,143,shout,other,want,Y
11,F,S1WantShout,no,144,shout,other,want,N
25,F,S1WantShout,perhaps,145,shout,other,want,Y
28,F,S1WantShout,no,146,shout,other,want,N
25,F,S1WantShout,no,147,shout,other,want,N
14,F,S1WantShout,perhaps,148,shout,other,want,Y
17,F,S1WantShout,no,149,shout,other,want,N
18,F,S1WantShout,no,150,shout,other,want,N
22,M,S1WantShout,perhaps,151,shout,other,want,Y
17,F,S1WantShout,perhaps,152,shout,other,want,Y
15,M,S1WantShout,no,153,shout,other,want,N
16,M,S1WantShout,no,154,shout,other,want,N
22,M,S1WantShout,perhaps,155,shout,other,want,Y
21,F,S1WantShout,perhaps,156,shout,other,want,Y
19,F,S1WantShout,no,157,shout,other,want,N
21,F,S1WantShout,no,158,shout,other,want,N
16,F,S1WantShout,perhaps,159,shout,other,want,Y
17,F,S1WantShout,yes,160,shout,other,want,Y
15,M,S1WantShout,perhaps,161,shout,other,want,Y
27,M,S1WantShout,no,162,shout,other,want,N
21,M,S1WantShout,no,163,shout,other,want,N
19,F,S1WantShout,perhaps,164,shout,other,want,Y
17,F,S1WantShout,no,165,shout,other,want,N
21,F,S1WantShout,no,166,shout,other,want,N
24,M,S1WantShout,no,167,shout,other,want,N
20,F,S1WantShout,no,168,shout,other,want,N
16,M,S1WantShout,perhaps,169,shout,other,want,Y
14,F,S1WantShout,no,170,shout,other,want,N
14,F,S1WantShout,no,171,shout,other,want,N
20,M,S1WantShout,no,172,shout,other,want,N
23,F,S1WantShout,no,173,shout,other,want,N
23,M,S1WantShout,perhaps,174,shout,other,want,Y
23,F,S1WantShout,perhaps,175,shout,other,want,Y
23,F,S1WantShout,perhaps,176,shout,other,want,Y
18,M,S1WantShout,perhaps,177,shout,other,want,Y
22,F,S1WantShout,yes,178,shout,other,want,Y
20,F,S1WantShout,perhaps,179,shout,other,want,Y
23,F,S1WantShout,no,180,shout,other,want,N
16,M,S1WantShout,perhaps,181,shout,other,want,Y
18,F,S1WantShout,no,182,shout,other,want,N
12,F,S1WantShout,no,183,shout,other,want,N
17,F,S1WantShout,no,184,shout,other,want,N
21,F,S1WantShout,no,185,shout,other,want,N
21,F,S1WantShout,no,186,shout,other,want,N
16,F,S1WantShout,no,187,shout,other,want,N
19,M,S1WantShout,no,188,shout,other,want,N
19,M,S1WantShout,no,189,shout,other,want,N
13,M,S1WantShout,no,190,shout,other,want,N
31,M,S1WantShout,no,191,shout,other,want,N
23,F,S1WantShout,no,192,shout,other,want,N
25,F,S1WantShout,yes,193,shout,other,want,Y
19,F,S1WantShout,perhaps,194,shout,other,want,Y
11,F,S1WantShout,yes,195,shout,other,want,Y
28,F,S1WantShout,yes,196,shout,other,want,Y
27,F,S1WantShout,no,197,shout,other,want,N
16,M,S1WantShout,no,198,shout,other,want,N
16,M,S1WantShout,no,199,shout,other,want,N
16,F,S1WantShout,yes,200,shout,other,want,Y
13,F,S1WantShout,perhaps,201,shout,other,want,Y
21,M,S1WantShout,yes,202,shout,other,want,Y
19,M,S1WantShout,perhaps,203,shout,other,want,Y
20,F,S1WantShout,no,204,shout,other,want,N
13,M,S1WantShout,no,205,shout,other,want,N
15,M,S1WantShout,no,206,shout,other,want,N
14,F,S1WantShout,perhaps,207,shout,other,want,Y
15,F,S1WantShout,no,208,shout,other,want,N
23,M,S1WantShout,yes,209,shout,other,want,Y
13,M,S1WantShout,no,210,shout,other,want,N
21,M,S1WantShout,no,211,shout,other,want,N
19,F,S1WantShout,perhaps,212,shout,other,want,Y
23,F,S1WantShout,perhaps,213,shout,other,want,Y
20,M,S1WantShout,no,214,shout,other,want,N
19,M,S1WantShout,perhaps,215,shout,other,want,Y
14,F,S1WantShout,no,216,shout,other,want,N
18,M,S1WantShout,perhaps,217,shout,other,want,Y
22,M,S1WantShout,perhaps,218,shout,other,want,Y
23,M,S1WantShout,yes,219,shout,other,want,Y
24,M,S1WantShout,perhaps,220,shout,other,want,Y
20,F,S1WantShout,perhaps,221,shout,other,want,Y
22,F,S1WantShout,perhaps,222,shout,other,want,Y
19,F,S1WantShout,no,223,shout,other,want,N
19,F,S1WantShout,no,224,shout,other,want,N
11,M,S1WantShout,perhaps,225,shout,other,want,Y
26,F,S1WantShout,perhaps,226,shout,other,want,Y
19,F,S1WantShout,yes,227,shout,other,want,Y
11,M,S1WantShout,perhaps,228,shout,other,want,Y
13,F,S1WantShout,no,229,shout,other,want,N
19,F,S1WantShout,no,230,shout,other,want,N
17,F,S1WantShout,perhaps,231,shout,other,want,Y
16,M,S1WantShout,perhaps,232,shout,other,want,Y
18,F,S1WantShout,yes,233,shout,other,want,Y
27,M,S1WantShout,perhaps,234,shout,other,want,Y
18,F,S1WantShout,perhaps,235,shout,other,want,Y
17,F,S1WantShout,no,236,shout,other,want,N
20,F,S1WantShout,no,237,shout,other,want,N
18,F,S1WantShout,no,238,shout,other,want,N
14,F,S1WantShout,no,239,shout,other,want,N
17,F,S1WantShout,no,240,shout,other,want,N
18,F,S1WantShout,perhaps,241,shout,other,want,Y
15,F,S1WantShout,perhaps,242,shout,other,want,Y
18,F,S1WantShout,perhaps,243,shout,other,want,Y
27,F,S1WantShout,perhaps,244,shout,other,want,Y
22,F,S1WantShout,no,245,shout,other,want,N
18,F,S1WantShout,yes,246,shout,other,want,Y
30,M,S1WantShout,no,247,shout,other,want,N
13,F,S1WantShout,no,248,shout,other,want,N
22,M,S1WantShout,yes,249,shout,other,want,Y
19,F,S1WantShout,yes,250,shout,other,want,Y
13,F,S1WantShout,no,251,shout,other,want,N
34,F,S1WantShout,yes,252,shout,other,want,Y
19,F,S1WantShout,yes,253,shout,other,want,Y
23,M,S1WantShout,no,254,shout,other,want,N
21,F,S1WantShout,perhaps,255,shout,other,want,Y
18,F,S1WantShout,no,256,shout,other,want,N
18,F,S1WantShout,yes,257,shout,other,want,Y
15,M,S1WantShout,no,258,shout,other,want,N
21,M,S1WantShout,perhaps,259,shout,other,want,Y
26,F,S1WantShout,yes,260,shout,other,want,Y
19,F,S1WantShout,yes,261,shout,other,want,Y
34,F,S1WantShout,yes,262,shout,other,want,Y
20,F,S1WantShout,yes,263,shout,other,want,Y
21,F,S1WantShout,perhaps,264,shout,other,want,Y
26,F,S1WantShout,no,265,shout,other,want,N
23,F,S1WantShout,no,266,shout,other,want,N
14,F,S1WantShout,no,267,shout,other,want,N
23,F,S1WantShout,perhaps,268,shout,other,want,Y
17,F,S1WantShout,perhaps,269,shout,other,want,Y
18,F,S1WantShout,perhaps,270,shout,other,want,Y
19,F,S1WantShout,no,271,shout,other,want,N
25,F,S1WantShout,yes,272,shout,other,want,Y
20,M,S1WantShout,yes,273,shout,other,want,Y
26,F,S1WantShout,no,274,shout,other,want,N
21,F,S1WantShout,yes,275,shout,other,want,Y
15,F,S1WantShout,no,276,shout,other,want,N
18,F,S1WantShout,perhaps,277,shout,other,want,Y
21,F,S1WantShout,no,278,shout,other,want,N
17,F,S1WantShout,no,279,shout,other,want,N
15,F,S1WantShout,no,280,shout,other,want,N
22,F,S1WantShout,perhaps,281,shout,other,want,Y
19,M,S1WantShout,no,282,shout,other,want,N
19,M,S1WantShout,no,283,shout,other,want,N
18,F,S1WantShout,perhaps,284,shout,other,want,Y
18,F,S1WantShout,yes,285,shout,other,want,Y
16,M,S1WantShout,perhaps,286,shout,other,want,Y
22,F,S1WantShout,no,287,shout,other,want,N
19,F,S1WantShout,yes,288,shout,other,want,Y
25,F,S1WantShout,perhaps,289,shout,other,want,Y
17,M,S1WantShout,perhaps,290,shout,other,want,Y
30,F,S1WantShout,perhaps,291,shout,other,want,Y
29,F,S1WantShout,perhaps,292,shout,other,want,Y
27,F,S1WantShout,yes,293,shout,other,want,Y
18,F,S1WantShout,perhaps,294,shout,other,want,Y
27,F,S1WantShout,yes,295,shout,other,want,Y
31,F,S1WantShout,no,296,shout,other,want,N
19,F,S1WantShout,no,297,shout,other,want,N
18,M,S1WantShout,no,298,shout,other,want,N
17,F,S1WantShout,perhaps,299,shout,other,want,Y
15,F,S1WantShout,no,300,shout,other,want,N
20,F,S1WantShout,no,301,shout,other,want,N
24,F,S1WantShout,no,302,shout,other,want,N
12,M,S1WantShout,perhaps,303,shout,other,want,Y
16,M,S1WantShout,perhaps,304,shout,other,want,Y
20,F,S1WantShout,perhaps,305,shout,other,want,Y
33,M,S1WantShout,perhaps,306,shout,other,want,Y
17,F,S1WantShout,perhaps,307,shout,other,want,Y
13,F,S1WantShout,perhaps,308,shout,other,want,Y
14,F,S1WantShout,no,309,shout,other,want,N
23,F,S1WantShout,no,310,shout,other,want,N
24,M,S1WantShout,perhaps,311,shout,other,want,Y
17,M,S1WantShout,yes,312,shout,other,want,Y
20,F,S1WantShout,no,313,shout,other,want,N
25,F,S1WantShout,no,314,shout,other,want,N
23,F,S1WantShout,no,315,shout,other,want,N
12,F,S1WantShout,perhaps,316,shout,other,want,Y
20,M,S2WantCurse,no,1,curse,other,want,N
11,M,S2WantCurse,no,2,curse,other,want,N
17,F,S2WantCurse,perhaps,3,curse,other,want,Y
21,F,S2WantCurse,perhaps,4,curse,other,want,Y
17,F,S2WantCurse,perhaps,5,curse,other,want,Y
21,F,S2WantCurse,yes,6,curse,other,want,Y
39,F,S2WantCurse,perhaps,7,curse,other,want,Y
21,F,S2WantCurse,no,8,curse,other,want,N
24,F,S2WantCurse,perhaps,9,curse,other,want,Y
16,F,S2WantCurse,yes,10,curse,other,want,Y
15,F,S2WantCurse,perhaps,11,curse,other,want,Y
18,F,S2WantCurse,yes,12,curse,other,want,Y
36,M,S2WantCurse,yes,13,curse,other,want,Y
22,M,S2WantCurse,yes,14,curse,other,want,Y
16,F,S2WantCurse,perhaps,15,curse,other,want,Y
18,F,S2WantCurse,perhaps,16,curse,other,want,Y
23,F,S2WantCurse,perhaps,17,curse,other,want,Y
16,F,S2WantCurse,perhaps,18,curse,other,want,Y
21,F,S2WantCurse,no,19,curse,other,want,N
25,F,S2WantCurse,yes,20,curse,other,want,Y
22,F,S2WantCurse,perhaps,21,curse,other,want,Y
15,F,S2WantCurse,perhaps,22,curse,other,want,Y
26,F,S2WantCurse,yes,23,curse,other,want,Y
13,F,S2WantCurse,perhaps,24,curse,other,want,Y
33,F,S2WantCurse,no,25,curse,other,want,N
17,F,S2WantCurse,perhaps,26,curse,other,want,Y
17,F,S2WantCurse,yes,27,curse,other,want,Y
22,F,S2WantCurse,yes,28,curse,other,want,Y
21,M,S2WantCurse,perhaps,29,curse,other,want,Y
17,F,S2WantCurse,yes,30,curse,other,want,Y
19,F,S2WantCurse,perhaps,31,curse,other,want,Y
18,M,S2WantCurse,perhaps,32,curse,other,want,Y
33,M,S2WantCurse,perhaps,33,curse,other,want,Y
19,F,S2WantCurse,perhaps,34,curse,other,want,Y
25,F,S2WantCurse,yes,35,curse,other,want,Y
17,F,S2WantCurse,perhaps,36,curse,other,want,Y
12,F,S2WantCurse,no,37,curse,other,want,N
14,F,S2WantCurse,no,38,curse,other,want,N
25,M,S2WantCurse,yes,39,curse,other,want,Y
22,M,S2WantCurse,no,40,curse,other,want,N
20,F,S2WantCurse,no,41,curse,other,want,N
25,F,S2WantCurse,no,42,curse,other,want,N
12,F,S2WantCurse,no,43,curse,other,want,N
16,F,S2WantCurse,no,44,curse,other,want,N
23,F,S2WantCurse,perhaps,45,curse,other,want,Y
19,F,S2WantCurse,perhaps,46,curse,other,want,Y
22,F,S2WantCurse,yes,47,curse,other,want,Y
15,F,S2WantCurse,no,48,curse,other,want,N
25,F,S2WantCurse,no,49,curse,other,want,N
35,F,S2WantCurse,yes,50,curse,other,want,Y
24,F,S2WantCurse,no,51,curse,other,want,N
24,F,S2WantCurse,perhaps,52,curse,other,want,Y
13,F,S2WantCurse,yes,53,curse,other,want,Y
26,F,S2WantCurse,perhaps,54,curse,other,want,Y
25,F,S2WantCurse,no,55,curse,other,want,N
20,F,S2WantCurse,perhaps,56,curse,other,want,Y
27,F,S2WantCurse,yes,57,curse,other,want,Y
19,F,S2WantCurse,perhaps,58,curse,other,want,Y
15,M,S2WantCurse,perhaps,59,curse,other,want,Y
18,F,S2WantCurse,no,60,curse,other,want,N
26,F,S2WantCurse,yes,61,curse,other,want,Y
26,F,S2WantCurse,perhaps,62,curse,other,want,Y
23,F,S2WantCurse,perhaps,63,curse,other,want,Y
20,F,S2WantCurse,yes,64,curse,other,want,Y
