U,Y,G,A,V,H
-7.0,6.0,128,M,0.0,18
28.0,10.0,128,M,0.0,18
-11.0,5.0,128,M,0.0,18
-1.0,10.0,128,F,20.0,18
-17.0,6.0,128,F,0.0,18
27.0,10.0,128,M,0.0,18
-5.0,2.0,128,F,0.0,18
-14.0,2.0,128,F,0.0,18
-2.0,7.0,129,F,0.0,16
10.0,3.0,129,F,20.0,16
-7.0,2.0,129,F,0.0,16
-15.0,3.0,129,F,0.0,16
14.0,10.0,129,F,0.0,16
-4.0,2.0,129,M,0.0,16
-9.0,3.0,129,M,0.0,16
-16.0,2.0,129,M,0.0,16
18.0,9.0,129,F,0.0,16
7.0,4.0,129,F,0.0,16
-6.0,7.0,129,M,0.0,16
-10.0,5.0,129,F,0.0,16
-24.0,2.0,129,M,0.0,19
-15.0,3.0,130,M,0.0,18
-8.0,3.0,130,M,0.0,18
-17.0,2.0,130,F,20.0,18
-24.0,2.0,130,M,0.0,18
-15.0,2.0,130,F,0.0,18
-7.0,4.0,130,M,0.0,18
-28.0,1.0,130,M,0.0,18
-5.0,2.0,130,F,0.0,18
-10.0,2.0,130,F,0.0,18
-14.0,2.0,130,F,0.0,18
-7.0,5.0,130,M,0.0,18
-19.0,2.0,130,F,0.0,18
-22.0,2.0,130,M,0.0,18
-30.0,3.0,130,M,0.0,19
7.0,10.0,131,F,20.0,15
-1.0,8.0,131,M,0.0,17
2.0,6.0,131,M,0.0,17
-5.0,3.0,131,F,31.0,15
-1.0,7.0,131,F,20.0,15
12.0,9.0,131,M,31.0,15
-12.0,3.0,131,M,0.0,15
5.0,7.0,131,M,1.0,15
-26.0,2.0,131,M,31.0,15
-15.0,3.0,131,M,20.0,15
-10.0,7.0,131,F,20.0,15
-1.0,6.0,131,M,31.0,15
-1.0,7.0,132,M,0.0,16
1.0,8.0,132,F,0.0,16
14.0,10.0,132,F,0.0,16
-10.0,3.0,132,F,0.0,16
19.0,9.0,132,F,20.0,16
-9.0,9.0,132,M,31.0,16
11.0,10.0,132,M,0.0,16
2.0,8.0,132,F,0.0,16
3.0,8.0,132,F,20.0,16
0.0,7.0,132,M,31.0,16
2.0,8.0,132,M,20.0,16
12.0,9.0,132,M,0.0,16
-26.0,3.0,132,M,20.0,16
2.0,4.0,132,F,20.0,16
-4.0,7.0,132,M,0.0,16
-30.0,3.0,132,M,0.0,16
-24.0,2.0,132,M,0.0,16
2.0,10.0,132,M,0.0,16
-10.0,5.0,133,M,20.0,14
-20.0,1.0,133,F,0.0,14
12.0,10.0,133,F,0.0,14
-4.0,1.0,133,M,0.0,14
9.0,10.0,133,F,20.0,14
-7.0,8.0,133,F,0.0,14
-9.0,1.0,133,M,0.0,14
12.0,10.0,133,F,0.0,14
-11.0,2.0,133,M,0.0,14
-12.0,1.0,133,M,0.0,14
1.0,5.0,133,F,0.0,14
-9.0,3.0,133,M,1.0,14
-16.0,2.0,133,F,20.0,14
29.0,10.0,133,M,31.0,14
-14.0,4.0,133,M,20.0,14
-19.0,1.0,133,M,0.0,14
5.0,9.0,133,F,0.0,14
5.0,4.0,133,M,20.0,14
-20.0,2.0,133,M,0.0,14
16.0,10.0,133,F,0.0,14
-27.0,2.0,133,M,20.0,14
-9.0,8.0,133,F,20.0,14
21.0,9.0,133,F,20.0,14
-7.0,2.0,133,M,0.0,14
2.0,5.0,133,M,20.0,14
-26.0,2.0,133,F,0.0,14
14.0,9.0,133,F,0.0,14
-11.0,1.0,133,F,0.0,14
3.0,9.0,133,F,0.0,14
2.0,6.0,133,M,31.0,14
9.0,10.0,133,M,0.0,14
-16.0,1.0,133,M,0.0,14
3.0,10.0,133,M,0.0,14
7.0,8.0,133,F,0.0,14
-5.0,6.0,133,F,0.0,14
-24.0,3.0,133,M,0.0,14
-10.0,2.0,133,F,0.0,14
3.0,9.0,133,F,0.0,14
18.0,6.0,133,M,0.0,14
-4.0,5.0,133,F,0.0,14
1.0,2.0,134,F,20.0,13
31.0,10.0,134,M,31.0,13
-5.0,6.0,134,M,31.0,13
-14.0,2.0,134,F,0.0,13
34.0,10.0,134,M,0.0,12
-4.0,7.0,134,F,0.0,13
-2.0,3.0,134,M,31.0,13
3.0,7.0,134,F,0.0,13
3.0,8.0,134,F,0.0,13
5.0,10.0,134,M,31.0,13
-2.0,2.0,134,M,20.0,13
21.0,10.0,134,M,20.0,13
20.0,10.0,134,F,0.0,13
-24.0,2.0,134,M,20.0,19
21.0,9.0,134,M,31.0,13
-12.0,3.0,134,F,31.0,13
-6.0,4.0,134,M,0.0,13
-18.0,2.0,134,M,0.0,13
28.0,9.0,134,M,0.0,13
5.0,9.0,134,F,31.0,13
25.0,9.0,134,M,0.0,13
16.0,8.0,134,F,0.0,17
22.0,5.0,134,F,0.0,13
-16.0,3.0,134,F,0.0,13
-5.0,8.0,134,M,20.0,13
4.0,8.0,134,M,0.0,13
-2.0,5.0,134,M,0.0,13
17.0,9.0,134,F,31.0,13
14.0,8.0,134,F,31.0,13
0.0,3.0,134,F,0.0,13
2.0,10.0,134,F,20.0,13
-9.0,1.0,134,M,0.0,13
9.0,9.0,134,M,0.0,13
-4.0,2.0,134,F,0.0,13
7.0,4.0,134,F,0.0,13
15.0,9.0,134,F,0.0,13
-7.0,2.0,134,F,0.0,13
-4.0,9.0,134,M,0.0,13
8.0,10.0,134,F,20.0,13
8.0,10.0,134,F,20.0,17
-1.0,6.0,135,F,0.0,13
5.0,3.0,135,F,0.0,13
-26.0,2.0,135,F,20.0,13
8.0,10.0,135,M,0.0,13
-11.0,6.0,135,F,0.0,13
-9.0,4.0,135,F,0.0,13
15.0,10.0,135,M,1.0,13
-16.0,2.0,135,M,0.0,13
-8.0,4.0,135,F,31.0,13
5.0,5.0,135,F,0.0,15
6.0,8.0,135,F,20.0,13
3.0,5.0,135,M,0.0,13
-23.0,5.0,135,M,0.0,13
-18.0,2.0,135,F,0.0,13
-16.0,5.0,135,M,31.0,13
3.0,2.0,135,F,0.0,13
-23.0,3.0,135,F,0.0,13
-7.0,5.0,135,M,0.0,13
4.0,9.0,135,F,0.0,13
-16.0,5.0,135,M,0.0,13
1.0,3.0,135,F,0.0,13
-4.0,8.0,135,F,31.0,13
1.0,5.0,135,F,0.0,13
11.0,8.0,135,F,20.0,13
-7.0,9.0,135,M,0.0,13
-17.0,3.0,135,M,0.0,15
-11.0,2.0,135,M,0.0,13
-10.0,4.0,135,M,31.0,13
9.0,5.0,135,M,0.0,13
16.0,6.0,135,F,31.0,13
-10.0,7.0,135,F,0.0,13
-24.0,2.0,135,M,0.0,18
6.0,6.0,135,M,0.0,17
5.0,5.0,135,F,0.0,13
-26.0,3.0,135,M,1.0,13
18.0,10.0,135,M,31.0,17
-4.0,5.0,135,M,0.0,13
10.0,10.0,135,M,0.0,13
-8.0,4.0,135,F,0.0,13
0.0,10.0,135,M,31.0,13
0.0,6.0,135,M,0.0,1
-7.0,2.0,135,F,0.0,13
12.0,6.0,135,F,0.0,13
-7.0,5.0,135,M,0.0,17
-4.0,3.0,136,F,0.0,17
32.0,9.0,136,M,0.0,17
-26.0,3.0,136,F,0.0,17
3.0,8.0,136,M,20.0,17
-5.0,4.0,136,M,0.0,17
-16.0,2.0,136,F,0.0,17
-30.0,2.0,136,M,0.0,17
0.0,8.0,136,F,0.0,17
-4.0,3.0,136,M,0.0,17
-19.0,2.0,136,M,0.0,17
-7.0,3.0,136,F,20.0,17
-10.0,3.0,136,F,0.0,14
7.0,8.0,136,F,1.0,17
-14.0,2.0,136,M,0.0,17
0.0,6.0,136,F,0.0,17
19.0,9.0,136,F,20.0,14
23.0,9.0,136,M,1.0,17
-7.0,3.0,136,F,0.0,17
-12.0,2.0,136,M,31.0,17
1.0,8.0,136,F,0.0,17
-5.0,3.0,136,M,0.0,17
-12.0,2.0,136,M,0.0,17
-21.0,3.0,136,M,31.0,17
-26.0,2.0,136,M,31.0,17
-1.0,5.0,136,F,0.0,13
-9.0,3.0,136,F,0.0,17
-17.0,4.0,136,F,0.0,17
-8.0,2.0,136,M,31.0,17
-20.0,2.0,136,F,0.0,17
10.0,3.0,136,M,0.0,13
-5.0,2.0,136,F,0.0,17
-26.0,1.0,136,F,0.0,13
3.0,1.0,136,M,0.0,17
-19.0,2.0,136,F,0.0,17
-21.0,1.0,136,M,0.0,17
-23.0,2.0,136,M,0.0,17
-15.0,2.0,136,F,0.0,17
-24.0,2.0,136,M,0.0,17
0.0,2.0,137,F,0.0,16
-6.0,2.0,137,F,0.0,16
-29.0,2.0,137,F,0.0,16
0.0,10.0,137,M,0.0,16
6.0,4.0,137,F,0.0,16
22.0,10.0,137,M,1.0,16
6.0,6.0,137,F,0.0,16
3.0,6.0,137,F,0.0,16
-12.0,2.0,137,F,0.0,16
-5.0,3.0,137,M,0.0,16
11.0,8.0,137,F,0.0,16
1.0,6.0,137,M,20.0,16
-11.0,4.0,137,M,0.0,16
23.0,10.0,137,F,31.0,16
6.0,10.0,137,M,0.0,16
-4.0,6.0,137,F,20.0,16
10.0,5.0,137,F,0.0,16
10.0,10.0,137,F,1.0,16
-2.0,10.0,137,M,20.0,16
-17.0,1.0,137,M,0.0,17
-8.0,2.0,137,F,31.0,16
-6.0,3.0,137,F,0.0,16
-2.0,2.0,137,F,1.0,16
-20.0,3.0,137,M,0.0,16
8.0,5.0,137,F,31.0,16
8.0,8.0,138,M,0.0,14
-1.0,8.0,138,M,20.0,14
-9.0,2.0,138,M,0.0,14
-10.0,1.0,138,M,0.0,14
1.0,10.0,138,M,20.0,14
-9.0,2.0,138,M,0.0,14
8.0,6.0,138,F,0.0,14
28.0,9.0,138,F,0.0,14
4.0,3.0,138,F,20.0,14
12.0,9.0,138,F,0.0,14
-6.0,7.0,138,M,0.0,14
-6.0,5.0,138,F,0.0,14
15.0,10.0,138,F,1.0,14
-5.0,4.0,138,M,0.0,14
-6.0,5.0,138,F,31.0,14
13.0,10.0,138,F,20.0,14
-7.0,6.0,138,M,20.0,14
-23.0,10.0,138,F,0.0,14
6.0,4.0,138,M,20.0,14
-7.0,9.0,138,M,0.0,14
-15.0,2.0,138,F,20.0,14
-19.0,2.0,138,M,0.0,14
-5.0,4.0,138,F,0.0,14
-18.0,2.0,138,F,0.0,14
-17.0,7.0,138,M,20.0,14
-18.0,3.0,139,M,0.0,17
-22.0,2.0,139,F,0.0,17
-6.0,3.0,139,F,31.0,14
3.0,5.0,139,M,0.0,14
-19.0,3.0,139,F,0.0,17
11.0,5.0,139,M,0.0,17
-16.0,2.0,139,F,0.0,17
-10.0,4.0,139,M,20.0,17
-21.0,1.0,139,F,0.0,17
-30.0,1.0,139,F,0.0,17
-30.0,2.0,139,F,0.0,17
-1.0,2.0,139,M,0.0,17
-4.0,2.0,139,M,0.0,17
-21.0,2.0,139,F,0.0,17
-4.0,2.0,139,F,0.0,17
-9.0,2.0,139,M,31.0,17
-7.0,1.0,139,M,0.0,17
-7.0,2.0,139,M,0.0,17
-17.0,2.0,139,M,0.0,17
-16.0,4.0,140,M,0.0,13
-2.0,6.0,140,M,1.0,13
-6.0,6.0,140,M,20.0,13
-6.0,2.0,140,F,0.0,13
-9.0,5.0,140,M,0.0,13
1.0,7.0,140,M,0.0,13
-20.0,2.0,140,M,0.0,13
2.0,2.0,140,F,0.0,13
0.0,7.0,140,M,0.0,13
2.0,2.0,140,F,0.0,13
21.0,6.0,140,F,20.0,13
12.0,5.0,140,F,0.0,14
8.0,10.0,140,M,0.0,13
-12.0,2.0,140,F,0.0,13
1.0,9.0,140,M,31.0,13
-30.0,1.0,140,M,0.0,13
-17.0,2.0,140,M,0.0,13
13.0,4.0,140,M,20.0,13
-4.0,2.0,140,M,20.0,13
3.0,2.0,140,F,20.0,13
10.0,9.0,140,M,1.0,13
-15.0,3.0,140,F,0.0,13
-4.0,3.0,141,F,0.0,17
-8.0,2.0,141,M,0.0,17
-10.0,1.0,141,F,0.0,17
-17.0,2.0,141,F,0.0,14
-22.0,2.0,141,M,0.0,16
5.0,3.0,141,M,0.0,14
0.0,9.0,141,M,0.0,14
-17.0,3.0,141,F,0.0,16
-4.0,4.0,141,M,0.0,14
-16.0,3.0,141,F,0.0,16
2.0,7.0,141,M,0.0,16
-23.0,2.0,141,F,0.0,17
-4.0,3.0,141,M,0.0,14
-15.0,2.0,141,M,0.0,14
13.0,10.0,142,M,31.0,13
8.0,8.0,142,F,20.0,13
3.0,8.0,142,F,20.0,13
-15.0,2.0,142,M,20.0,13
11.0,7.0,142,M,31.0,13
13.0,10.0,142,F,20.0,15
35.0,10.0,142,F,31.0,13
4.0,7.0,142,M,0.0,13
4.0,8.0,142,M,31.0,13
22.0,10.0,142,M,20.0,13
-5.0,9.0,142,M,31.0,13
-1.0,9.0,142,F,31.0,13
1.0,6.0,142,M,31.0,13
20.0,4.0,142,M,0.0,13
5.0,3.0,142,F,0.0,13
-4.0,5.0,142,F,20.0,13
11.0,7.0,142,F,1.0,13
5.0,8.0,142,F,0.0,13
9.0,10.0,142,M,1.0,13
8.0,10.0,142,F,20.0,13
22.0,10.0,142,M,20.0,13
-6.0,4.0,142,F,0.0,13
-1.0,10.0,142,F,20.0,13
-4.0,5.0,142,F,31.0,13
14.0,9.0,142,F,0.0,13
2.0,10.0,142,F,0.0,13
0.0,7.0,142,M,20.0,13
11.0,10.0,142,M,1.0,13
19.0,10.0,142,F,20.0,13
-4.0,3.0,142,M,31.0,13
5.0,10.0,142,F,0.0,13
35.0,10.0,142,F,0.0,13
2.0,9.0,142,M,0.0,13
4.0,9.0,142,M,0.0,13
-2.0,9.0,142,F,20.0,13
-8.0,7.0,143,M,20.0,17
-10.0,9.0,143,M,1.0,17
-18.0,4.0,143,M,0.0,17
15.0,10.0,143,F,1.0,17
-6.0,8.0,143,M,0.0,17
-14.0,7.0,143,M,31.0,17
-17.0,3.0,143,F,0.0,17
-21.0,2.0,143,F,0.0,15
-11.0,7.0,143,M,1.0,17
-16.0,8.0,143,M,1.0,17
-7.0,4.0,143,F,0.0,17
-10.0,7.0,143,M,31.0,17
9.0,10.0,143,F,0.0,17
-18.0,8.0,143,M,20.0,17
-6.0,8.0,143,M,0.0,17
10.0,7.0,143,M,20.0,17
18.0,10.0,143,F,20.0,17
-1.0,8.0,143,M,20.0,17
16.0,8.0,143,M,1.0,17
-16.0,6.0,143,M,20.0,17
18.0,10.0,143,M,20.0,17
-23.0,2.0,143,F,0.0,17
-11.0,2.0,143,F,20.0,17
0.0,9.0,143,F,20.0,17
-9.0,6.0,143,M,0.0,17
-4.0,4.0,143,F,0.0,17
-24.0,2.0,143,F,0.0,17
-4.0,9.0,143,M,31.0,17
2.0,8.0,143,M,20.0,16
13.0,8.0,143,F,1.0,17
-10.0,4.0,143,F,0.0,17
3.0,8.0,143,M,0.0,17
-2.0,10.0,143,F,20.0,17
17.0,10.0,143,M,1.0,17
-2.0,9.0,143,F,20.0,17
18.0,10.0,143,M,20.0,17
-14.0,3.0,143,M,0.0,17
-21.0,2.0,143,M,20.0,17
15.0,10.0,143,M,1.0,17
24.0,10.0,143,F,20.0,17
14.0,9.0,143,M,31.0,17
2.0,10.0,143,M,0.0,17
-11.0,7.0,143,M,31.0,17
11.0,6.0,143,M,0.0,17
-1.0,10.0,143,M,1.0,17
-14.0,4.0,143,M,20.0,17
-15.0,3.0,144,F,0.0,8
-11.0,5.0,145,M,0.0,10
-30.0,2.0,146,M,0.0,5
-15.0,2.0,147,M,0.0,17
-27.0,3.0,148,M,0.0,11
